year,date,u_mean,west_frac,n
2023,2023-10-05,1.315245724996668,85.71428571428571,14
2023,2023-10-06,-0.6654589933843581,36.84210526315789,19
2023,2023-10-07,-0.5453520574613566,10.0,10
2023,2023-10-08,-0.6309816345219598,26.08695652173913,23
2023,2023-10-09,-0.8961125932673849,0.0,16
2023,2023-10-10,-0.1316703843890001,65.0,20
2023,2023-10-11,-0.5747745694787967,0.0,16
2023,2023-10-12,-0.9201125863556772,0.0,13
2023,2023-10-13,-0.7809897452005441,21.428571428571427,14
2023,2023-10-14,0.0589395270721552,53.84615384615385,13
2023,2023-10-15,1.0191071498142832,90.0,20
2023,2023-10-16,2.466093412392978,95.83333333333334,24
2023,2023-10-17,4.301077078794761,100.0,22
2023,2023-10-18,5.613751916772233,97.36842105263158,38
2023,2023-10-19,4.783606814270233,100.0,27
2023,2023-10-20,3.686419677143716,96.875,32
2023,2023-10-21,1.833015724795256,100.0,21
2023,2023-10-22,1.2565524593951545,84.61538461538461,13
2023,2023-10-23,-0.2603979768114172,43.75,16
2023,2023-10-24,-2.7589740016468376,0.0,24
2023,2023-10-25,-1.8530140668829431,9.523809523809524,21
2023,2023-10-26,-2.078655562978337,0.0,24
2023,2023-10-27,-0.5880620163737628,26.666666666666668,15
2023,2023-10-28,0.4334634354027908,54.54545454545454,11
2023,2023-10-29,-0.976320745297764,5.88235294117647,17
2023,2023-10-30,-0.0643122464824694,52.63157894736842,19
2023,2023-10-31,-0.9967227256086844,6.25,16
2023,2023-11-01,-0.6980873968123471,33.33333333333333,18
2023,2023-11-02,1.675869348802706,76.19047619047619,21
2023,2023-11-03,0.057518113259739,53.333333333333336,15
2023,2023-11-04,-1.2676980256935435,0.0,15
2023,2023-11-05,1.2387938003188246,75.0,12
2023,2023-11-06,1.3972016303080652,53.333333333333336,15
2023,2023-11-07,1.8506726961884616,60.0,20
2023,2023-11-08,0.6790737716256305,53.333333333333336,15
2023,2023-11-09,0.9716752614715736,64.28571428571429,14
2023,2023-11-10,-1.4272764265332776,0.0,13
2023,2023-11-11,0.1723362039521214,28.57142857142857,21
2023,2023-11-12,1.202324006473444,77.27272727272727,22
2023,2023-11-13,1.4882768718593693,76.47058823529412,17
2023,2023-11-14,4.539085904370594,96.15384615384616,26
2023,2023-11-15,2.805038793978416,75.0,24
2023,2023-11-16,0.0490535030533367,53.333333333333336,15
2023,2023-11-17,-2.2046843499017186,0.0,24
2023,2023-11-18,-3.44099415274508,0.0,21
2023,2023-11-19,-0.4682440437321629,44.44444444444444,18
2023,2023-11-20,0.1049219758384826,56.52173913043478,23
2023,2023-11-21,-1.6183736853385524,8.333333333333332,24
2023,2023-11-22,-1.5009973527766876,4.3478260869565215,23
2023,2023-11-23,-0.2775476315932847,28.57142857142857,14
2023,2023-11-24,-0.4914051899570784,47.05882352941176,17
2023,2023-11-25,-1.9024775574958075,0.0,15
2023,2023-11-26,-1.3526318979113845,12.5,16
2023,2023-11-27,-0.6236173636964202,0.0,18
2023,2023-11-28,-0.8958410074755682,7.142857142857142,14
2023,2023-11-29,0.4475653871289548,38.095238095238095,21
2023,2023-11-30,1.480035506934826,75.0,20
2023,2023-12-01,-2.06831471904383,4.166666666666666,24
2023,2023-12-02,-1.833367021652808,7.6923076923076925,26
2023,2023-12-03,-2.0947886158649176,0.0,24
2023,2023-12-04,-2.853144639647218,0.0,22
2023,2023-12-05,-3.816484264158655,0.0,24
2023,2023-12-06,-3.1204957140647336,0.0,27
2023,2023-12-07,-3.1908268691223696,0.0,23
2023,2023-12-08,-1.4629818842926958,15.789473684210526,19
2023,2023-12-09,-0.7990910847243485,38.095238095238095,21
2023,2023-12-10,1.9943299315241496,90.9090909090909,22
