case_id,p_name,p_state,p_cap_ac,p_axis,p_sys_type,ylat,xlong,eia_id,BA
403398,Dover (CSG),NY,2.0,single-axis,ground,41.6816,-73.5743,63106,NYIS
404701,Coxsackie Solar,NY,5.0,single-axis,ground,42.333,-73.8477,64542,NYIS
402092,Musgrave East Solar Farm,NY,2.0,fixed-tilt,ground,42.7318,-76.6658,61003,NYIS
405435,Garnet Solar (NY),NY,1.9,fixed-tilt,ground,43.6842,-74.0648,62843,NYIS
406305,Lightstar Renewables - Project 1001,NY,3.9,single-axis,ground,41.7752,-73.8757,66731,NYIS
405345,"IRE Solar I, LLC",NY,1.0,fixed-tilt,ground,44.3444,-75.4443,61717,NYIS
402033,Ohio Northern University Solar Site,OH,2.7,single-axis,ground,40.7595,-83.8403,60913,PJM
402042,Clyde Solar Array,OH,2.8,single-axis,ground,41.3194,-82.9833,60923,PJM
403458,Monroeville Solar,OH,3.2,fixed-tilt,ground,41.2299,-82.7119,63181,PJM
402492,Tuttle,OK,4.0,single-axis,ground,35.2657,-97.8453,61618,SWPP
401992,Temple Solar Arrays,PA,2.2,single-axis,ground,40.4251,-75.924,60848,PJM
405439,Dickinson Solar,PA,3.0,single-axis,ground,40.1969,-77.2191,62946,PJM
401746,Little Bay,RI,1.3,fixed-tilt,ground,41.799,-71.4362,60495,ISNE
405867,"GDIM 2, LLC",RI,9.6,single-axis,ground,41.9656,-71.517,65475,ISNE
402577,"Southern Current One, LLC",SC,10.2,single-axis,ground,32.9466,-81.2157,61748,SCEG
402729,Peony Solar,SC,39.0,single-axis,ground,33.503,-81.2534,61976,SCEG
402386,Cameron Solar,SC,20.0,single-axis,ground,33.5789,-80.7051,61489,SCEG
402697,Ace Solar,SC,1.0,single-axis,ground,34.7225,-82.5264,61937,DUK
402712,Whitt Solar,SC,2.0,single-axis,ground,34.7218,-82.5249,61952,DUK
402894,Denmark Solar,SC,6.0,single-axis,ground,33.3494,-81.1422,62211,SCEG
402895,Gaines Solar,SC,2.0,single-axis,ground,34.1926,-80.2183,62216,CPLE
402953,Trask East Solar,SC,12.0,single-axis,ground,32.4705,-80.7503,62346,SCEG
404524,Shorthorn Holdings,SC,8.9,single-axis,ground,34.6854,-79.5399,60028,DUK
404561,Washington Solar (SC),SC,2.0,single-axis,ground,34.2403,-79.2521,62342,CPLE
402278,SR Innovation-NIKE PV,TN,1.7,single-axis,ground,35.2347,-89.9625,61332,TVA
401933,Phantom Solar,TX,15.4,single-axis,ground,31.1151,-97.8473,60774,ERCO
401660,Lamesa Solar,TX,102.0,single-axis,ground,32.7222,-101.9254,60372,ERCO
404247,"Corazon Energy, LLC",TX,200.0,single-axis,ground,27.6568,-99.2318,64538,ERCO
404362,FELPS 3-Floresville South,TX,1.0,single-axis,ground,29.1291,-98.1063,64824,ERCO
404363,FELPS 4-Floresville South,TX,1.0,single-axis,ground,29.1285,-98.1068,64825,ERCO
402290,RE Maplewood,TX,250.0,single-axis,ground,30.9825,-102.2495,61346,ERCO
404587,Fighting Jays Solar Project,TX,227.5,single-axis,ground,29.3513,-95.7375,62945,ERCO
403023,"Taygete Energy Project, LLC",TX,255.0,single-axis,ground,31.1829,-103.1612,62483,ERCO
403215,Grasshopper Solar,VA,80.0,single-axis,ground,36.8164,-78.446,62813,PJM
404580,Sadler Solar,VA,100.0,single-axis,ground,36.6976,-77.6118,62814,PJM
403168,Desper Solar,VA,88.2,single-axis,ground,38.0037,-78.05,62730,PJM
401375,Philip Morris,VA,0.8,fixed-tilt,ground,37.3417,-77.2869,59911,PJM
404548,"Stratford Solar Center, LLC",VA,15.0,single-axis,ground,36.6944,-76.5637,61908,PJM
402737,Spring Grove I,VA,97.9,single-axis,ground,37.18,-76.93,61986,PJM
404585,Elroy Solar,WI,1.5,single-axis,ground,43.7404,-90.0129,62868,MISO
401378,Oro Loma,CA,20.0,single-axis,ground,36.8768,-120.6677,59915,CISO
401409,North Lancaster Ranch,CA,20.0,fixed-tilt,ground,34.7214,-118.3113,59962,CISO
401394,"Great Valley Solar Portfolio Holdings, LLC",CA,200.0,single-axis,ground,36.5852,-120.3792,59940,CISO
401353,UC Davis South Campus,CA,13.0,single-axis,ground,38.5201,-121.7404,59872,CISO
401414,RE Astoria,CA,100.0,single-axis,ground,34.8444,-118.4527,59976,CISO
401494,CED Ducor 3,CA,15.0,single-axis,ground,35.8456,-119.057,60080,CISO
402073,Whitney Point Solar,CA,20.0,single-axis,ground,36.3748,-120.1342,60975,CISO
402093,SCDA Solar 1,CA,6.8,single-axis,ground,38.7002,-121.5867,61006,CISO
401913,SEPV Imperial Dixieland East,CA,1.9,single-axis,ground,32.7935,-115.7732,60745,IID
402233,Antelope DSR 3,CA,20.0,single-axis,ground,34.737,-118.304,61265,CISO
402370,Vandenberg Solar Project,CA,20.6,single-axis,ground,34.7463,-120.5103,61463,CISO
401606,"Central Antelope Dry Ranch B, LLC",CA,3.0,single-axis,ground,34.7057,-118.3015,60281,CISO
401738,"Longboat Solar, LLC",CA,20.0,single-axis,ground,34.9049,-117.1029,60485,CISO
401556,Antelope DSR 1,CA,50.0,single-axis,ground,34.655,-118.281,60186,CISO
402232,Antelope Expansion 2,CA,105.0,single-axis,ground,34.7421,-118.3025,61264,CISO
400523,Victor Dry Farm Ranch A,CA,5.0,fixed-tilt,ground,34.4976,-117.4702,58418,CISO
404514,Summer Solar C2,CA,1.5,fixed-tilt,ground,34.7236,-118.2916,58755,CISO
400985,Victor Mesa Linda B2,CA,1.6,fixed-tilt,ground,34.5126,-117.3874,59269,CISO
401812,"Solar Star California, XLI, LLC",CA,54.0,single-axis,ground,34.8303,-118.3924,60591,CISO
401811,"Golden Fields Solar I, LLC",CA,54.0,single-axis,ground,34.8404,-118.3911,60590,CISO
402578,Wistaria Ranch Solar,CA,100.0,single-axis,ground,32.6614,-115.6063,61750,CISO
405431,Shelter Creek Condominiums Solar,CA,1.9,single-axis,rooftop,37.6205,-122.4289,62806,CISO
406121,POM Plant 1,CA,2.4,fixed-tilt,ground,36.6569,-119.5857,66188,CISO
401667,RE Garland A,CA,20.0,single-axis,ground,34.8367,-118.5042,60386,CISO
401479,Avalon Solar II,AZ,16.0,single-axis,ground,32.0427,-110.9591,60062,TEPC
402234,Kayenta Solar Project,AZ,55.3,single-axis,ground,36.7887,-110.2387,61268,WALC
400031,Prescott Airport,AZ,3.0,single-axis,ground,34.6778,-112.4059,56228,AZPS
403257,East Line Solar,AZ,100.0,single-axis,ground,32.8445,-111.5587,62899,SRP
401648,"Bison Solar, LLC",CO,32.4,single-axis,ground,40.8649,-105.013,60351,PSCO
403160,Mesa (CSG) 1 Murdock,CO,1.5,single-axis,ground,39.1105,-108.6533,62719,PSCO
404534,Xcel Adams 2 Community Solar Array,CO,1.5,single-axis,ground,39.7891,-104.5862,60725,PSCO
404533,Arapahoe 3 Community Solar Array,CO,1.8,single-axis,ground,39.6363,-104.6462,60724,PSCO
401306,Airport 1 Solar (DIA),CO,1.5,fixed-tilt,ground,39.9022,-104.6734,59807,PSCO
402911,"Oak Leaf Solar XXII, LLC (CSG)",CO,1.5,single-axis,ground,39.6489,-104.5341,62252,PSCO
402876,CNMEC Solar Energy Center,NM,2.0,single-axis,ground,34.7809,-106.0559,62191,PNM
403322,Grants CDEC 2,NM,4.5,single-axis,ground,35.1419,-107.8204,62995,PNM
401596,Playa Solar 2,NV,100.0,single-axis,ground,36.4109,-114.9123,60261,NEVP
401943,Tungsten Mountain,NV,7.3,single-axis,ground,39.6652,-117.6822,60785,NEVP
405025,Brady,NV,8.0,fixed-tilt,ground,39.7524,-118.9597,55991,NEVP
402074,"OSLH, LLC",OR,9.9,single-axis,ground,44.0613,-121.2277,60976,PACW
402392,Adams Solar Center,OR,10.0,single-axis,ground,44.6739,-121.1229,61496,PACW
402393,Elbe Solar Center,OR,10.0,single-axis,ground,44.619,-121.2062,61497,PACW
401634,"Grove Solar Center, LLC",OR,6.0,single-axis,ground,43.9366,-117.384,60330,IPCO
402200,"OR Solar 3, LLC",OR,10.0,single-axis,ground,42.0222,-121.4254,61201,PACW
402922,Bly Solar Center,OR,8.0,single-axis,ground,42.3803,-121.023,62272,PACW
402921,"NorWest Energy 4, LLC",OR,5.6,single-axis,ground,42.2071,-121.3516,62268,PACW
401475,"Steel Bridge Solar, LLC",OR,2.3,fixed-tilt,ground,45.0678,-123.4711,60057,PGE
402438,Klamath Falls Solar 2 (CSG),OR,2.9,single-axis,ground,42.183,-121.7635,61553,PACW
402642,Morgan Solar Center,OR,3.0,single-axis,ground,43.9502,-117.073,61855,IPCO
402644,Ontario Solar Center,OR,3.0,single-axis,ground,44.1132,-117.0266,61860,IPCO
402638,Brush Solar Center,OR,2.8,single-axis,ground,44.4668,-118.2054,61844,IPCO
405453,"Prineville Solar Energy, LLC",OR,40.0,single-axis,ground,44.2525,-120.8833,63049,PACW
405454,"Millican Solar Energy, LLC",OR,70.0,single-axis,ground,44.2699,-120.8786,63050,PACW
401805,Upton County Solar,TX,157.5,single-axis,ground,31.2523,-102.2673,60581,ERCO
402679,Phoebe Solar,TX,250.0,single-axis,ground,31.8378,-102.8621,61906,ERCO
402304,Midway Solar-TX,TX,182.0,single-axis,ground,30.9947,-102.2216,61368,ERCO
402666,Fort Bliss (DEA EPIC),TX,2.0,fixed-tilt,ground,31.8307,-106.373,61887,EPE
401299,Fiddler's Canyon #1,UT,3.0,single-axis,ground,37.7518,-113.2521,59787,PACE
402153,Quichapa 2,UT,3.0,single-axis,ground,37.6679,-113.191,61120,PACE
402154,Quichapa 3,UT,3.0,single-axis,ground,37.6496,-113.2404,61121,PACE
403014,Cove Mountain Solar 2,UT,122.0,single-axis,ground,37.6362,-113.6313,62470,PACE
403119,"Hunter Solar, LLC (UT)",UT,100.0,single-axis,ground,39.1348,-111.0545,62656,PACE
404574,"Sigurd Solar, LLC",UT,80.0,single-axis,ground,38.8392,-112.0117,62666,PACE
403013,Cove Mountain Solar,UT,58.0,single-axis,ground,37.6228,-113.6186,62469,PACE
400381,SEPV 1,CA,2.0,single-axis,ground,34.6186,-117.9395,58073,CISO
400696,Orion Solar I,CA,12.0,single-axis,ground,35.1458,-118.8872,58718,CISO
400646,Western Antelope Blue Sky Ranch A,CA,20.0,single-axis,ground,34.6884,-118.317,58626,CISO
400599,"Gilbert Solar Facility I, LLC",AZ,2.5,single-axis,ground,33.3563,-111.8037,58543,AZPS
405781,"Hunter Solar, LLC (CO)",CO,75.0,single-axis,ground,39.6278,-104.4664,65231,PSCO
403743,Nutmeg Solar,CT,19.6,fixed-tilt,ground,41.9741,-72.5102,63592,ISNE
405943,East Windsor Solar One,CT,5.0,single-axis,ground,41.891,-72.5176,65667,ISNE
404635,Charlie Creek Solar Power Plant,FL,74.9,single-axis,ground,27.638,-81.6599,63982,FPC
404840,Apalachee,FL,74.5,single-axis,ground,30.7604,-85.0702,65432,FPL
406007,Big Juniper Solar,FL,74.5,single-axis,ground,30.639,-86.9296,65862,FPL
406018,Beautyberry,FL,74.5,single-axis,ground,26.3676,-81.0192,65874,FPL
406019,Woodyard,FL,74.5,single-axis,ground,26.4234,-81.0494,65875,FPL
404884,Riverside Solar,FL,55.0,single-axis,ground,27.6732,-82.4529,65687,TEC
406016,Monarch,FL,74.5,single-axis,ground,27.0261,-80.5248,65872,FPL
406020,Ibis,FL,74.5,single-axis,ground,27.8535,-80.683,65877,FPL
406013,Prairie Creek FL,FL,74.5,single-axis,ground,27.0424,-81.8022,65868,FPL
405953,Laurel Oaks Solar,FL,61.2,single-axis,ground,27.9195,-82.0692,65684,TEC
406014,White Tail,FL,74.5,single-axis,ground,27.0774,-80.379,65869,FPL
406015,Caloosahatchee,FL,74.5,single-axis,ground,26.7475,-81.1794,65871,FPL
406025,Nature Trail,FL,74.5,single-axis,ground,30.3146,-82.1786,65924,FPL
401072,Decatur County Solar Project,GA,19.0,single-axis,ground,30.9669,-84.6253,59449,SOCO
404261,Coody Cochran,GA,2.6,single-axis,ground,32.3684,-83.3683,64571,SOCO
404273,Harris Shiloh,GA,2.1,single-axis,ground,32.7954,-84.6943,64585,SOCO
404274,Polk Cedartown,GA,2.2,single-axis,ground,34.0206,-85.2782,64586,SOCO
404671,Ware Avra II,GA,1.9,single-axis,ground,31.1878,-82.3247,64286,SOCO
404703,Arnold Cochran,GA,1.7,single-axis,ground,32.3985,-83.345,64569,SOCO
405639,Shawnee - GA,GA,2.0,single-axis,ground,33.0677,-82.0406,64582,SOCO
405870,Wilkinson DeFore,GA,3.0,single-axis,ground,32.8645,-83.3124,65481,SOCO
406129,"Turnipseed Solar, LLC",GA,3.0,single-axis,ground,33.6987,-84.6788,66205,SOCO
404830,Neal Energy Center Solar,IA,4.0,single-axis,ground,42.3331,-96.3482,65393,MISO
403933,Peterman II,IL,2.0,single-axis,ground,41.0674,-87.7878,63989,PJM
405722,Marengo Solar,IL,2.0,fixed-tilt,ground,42.2613,-88.6252,65013,PJM
405998,"SV CSG South Dekalb 1, LLC",IL,2.0,single-axis,ground,41.8936,-88.7708,65799,PJM
405999,"SV CSG South Dekalb 2, LLC",IL,2.0,single-axis,ground,41.8948,-88.7706,65800,PJM
406348,River Ferry Solar 1,IL,165.3,single-axis,ground,39.2717,-87.6154,66820,PJM
400951,Marion Solar LNG,IN,1.5,fixed-tilt,ground,39.9131,-86.2383,59180,MISO
404084,Peru 2,IN,9.5,single-axis,ground,40.7571,-86.106,64246,MISO
404781,Bremen,IN,6.8,single-axis,ground,41.4628,-86.1637,65086,MISO
406796,Prairie Ronde Solar Farm,LA,135.0,single-axis,ground,30.596,-92.1829,65976,MISO
403723,"Cherry Valley Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.2295,-71.8916,63561,ISNE
403729,"Dudley River 3 Solar, LLC (CSG)",MA,1.0,fixed-tilt,ground,42.0714,-71.9984,63569,ISNE
400644,Berkshire 1,MA,1.8,single-axis,ground,42.1147,-73.4051,58624,ISNE
400662,North Brookfield,MA,3.0,fixed-tilt,ground,42.2777,-72.0519,58650,ISNE
400858,651 Chase Solar NG,MA,3.4,fixed-tilt,ground,42.6273,-71.7445,59046,ISNE
400517,Bellingham PV,MA,3.0,fixed-tilt,ground,42.0776,-71.7016,58403,ISNE
404182,Wilbraham,MA,4.0,fixed-tilt,ground,42.1033,-72.3824,64417,ISNE
400445,Mass Midstate Solar 1,MA,5.0,fixed-tilt,ground,42.2206,-71.8818,58279,ISNE
405955,Kearsarge Acushnet,MA,1.9,single-axis,ground,41.709,-70.9054,65690,ISNE
400335,Town of Uxbridge MA at Commerce Dr,MA,1.8,fixed-tilt,ground,42.0434,-71.6172,57941,ISNE
404285,MNCPPC Randall Farm,MD,1.4,fixed-tilt,ground,38.8375,-76.8011,64604,PJM
404960,Ripley,MD,27.5,single-axis,ground,38.5349,-77.0966,66203,PJM
404646,"Winslow PV - BD Solar 2, LLC",ME,7.0,fixed-tilt,ground,44.561,-69.593,64069,ISNE
405997,"Easton CSG 1, LLC",ME,3.3,single-axis,ground,46.6445,-67.9083,65798,ISNE
406093,"Blue Elk VII Solar, LLC",MI,12.5,single-axis,ground,43.0877,-83.5681,66104,MISO
406094,"Blue Elk II Solar, LLC",MI,20.0,single-axis,ground,42.5028,-84.4565,66105,MISO
406095,"Midcontinent Solar, LLC",MI,20.0,single-axis,ground,42.9682,-84.1565,66108,MISO
405450,TCLP Solar Phase 1,MI,1.0,fixed-tilt,ground,44.7771,-85.6912,63020,MISO
403850,"Betcher (CSG) 1, LLC",MN,1.0,fixed-tilt,ground,44.3965,-92.6047,63819,MISO
404927,Timmerman (CSG),MN,1.0,single-axis,ground,44.2344,-95.8819,65974,MISO
405550,Cornillie 2 Community (CSG),MN,1.4,fixed-tilt,ground,45.461,-92.9017,63899,MISO
405826,Allie L.L.C.,MN,1.0,fixed-tilt,ground,44.7871,-95.2001,65381,MISO
406315,Laskin Solar,MN,5.6,fixed-tilt,ground,47.5242,-92.1816,66742,MISO
400463,Belwood Farm,NC,4.0,fixed-tilt,ground,35.4681,-81.51,58314,CPLE
400245,"CS Murphy Point, LLC",NC,0.9,fixed-tilt,ground,34.9895,-84.1662,57687,DUK
400348,Apple Data Center PV,NC,20.0,single-axis,ground,35.5871,-81.2522,57994,DUK
400777,Waco Farm,NC,5.0,fixed-tilt,ground,35.3531,-81.4255,58863,DUK
400819,"Shankle Solar Center, LLC",NC,4.8,fixed-tilt,ground,34.946,-79.1944,58956,CPLE
401126,Old Catawba PV 1,NC,3.5,fixed-tilt,ground,35.7117,-81.1338,59519,DUK
401194,Stagecoach Solar,NC,5.0,fixed-tilt,ground,36.413,-78.4633,59604,DUK
404019,Nash 97 Solar 2,NC,4.9,fixed-tilt,ground,35.8496,-78.2107,64118,DUK
400928,Watson Seed Farm PV1,NC,20.0,fixed-tilt,ground,36.1277,-77.7216,59153,PJM
401232,Innovative Solar 54,NC,50.0,fixed-tilt,ground,35.2059,-77.7127,59669,CPLE
400775,Sigmon Catawba Farm,NC,5.0,fixed-tilt,ground,35.6115,-81.2451,58861,DUK
404022,Siler City Solar 2,NC,4.9,fixed-tilt,ground,35.689,-79.4651,64121,CPLE
404044,Big Boy,NC,3.0,fixed-tilt,ground,36.0762,-79.6339,64174,DUK
404045,Beth,NC,5.0,fixed-tilt,ground,35.9706,-79.6171,64175,DUK
404360,"Wyse Fork Solar Farm, LLC",NC,2.0,single-axis,ground,35.2116,-77.5003,64822,CPLE
403845,"Sugar Solar, LLC",NC,60.0,fixed-tilt,ground,36.1629,-80.6532,63807,DUK
404625,"Lick Creek Solar, LLC",NC,50.0,single-axis,ground,36.2978,-80.1124,63811,DUK
404626,"Highest Power Solar, LLC",NC,48.7,single-axis,ground,36.1001,-78.2492,63812,CPLE
404785,"Phobos Solar, LLC",NC,78.8,single-axis,ground,35.8841,-78.1538,65106,CPLE
404912,"233 Randolph 74 Solar I, LLC",NC,2.0,fixed-tilt,ground,35.3124,-81.5925,65819,DUK
405896,Kendall Farm,NC,5.0,single-axis,ground,35.8506,-79.555,65554,CPLE
405583,Charlie,NC,4.0,fixed-tilt,ground,35.9717,-79.6093,64176,DUK
405584,Moore Solar,NC,5.0,single-axis,ground,36.2935,-79.7395,64193,DUK
405841,"Monroe 009452 SCS Cozad, LLC",NE,2.0,single-axis,ground,40.8537,-99.9937,65416,SWPP
400496,Atlantic Coast Freezers Solar Facility,NJ,2.2,single-axis,ground,39.5186,-75.0294,58360,PJM
400337,NJ Oak Solar Plant,NJ,10.0,fixed-tilt,ground,39.3805,-75.1895,57948,PJM
400619,Princeton University Cogeneration,NJ,4.5,single-axis,ground,40.3349,-74.647,58584,PJM
400499,Tissington Solar,NJ,3.0,fixed-tilt,ground,41.2001,-74.4922,58364,PJM
403653,"Monroe Solar Farm, LLC",NJ,13.0,fixed-tilt,ground,40.3144,-74.4245,63451,PJM
405805,Mount Laurel Solar,NJ,2.5,single-axis,ground,39.9755,-74.8887,65329,PJM
406378,Hammonton-High School Solar,NJ,1.2,fixed-tilt,ground,39.6571,-74.8091,66906,PJM
401274,River Mountains Solar,NV,14.4,single-axis,ground,36.0319,-114.9278,59747,NEVP
403864,Westtown NY 2,NY,2.0,fixed-tilt,ground,41.3452,-74.5233,63856,NYIS
403974,Off Airport Road-West,NY,4.0,fixed-tilt,ground,41.812,-74.2058,64044,NYIS
405935,Croton Solar,NY,3.0,single-axis,ground,41.2809,-73.8662,65647,NYIS
406065,Sugar Hill Solar 1,NY,5.0,fixed-tilt,ground,42.8323,-73.8375,66034,ISNE
406068,3232 Batavia Solar,NY,4.0,fixed-tilt,ground,42.9981,-78.269,66037,NYIS
406227,Ghent (NY),NY,3.3,single-axis,ground,42.2785,-73.7089,66482,NYIS
406232,Genesee - CCR Solar,NY,3.7,fixed-tilt,ground,43.3135,-77.7865,66489,NYIS
406303,(3K) 59 Hetcheltown Rd,NY,1.4,single-axis,ground,42.8705,-73.9031,66729,NYIS
406175,Summit - Oswego,NY,2.2,single-axis,ground,43.3719,-76.5683,66275,NYIS
406258,"Phillips Route 82 Solar, LLC",NY,5.0,single-axis,ground,41.6028,-73.7836,66583,NYIS
400509,CU Solar Plant,OH,1.8,fixed-tilt,ground,39.7424,-83.8168,58386,PJM
404811,Salt City Solar Project - Hybrid,OH,49.9,single-axis,ground,39.4219,-82.9657,65302,PJM
403686,Chickasaw Nation Solar Farm,OK,5.0,single-axis,ground,34.4792,-97.1059,63500,SWPP
400114,Aqua Ingrams Mill,PA,0.9,fixed-tilt,ground,39.9648,-75.6577,57280,PJM
404727,"UN-School House, LLC",PA,20.0,single-axis,ground,40.9671,-78.1817,64711,PJM
406304,Jordan Energy-DFA Middlebury Center Plan,PA,1.1,single-axis,ground,41.8384,-77.2764,66730,PJM
403689,"Cherry Blossom Solar, LLC",SC,10.0,single-axis,ground,33.7617,-79.4586,63505,CPLE
404627,"Gunsight Solar, LLC",SC,75.0,single-axis,ground,33.7611,-81.0698,63813,SC
404600,"AGA TAG Solar III, LLC",SC,2.0,single-axis,ground,34.9979,-82.0425,63243,DUK
400528,West Tennessee Solar Farm,TN,4.2,fixed-tilt,ground,35.4094,-89.3869,58431,TVA
404361,FELPS 2-Calaveras,TX,1.0,single-axis,ground,29.2209,-98.2515,64823,ERCO
404878,Vancourt Solar Interconnections,TX,45.0,single-axis,ground,26.1128,-97.7967,65662,ERCO
404939,Brazoria County Solar Project (Danciger),TX,203.0,single-axis,ground,29.1927,-95.7569,66046,ERCO
405727,Bernard Creek Solar,TX,230.0,fixed-tilt,ground,29.4431,-96.1006,65034,ERCO
406386,Umbriel Solar,TX,150.0,single-axis,ground,30.6552,-94.7782,66954,MISO
406370,Hayhurst Texas Solar,TX,24.8,single-axis,ground,31.8158,-104.087,66880,ERCO
406815,Red Tailed Hawk Solar LLC,TX,350.0,single-axis,ground,29.1805,-96.1549,66157,ERCO
403788,Westmoreland County Solar Project,VA,19.9,single-axis,ground,38.004,-76.7482,63696,PJM
403808,"TWE Myrtle Solar Farm, LLC",VA,15.0,single-axis,ground,36.7928,-76.6652,63746,PJM
403585,"GSPP Gilman, LLC",VT,2.1,fixed-tilt,ground,44.4132,-71.709,63368,ISNE
401291,Jefferson Solar Park,WI,1.0,fixed-tilt,ground,43.0147,-88.7986,59771,MISO
404782,"Shamrock Solar, LLC",WI,3.0,single-axis,ground,44.1753,-90.8504,65087,MISO
405710,Cassville Solar,WI,50.0,single-axis,ground,42.74,-90.9198,64995,MISO
405711,Springfield Solar (WI),WI,100.0,single-axis,ground,43.6126,-88.4691,64996,MISO
405712,Albany Solar (WI),WI,50.0,single-axis,ground,42.6488,-89.3775,64997,MISO
405713,Paddock Solar,WI,65.0,single-axis,ground,42.5545,-89.0977,64998,MISO
405715,Beaver Dam Solar,WI,50.0,single-axis,ground,43.4956,-88.7677,65001,MISO
400325,Gates Solar Station,CA,20.0,fixed-tilt,ground,36.1767,-120.1153,57892,CISO
400625,Cascade Solar,CA,18.5,single-axis,ground,34.1664,-116.2361,58590,CISO
400535,Vinam,CA,1.5,single-axis,ground,34.669,-118.0612,58450,CISO
400310,Green Acres Solar Facility 1,CA,2.8,single-axis,ground,38.2821,-121.4655,57849,BANC
400121,Occidental College Solar Project,CA,1.0,fixed-tilt,ground,34.128,-118.2067,57311,LDWP
400190,Giffen,CA,10.0,fixed-tilt,ground,36.5279,-120.312,57521,CISO
400450,Venable Solar 1,CA,1.5,fixed-tilt,ground,33.5986,-114.5717,58289,CISO
400247,Aerojet I,CA,3.0,single-axis,ground,38.6134,-121.1632,57697,BANC
401131,Blackwell Solar Park,CA,20.0,single-axis,ground,35.6088,-119.8444,59524,CISO
400636,"Navajo Solar Power Generation Station 1, LLC",CA,1.5,single-axis,ground,34.5503,-117.1927,58610,CISO
401032,"Wildwood Solar I, LLC",CA,20.0,single-axis,ground,35.619,-119.5689,59380,CISO
400999,Beacon Solar Plant Site 5,CA,36.0,single-axis,ground,35.247,-118.0348,59308,LDWP
401001,Hecate Energy Beacon Solar 1,CA,56.0,single-axis,ground,35.2666,-118.0153,59315,LDWP
401002,Hecate Energy Beacon Solar 3,CA,56.0,single-axis,ground,35.2485,-118.0091,59316,LDWP
401266,Lancaster WAD B,CA,3.0,single-axis,ground,34.7791,-118.1911,59739,CISO
401049,"Mitchell Solar, LLC",CA,1.5,single-axis,ground,34.7652,-117.3233,59411,CISO
401048,"Rudy Solar, LLC",CA,1.5,single-axis,ground,34.7668,-117.3233,59410,CISO
404444,Wonderful Lost Hills,CA,16.7,single-axis,ground,35.6679,-119.8767,65278,CISO
404443,Wonderful Huller & Shellling,CA,1.5,single-axis,ground,35.5758,-119.7866,65277,CISO
404606,Wister Solar,CA,20.0,single-axis,ground,33.2737,-115.5053,63487,IID
404751,Trona Solar III,CA,2.0,single-axis,ground,35.8049,-117.3498,64914,CISO
405886,CA-DGS RFP-Salinas Valley State Prison,CA,3.3,single-axis,ground,36.4681,-121.3708,65525,CISO
405638,Broadway 2 - UC Riverside,CA,3.0,single-axis,ground,33.9728,-117.3346,64579,CISO
406181,Wonderful Firebaugh,CA,5.4,dual-axis,ground,36.8376,-120.3146,66331,CISO
406182,Wonderful Kings,CA,3.5,dual-axis,ground,35.7764,-119.8844,66332,CISO
403515,Mtn. Solar 1,CO,1.5,single-axis,ground,39.7768,-104.5872,63276,PSCO
404036,SR Rattlesnake,CO,6.0,single-axis,ground,40.1844,-104.6939,64152,WACM
404676,"NSE Camber Solar PS5, LLC (CSG)",CO,2.0,single-axis,ground,40.2488,-104.8409,64358,WACM
404962,"Ameresco HCE Solar, LLC",CO,4.5,single-axis,ground,39.4659,-107.2297,66271,PSCO
400600,Mountain View Solar,NV,20.0,single-axis,ground,36.3865,-114.9522,58544,NEVP
401042,Searchlight Solar,NV,17.5,single-axis,ground,35.4872,-114.934,59404,NEVP
405188,Solar Las Vegas MB-1,NV,4.9,fixed-tilt,rooftop,36.0886,-115.1775,59430,NEVP
400396,Outback Solar at Christmas Valley,OR,4.4,single-axis,ground,43.2349,-120.4878,58131,BPAT
403644,Tickle Creek Solar,OR,1.9,single-axis,ground,45.3738,-122.2645,63442,PGE
403830,"Rock Garden Solar, LLC",OR,10.0,single-axis,ground,43.3945,-120.9543,63779,BPAT
403946,Bristol Solar,OR,3.0,fixed-tilt,ground,45.1449,-122.7867,64009,PGE
406187,NSE Astoria - Skyward,OR,2.5,single-axis,ground,45.4197,-122.2774,66368,PGE
401248,"Pavant Solar, LLC",UT,50.0,single-axis,ground,39.1501,-112.3497,59702,PACE
400631,Laho Solar Plant,UT,3.0,fixed-tilt,ground,38.2926,-113.0351,58602,PACE
400632,Greenville Solar Plant,UT,2.2,fixed-tilt,ground,38.256,-112.7339,58603,PACE
405920,Gunnison Solar,UT,1.5,fixed-tilt,ground,39.1671,-111.8009,65618,PACE
404258,Apalachicola,GA,2.5,single-axis,ground,33.3362,-82.0608,64565,SOCO
404890,Rockmart,GA,2.6,single-axis,ground,34.018,-85.0293,65730,SOCO
405587,Assembly Solar III,MI,79.0,single-axis,ground,43.0306,-83.958,64196,MISO
404877,Nebula Solar,TX,135.0,single-axis,ground,26.096,-97.8025,65661,ERCO
406808,"HCE Millboro Springs Solar, LLC",VA,5.0,single-axis,ground,37.9982,-79.5692,66117,PJM
405754,"Energix Aditya, LLC",VA,11.5,fixed-tilt,ground,38.0174,-77.9522,65151,PJM
405959,POM Beverage Solar,CA,1.8,fixed-tilt,ground,36.6583,-119.5846,65707,CISO
405660,Van der Hoek Solar Array/ Dairy,CA,2.4,single-axis,ground,36.5046,-120.0918,64687,CISO
406098,"West Line Solar, LLC",AZ,100.0,single-axis,ground,32.8347,-111.5927,66125,SRP
404439,Venture 4-1D,CO,1.5,single-axis,ground,39.7503,-104.6656,65237,PSCO
