T	BoM MJO RMM RMM1
    2442333.    	    1.584760    
    2442334.    	    1.461950    
    2442335.    	    1.249140    
    2442336.    	    1.039180    
    2442337.    	    1.065760    
    2442338.    	    1.178220    
    2442339.    	    1.203460    
    2442340.    	    1.245720    
    2442341.    	    1.282980    
    2442342.    	    1.284000    
    2442343.    	    1.161420    
    2442344.    	   0.9008160    
    2442345.    	   0.4623040    
    2442346.    	   8.0772497E-02
    2442347.    	  -0.1288000    
    2442348.    	  -0.1705800    
    2442349.    	  -6.4556703E-02
    2442350.    	   1.5087100E-02
    2442351.    	   0.2319500    
    2442352.    	   0.5051030    
    2442353.    	   0.5276850    
    2442354.    	   0.3278120    
    2442355.    	   0.2986430    
    2442356.    	   0.4574600    
    2442357.    	   0.4592800    
    2442358.    	   0.4542230    
    2442359.    	   0.6638010    
    2442360.    	   0.3927850    
    2442361.    	   0.2465180    
    2442362.    	  -0.1485500    
    2442363.    	  -0.6746900    
    2442364.    	  -0.8612000    
    2442365.    	  -0.7744300    
    2442366.    	  -0.5718800    
    2442367.    	  -0.4844100    
    2442368.    	  -0.4953000    
    2442369.    	  -0.4792900    
    2442370.    	  -0.3928300    
    2442371.    	  -0.3927700    
    2442372.    	  -0.3288600    
    2442373.    	  -0.1739800    
    2442374.    	   0.3128230    
    2442375.    	   0.8627850    
    2442376.    	   0.8534980    
    2442377.    	   0.9708750    
    2442378.    	   0.8126420    
    2442379.    	   0.7041990    
    2442380.    	   0.4342180    
    2442381.    	   2.0364400E-02
    2442382.    	  -0.3075600    
    2442383.    	  -0.7260200    
    2442384.    	  -0.8504100    
    2442385.    	  -0.9591600    
    2442386.    	  -0.8838800    
    2442387.    	  -0.6711900    
    2442388.    	  -0.4079800    
    2442389.    	  -9.8167203E-02
    2442390.    	  -0.1956800    
    2442391.    	  -4.7670402E-02
    2442392.    	   9.0952501E-02
    2442393.    	   0.2804180    
    2442394.    	  -8.6175703E-02
    2442395.    	  -0.2436900    
    2442396.    	  -0.2828300    
    2442397.    	  -0.3937000    
    2442398.    	  -0.5705900    
    2442399.    	  -0.4823300    
    2442400.    	  -0.3635700    
    2442401.    	  -0.5021400    
    2442402.    	  -0.9475300    
    2442403.    	   -1.266790    
    2442404.    	   -1.492860    
    2442405.    	   -1.418950    
    2442406.    	   -1.437630    
    2442407.    	   -1.350580    
    2442408.    	   -1.085410    
    2442409.    	  -0.7274300    
    2442410.    	  -0.4958000    
    2442411.    	  -0.2633100    
    2442412.    	   7.7143200E-02
    2442413.    	   0.1877890    
    2442414.    	   0.3499330    
    2442415.    	   0.4019350    
    2442416.    	   0.5453250    
    2442417.    	   0.2401140    
    2442418.    	   0.2103990    
    2442419.    	   0.4265100    
    2442420.    	   0.8638930    
    2442421.    	    1.098160    
    2442422.    	    1.399650    
    2442423.    	    1.381290    
    2442424.    	    1.428460    
    2442425.    	    1.192340    
    2442426.    	   0.7040450    
    2442427.    	   0.4999800    
    2442428.    	   0.2492240    
    2442429.    	  -0.2124500    
    2442430.    	  -0.6557000    
    2442431.    	   -1.071100    
    2442432.    	   -1.517780    
    2442433.    	   -1.978590    
    2442434.    	   -2.088200    
    2442435.    	   -1.965370    
    2442436.    	   -1.960300    
    2442437.    	   -1.800960    
    2442438.    	   -2.043090    
    2442439.    	   -1.926140    
    2442440.    	   -1.776000    
    2442441.    	   -1.850550    
    2442442.    	   -2.074190    
    2442443.    	   -2.309220    
    2442444.    	   -2.155000    
    2442445.    	   -2.020660    
    2442446.    	   -1.784780    
    2442447.    	   -1.678610    
    2442448.    	   -1.459170    
    2442449.    	   -1.250000    
    2442450.    	   -1.155800    
    2442451.    	  -0.9230900    
    2442452.    	  -0.3078600    
    2442453.    	   0.3174040    
    2442454.    	   0.7978280    
    2442455.    	    1.061860    
    2442456.    	    1.339200    
    2442457.    	    1.301620    
    2442458.    	    1.282770    
    2442459.    	    1.081650    
    2442460.    	   0.7531790    
    2442461.    	   0.2076490    
    2442462.    	  -0.4493100    
    2442463.    	  -0.8228300    
    2442464.    	   -1.029510    
    2442465.    	   -1.165310    
    2442466.    	   -1.100100    
    2442467.    	   -1.384810    
    2442468.    	   -1.513170    
    2442469.    	   -1.356910    
    2442470.    	  -0.8769200    
    2442471.    	  -0.7051900    
    2442472.    	  -0.5405400    
    2442473.    	  -0.3567700    
    2442474.    	  -7.5500399E-02
    2442475.    	  -6.7049198E-02
    2442476.    	  -0.4350400    
    2442477.    	  -0.4470700    
    2442478.    	  -5.6374200E-02
    2442479.    	   0.3493820    
    2442480.    	   0.2267290    
    2442481.    	   0.2875410    
    2442482.    	   0.4235690    
    2442483.    	   0.4160610    
    2442484.    	   0.4504080    
    2442485.    	   0.4261350    
    2442486.    	   0.6112900    
    2442487.    	   0.9625880    
    2442488.    	    1.066930    
    2442489.    	    1.285340    
    2442490.    	    1.134430    
    2442491.    	    1.072350    
    2442492.    	    1.407100    
    2442493.    	    1.572810    
    2442494.    	    1.578790    
    2442495.    	    1.498520    
    2442496.    	    1.421460    
    2442497.    	    1.327720    
    2442498.    	   0.9122860    
    2442499.    	   0.1929900    
    2442500.    	  -0.2527100    
    2442501.    	  -0.3339800    
    2442502.    	  -0.4647500    
    2442503.    	  -0.7059700    
    2442504.    	  -0.8105900    
    2442505.    	  -0.8548800    
    2442506.    	   -1.008030    
    2442507.    	   -1.362390    
    2442508.    	   -1.332380    
    2442509.    	   -1.213410    
    2442510.    	   -1.264350    
    2442511.    	   -1.098150    
    2442512.    	  -0.8425100    
    2442513.    	  -0.6624000    
    2442514.    	  -0.6579500    
    2442515.    	  -0.5840600    
    2442516.    	  -0.3164100    
    2442517.    	  -3.3924200E-02
    2442518.    	   0.2701690    
    2442519.    	   0.6700630    
    2442520.    	    1.333110    
    2442521.    	    1.881920    
    2442522.    	    2.057800    
    2442523.    	    2.179080    
    2442524.    	    2.223660    
    2442525.    	    2.244030    
    2442526.    	    1.882050    
    2442527.    	    1.543110    
    2442528.    	    1.100770    
    2442529.    	   0.4612780    
    2442530.    	  -5.0661702E-02
    2442531.    	  -0.3160500    
    2442532.    	  -0.4918300    
    2442533.    	  -0.4426400    
    2442534.    	  -0.5141100    
    2442535.    	  -0.4406800    
    2442536.    	  -0.5038400    
    2442537.    	  -0.2785100    
    2442538.    	  -0.3473300    
    2442539.    	  -0.3830700    
    2442540.    	  -0.1416700    
    2442541.    	  -6.2807098E-02
    2442542.    	  -0.1945100    
    2442543.    	  -2.2023501E-02
    2442544.    	  -8.1943899E-02
    2442545.    	  -0.1417900    
    2442546.    	  -3.0037099E-02
    2442547.    	   8.2561500E-02
    2442548.    	   0.2492700    
    2442549.    	   0.2989880    
    2442550.    	   2.5521001E-02
    2442551.    	  -7.8885198E-02
    2442552.    	  -0.2287300    
    2442553.    	  -0.5489000    
    2442554.    	  -0.7993300    
    2442555.    	  -0.7467300    
    2442556.    	  -0.6069900    
    2442557.    	  -0.5574200    
    2442558.    	  -0.6633800    
    2442559.    	  -0.5226700    
    2442560.    	  -0.3328900    
    2442561.    	  -0.4175000    
    2442562.    	  -0.5202200    
    2442563.    	  -0.5105700    
    2442564.    	  -0.6702900    
    2442565.    	  -0.8063800    
    2442566.    	   -1.190130    
    2442567.    	   -1.116520    
    2442568.    	  -0.7370800    
    2442569.    	  -0.1846100    
    2442570.    	   5.2943900E-02
    2442571.    	   0.2611540    
    2442572.    	   0.3074770    
    2442573.    	   0.5667920    
    2442574.    	   0.6948090    
    2442575.    	   0.6882130    
    2442576.    	   0.4880180    
    2442577.    	   0.4291410    
    2442578.    	   0.6185150    
    2442579.    	   0.7987330    
    2442580.    	    1.006580    
    2442581.    	    1.282690    
    2442582.    	    1.745990    
    2442583.    	    2.129920    
    2442584.    	    2.027690    
    2442585.    	    1.851670    
    2442586.    	    1.401160    
    2442587.    	    1.406030    
    2442588.    	    1.756110    
    2442589.    	    1.547570    
    2442590.    	   0.9350490    
    2442591.    	   9.2507496E-02
    2442592.    	  -0.6352900    
    2442593.    	   -1.092720    
    2442594.    	   -1.520320    
    2442595.    	   -2.017450    
    2442596.    	   -2.153550    
    2442597.    	   -1.998590    
    2442598.    	   -1.847910    
    2442599.    	   -1.953890    
    2442600.    	   -2.082830    
    2442601.    	   -2.006460    
    2442602.    	   -1.734320    
    2442603.    	   -1.531660    
    2442604.    	   -1.385630    
    2442605.    	   -1.250650    
    2442606.    	  -0.7851800    
    2442607.    	  -0.6588700    
    2442608.    	  -0.6259400    
    2442609.    	  -0.4336300    
    2442610.    	  -0.3701100    
    2442611.    	  -0.3924800    
    2442612.    	  -0.4114500    
    2442613.    	  -0.6931600    
    2442614.    	  -0.7649300    
    2442615.    	  -0.9269000    
    2442616.    	   -1.133110    
    2442617.    	  -0.7879900    
    2442618.    	  -0.4809700    
    2442619.    	  -0.2971500    
    2442620.    	   0.2382710    
    2442621.    	   0.7688380    
    2442622.    	    1.341410    
    2442623.    	    1.462100    
    2442624.    	    1.200400    
    2442625.    	    1.281460    
    2442626.    	    1.187860    
    2442627.    	    1.201610    
    2442628.    	    1.312870    
    2442629.    	    1.321970    
    2442630.    	    1.114720    
    2442631.    	   0.9468200    
    2442632.    	    1.057890    
    2442633.    	    1.185820    
    2442634.    	    1.283020    
    2442635.    	    1.121440    
    2442636.    	    1.191190    
    2442637.    	    1.216570    
    2442638.    	    1.192700    
    2442639.    	    1.164420    
    2442640.    	    1.065810    
    2442641.    	    1.046850    
    2442642.    	   0.9873530    
    2442643.    	   0.7067210    
    2442644.    	   0.4703790    
    2442645.    	   0.4261510    
    2442646.    	   0.2937910    
    2442647.    	   0.1389770    
    2442648.    	  -0.2464100    
    2442649.    	  -0.5482700    
    2442650.    	  -0.6857000    
    2442651.    	  -0.7842200    
    2442652.    	  -0.8204000    
    2442653.    	  -0.6991300    
    2442654.    	  -0.4466000    
    2442655.    	  -0.1119100    
    2442656.    	  -3.8265400E-02
    2442657.    	   0.1572940    
    2442658.    	   0.3129520    
    2442659.    	   0.3954240    
    2442660.    	   0.5351570    
    2442661.    	   0.4110110    
    2442662.    	   0.2490470    
    2442663.    	   6.4837903E-02
    2442664.    	  -0.1191000    
    2442665.    	  -0.2230100    
    2442666.    	  -0.2425500    
    2442667.    	  -0.1898600    
    2442668.    	  -0.2593400    
    2442669.    	  -0.4509800    
    2442670.    	  -0.4037600    
    2442671.    	  -0.7372700    
    2442672.    	  -0.9380400    
    2442673.    	  -0.9291900    
    2442674.    	  -0.6479400    
    2442675.    	  -0.7218200    
    2442676.    	  -0.4548800    
    2442677.    	  -0.6776200    
    2442678.    	  -0.5930200    
    2442679.    	  -0.4256100    
    2442680.    	  -0.2678900    
    2442681.    	  -0.2595300    
    2442682.    	   5.8590598E-02
    2442683.    	   0.5194970    
    2442684.    	    1.000160    
    2442685.    	    1.172160    
    2442686.    	    1.459920    
    2442687.    	    1.467700    
    2442688.    	    1.651290    
    2442689.    	    1.701390    
    2442690.    	    1.721470    
    2442691.    	    1.440470    
    2442692.    	    1.115220    
    2442693.    	   0.7133830    
    2442694.    	   0.3896120    
    2442695.    	   0.2539360    
    2442696.    	   0.3224720    
    2442697.    	   0.2921120    
    2442698.    	   0.3181110    
    2442699.    	   0.1540530    
    2442700.    	  -6.3971500E-03
    2442701.    	  -0.3456600    
    2442702.    	  -0.3819700    
    2442703.    	  -0.1517300    
    2442704.    	   0.1708240    
    2442705.    	   0.4329300    
    2442706.    	   0.7408680    
    2442707.    	   0.8808510    
    2442708.    	   0.8682600    
    2442709.    	   0.8581820    
    2442710.    	   0.1047830    
    2442711.    	  -0.2551200    
    2442712.    	  -0.2309600    
    2442713.    	  -0.4182100    
    2442714.    	  -0.4661800    
    2442715.    	  -9.4060503E-02
    2442716.    	  -7.9106502E-03
    2442717.    	   5.6341302E-02
    2442718.    	  -0.1129800    
    2442719.    	  -0.1030700    
    2442720.    	  -0.1935900    
    2442721.    	  -0.2671800    
    2442722.    	  -0.4324000    
    2442723.    	  -0.7212600    
    2442724.    	  -0.9526400    
    2442725.    	  -0.8544900    
    2442726.    	  -0.9319800    
    2442727.    	  -0.7306600    
    2442728.    	  -0.6102700    
    2442729.    	  -0.5516300    
    2442730.    	  -0.6703500    
    2442731.    	  -0.5925300    
    2442732.    	  -0.6508400    
    2442733.    	  -0.7017400    
    2442734.    	  -0.5125900    
    2442735.    	  -0.2823800    
    2442736.    	  -0.1997500    
    2442737.    	  -0.4813900    
    2442738.    	  -0.6972500    
    2442739.    	  -0.8670200    
    2442740.    	   -1.285600    
    2442741.    	   -1.485420    
    2442742.    	   -1.566830    
    2442743.    	   -1.586990    
    2442744.    	   -1.239280    
    2442745.    	  -0.9169000    
    2442746.    	  -0.6140600    
    2442747.    	  -0.3172600    
    2442748.    	  -0.1333700    
    2442749.    	   9.4562501E-02
    2442750.    	   0.2334200    
    2442751.    	   0.4872460    
    2442752.    	   0.5720820    
    2442753.    	   0.6554450    
    2442754.    	   0.7414240    
    2442755.    	    1.102030    
    2442756.    	    1.364780    
    2442757.    	    1.251280    
    2442758.    	   0.9686170    
    2442759.    	   0.5542890    
    2442760.    	   0.4588630    
    2442761.    	   0.3875240    
    2442762.    	   0.3220200    
    2442763.    	   0.2579450    
    2442764.    	  -0.1239500    
    2442765.    	  -0.6438400    
    2442766.    	  -0.8133800    
    2442767.    	  -0.6884000    
    2442768.    	  -0.5771200    
    2442769.    	  -0.3891200    
    2442770.    	  -0.3241200    
    2442771.    	  -0.5039700    
    2442772.    	  -0.9683200    
    2442773.    	   -1.344320    
    2442774.    	   -1.241910    
    2442775.    	   -1.045040    
    2442776.    	  -0.8395600    
    2442777.    	   -1.013010    
    2442778.    	   -1.361420    
    2442779.    	   -1.501970    
    2442780.    	   -1.310170    
    2442781.    	   -1.145550    
    2442782.    	   -1.191970    
    2442783.    	   -1.002660    
    2442784.    	  -0.5669800    
    2442785.    	  -0.3126200    
    2442786.    	  -0.3588400    
    2442787.    	   0.1196690    
    2442788.    	   0.3595360    
    2442789.    	   0.6621970    
    2442790.    	   0.8727000    
    2442791.    	   0.8094850    
    2442792.    	   0.6916620    
    2442793.    	   0.7130370    
    2442794.    	   0.9462480    
    2442795.    	   0.9816050    
    2442796.    	   0.8977590    
    2442797.    	   0.5974580    
    2442798.    	   0.3394690    
    2442799.    	   0.2153380    
    2442800.    	   4.1293399E-03
    2442801.    	  -0.2049200    
    2442802.    	  -0.2564700    
    2442803.    	  -0.7694000    
    2442804.    	   -1.531700    
    2442805.    	   -2.082680    
    2442806.    	   -2.431560    
    2442807.    	   -2.654840    
    2442808.    	   -2.694210    
    2442809.    	   -2.326920    
    2442810.    	   -1.850440    
    2442811.    	   -1.355680    
    2442812.    	  -0.8115400    
    2442813.    	  -0.4557800    
    2442814.    	  -0.2929000    
    2442815.    	  -0.5752500    
    2442816.    	  -0.9193300    
    2442817.    	   -1.272070    
    2442818.    	   -1.575950    
    2442819.    	   -1.470360    
    2442820.    	   -1.469750    
    2442821.    	   -1.674040    
    2442822.    	   -1.432720    
    2442823.    	   -1.003440    
    2442824.    	  -0.6727700    
    2442825.    	  -0.3211000    
    2442826.    	  -7.7648297E-02
    2442827.    	  -9.6483201E-02
    2442828.    	  -0.2533200    
    2442829.    	  -0.2330100    
    2442830.    	   0.1761240    
    2442831.    	   0.4715920    
    2442832.    	   0.9332630    
    2442833.    	    1.210480    
    2442834.    	    1.337170    
    2442835.    	    1.023640    
    2442836.    	   0.6942650    
    2442837.    	   0.5072660    
    2442838.    	   0.5173720    
    2442839.    	   0.1886480    
    2442840.    	  -1.4778100E-03
    2442841.    	   6.8793803E-02
    2442842.    	   8.4392600E-02
    2442843.    	   2.0249899E-02
    2442844.    	   0.2304050    
    2442845.    	   0.6650660    
    2442846.    	   0.9359600    
    2442847.    	   0.9033940    
    2442848.    	   0.6918650    
    2442849.    	   0.9777760    
    2442850.    	    1.055960    
    2442851.    	   0.9427460    
    2442852.    	   0.6890360    
    2442853.    	   0.3876510    
    2442854.    	   0.2654430    
    2442855.    	   0.2889070    
    2442856.    	   0.4777150    
    2442857.    	   0.5437370    
    2442858.    	   0.6122570    
    2442859.    	   0.4432280    
    2442860.    	   0.4712820    
    2442861.    	   0.5703390    
    2442862.    	   0.5641580    
    2442863.    	   0.3701670    
    2442864.    	   0.1338100    
    2442865.    	   0.2143650    
    2442866.    	   0.3229680    
    2442867.    	   0.2159660    
    2442868.    	   0.4081750    
    2442869.    	   0.4627220    
    2442870.    	   0.5228700    
    2442871.    	   0.7153140    
    2442872.    	   0.8031840    
    2442873.    	   0.5629910    
    2442874.    	   0.4239080    
    2442875.    	   0.6002530    
    2442876.    	   0.3691260    
    2442877.    	   0.2418430    
    2442878.    	   5.7865400E-02
    2442879.    	   0.1100290    
    2442880.    	   0.4459070    
    2442881.    	   0.6345980    
    2442882.    	   0.7070360    
    2442883.    	   0.9210610    
    2442884.    	   0.8124770    
    2442885.    	   0.3886670    
    2442886.    	   7.1246698E-02
    2442887.    	  -0.1170100    
    2442888.    	  -0.3491600    
    2442889.    	  -0.5437600    
    2442890.    	  -0.5921600    
    2442891.    	  -0.4317300    
    2442892.    	  -0.2031800    
    2442893.    	  -0.1776000    
    2442894.    	  -0.1735400    
    2442895.    	  -0.1972900    
    2442896.    	  -8.9564301E-02
    2442897.    	   3.2951301E-03
    2442898.    	  -0.1216600    
    2442899.    	  -0.1391900    
    2442900.    	  -2.0978400E-02
    2442901.    	   0.6047900    
    2442902.    	    1.154840    
    2442903.    	    1.521530    
    2442904.    	    1.572680    
    2442905.    	    1.684680    
    2442906.    	    1.692980    
    2442907.    	    1.496940    
    2442908.    	    1.267810    
    2442909.    	   0.9961020    
    2442910.    	   0.5477300    
    2442911.    	  -3.0165600E-02
    2442912.    	  -0.3815200    
    2442913.    	  -0.7451800    
    2442914.    	   -1.063180    
    2442915.    	   -1.078750    
    2442916.    	  -0.7984900    
    2442917.    	  -0.5246900    
    2442918.    	  -0.3307700    
    2442919.    	   3.6433902E-02
    2442920.    	   0.2420320    
    2442921.    	   0.3927480    
    2442922.    	   0.4736270    
    2442923.    	   0.4472210    
    2442924.    	   0.3296510    
    2442925.    	   2.0315301E-02
    2442926.    	  -0.2576100    
    2442927.    	  -0.1349800    
    2442928.    	  -0.2805600    
    2442929.    	  -0.5823200    
    2442930.    	  -0.6622900    
    2442931.    	  -0.5454400    
    2442932.    	  -0.9008900    
    2442933.    	  -0.9560500    
    2442934.    	   -1.245050    
    2442935.    	   -1.082070    
    2442936.    	   -1.036170    
    2442937.    	  -0.9031200    
    2442938.    	  -0.8082400    
    2442939.    	  -0.7074600    
    2442940.    	  -0.6405500    
    2442941.    	  -0.6908100    
    2442942.    	  -0.7752900    
    2442943.    	  -0.6341800    
    2442944.    	  -0.5736800    
    2442945.    	  -0.6860400    
    2442946.    	  -0.6216200    
    2442947.    	  -0.3296300    
    2442948.    	  -4.9878601E-03
    2442949.    	   9.1755398E-02
    2442950.    	   0.1075530    
    2442951.    	  -5.5515999E-03
    2442952.    	   0.3438820    
    2442953.    	   0.4875540    
    2442954.    	   0.4808090    
    2442955.    	   0.2063210    
    2442956.    	  -0.1402400    
    2442957.    	  -0.2946700    
    2442958.    	  -6.5881098E-03
    2442959.    	  -7.5957701E-02
    2442960.    	  -1.5947800E-02
    2442961.    	   0.1353950    
    2442962.    	   0.2727000    
    2442963.    	   0.1477300    
    2442964.    	   5.2966099E-02
    2442965.    	  -0.2560900    
    2442966.    	  -0.2874200    
    2442967.    	  -0.3169900    
    2442968.    	  -0.4839300    
    2442969.    	  -0.5990900    
    2442970.    	  -0.4730200    
    2442971.    	  -0.4387600    
    2442972.    	  -0.2555700    
    2442973.    	   0.1535720    
    2442974.    	   0.2771230    
    2442975.    	   0.3751870    
    2442976.    	   0.2538660    
    2442977.    	   0.3006760    
    2442978.    	   0.5211900    
    2442979.    	   0.4487540    
    2442980.    	   0.4253060    
    2442981.    	   0.4336250    
    2442982.    	   0.4181350    
    2442983.    	   0.6111790    
    2442984.    	   0.6648290    
    2442985.    	   0.6267080    
    2442986.    	   0.3341410    
    2442987.    	   0.2417860    
    2442988.    	  -2.5280399E-02
    2442989.    	  -7.0919901E-02
    2442990.    	   0.2077090    
    2442991.    	   0.1737790    
    2442992.    	   0.3242990    
    2442993.    	   0.4642340    
    2442994.    	   0.5734240    
    2442995.    	   0.8506920    
    2442996.    	    1.025820    
    2442997.    	   0.9409250    
    2442998.    	   0.6635630    
    2442999.    	   6.9300100E-02
    2443000.    	  -0.4702900    
    2443001.    	  -0.7125000    
    2443002.    	  -0.8346500    
    2443003.    	  -0.8909800    
    2443004.    	  -0.9713200    
    2443005.    	   -1.000020    
    2443006.    	  -0.8463500    
    2443007.    	  -0.8904500    
    2443008.    	  -0.6765500    
    2443009.    	  -0.1994400    
    2443010.    	   3.6953900E-02
    2443011.    	   0.2213730    
    2443012.    	   0.4114070    
    2443013.    	   0.2566590    
    2443014.    	   0.3469150    
    2443015.    	   0.7439880    
    2443016.    	    1.023480    
    2443017.    	    1.006190    
    2443018.    	    1.140850    
    2443019.    	    1.365240    
    2443020.    	    1.643420    
    2443021.    	    1.761920    
    2443022.    	    1.758610    
    2443023.    	    1.960850    
    2443024.    	    1.721330    
    2443025.    	    1.426540    
    2443026.    	    1.336680    
    2443027.    	    1.165010    
    2443028.    	   0.6877650    
    2443029.    	   0.7800040    
    2443030.    	   0.9238870    
    2443031.    	   0.6336170    
    2443032.    	   0.5413720    
    2443033.    	   0.7787050    
    2443034.    	   0.6773080    
    2443035.    	   0.5284340    
    2443036.    	   0.2948040    
    2443037.    	   5.0700400E-02
    2443038.    	  -0.3798900    
    2443039.    	  -0.3426600    
    2443040.    	  -0.5369500    
    2443041.    	  -0.8651700    
    2443042.    	   -1.095990    
    2443043.    	   -1.202240    
    2443044.    	   -1.212140    
    2443045.    	   -1.153140    
    2443046.    	   -1.253160    
    2443047.    	   -1.387030    
    2443048.    	   -1.333000    
    2443049.    	   -1.228600    
    2443050.    	   -1.118780    
    2443051.    	   -1.281040    
    2443052.    	   -1.480940    
    2443053.    	   -1.511010    
    2443054.    	   -1.496490    
    2443055.    	   -1.410270    
    2443056.    	   -1.421750    
    2443057.    	   -1.437150    
    2443058.    	   -1.272610    
    2443059.    	  -0.8600500    
    2443060.    	  -0.4730800    
    2443061.    	  -8.9298598E-02
    2443062.    	   0.1126610    
    2443063.    	   0.3042690    
    2443064.    	   0.6021240    
    2443065.    	   0.8950690    
    2443066.    	    1.240790    
    2443067.    	    1.398350    
    2443068.    	    1.515400    
    2443069.    	    1.725470    
    2443070.    	    1.738340    
    2443071.    	    1.748650    
    2443072.    	    1.895210    
    2443073.    	    1.904500    
    2443074.    	    1.686780    
    2443075.    	    1.350170    
    2443076.    	   0.9780000    
    2443077.    	   0.7341350    
    2443078.    	   0.4219350    
    2443079.    	   4.2840000E-02
    2443080.    	  -0.1580200    
    2443081.    	  -0.1572700    
    2443082.    	  -0.1569400    
    2443083.    	  -0.2433000    
    2443084.    	  -8.6123899E-02
    2443085.    	  -3.0020099E-02
    2443086.    	   0.1916630    
    2443087.    	   0.4371280    
    2443088.    	   0.3312570    
    2443089.    	   0.3047870    
    2443090.    	   2.6096900E-03
    2443091.    	   1.5343300E-03
    2443092.    	  -9.9082202E-02
    2443093.    	  -0.3356600    
    2443094.    	  -0.6406200    
    2443095.    	  -0.6241400    
    2443096.    	  -0.6890600    
    2443097.    	  -0.4690700    
    2443098.    	  -0.1629200    
    2443099.    	   8.1996404E-02
    2443100.    	   0.4328770    
    2443101.    	   0.8208160    
    2443102.    	    1.221500    
    2443103.    	    1.560660    
    2443104.    	    1.859180    
    2443105.    	    2.063440    
