T	BoM MJO RMM amplitude
julian_day	unitless
    2443165.    	   0.2726640    
    2443166.    	   0.1994420    
    2443167.    	   0.3104260    
    2443168.    	   0.4188240    
    2443169.    	   0.5075370    
    2443170.    	   0.6757730    
    2443171.    	   0.8107800    
    2443172.    	   0.7594860    
    2443173.    	    1.051820    
    2443174.    	    1.107100    
    2443175.    	    1.292160    
    2443176.    	    1.431260    
    2443177.    	    1.500090    
    2443178.    	    1.572630    
    2443179.    	    1.315390    
    2443180.    	    1.407070    
    2443181.    	    1.400220    
    2443182.    	    1.705180    
    2443183.    	    1.730850    
    2443184.    	    1.652260    
    2443185.    	    1.620100    
    2443186.    	    1.403670    
    2443187.    	    1.346870    
    2443188.    	    1.027380    
    2443189.    	   0.7155090    
    2443190.    	   0.7465620    
    2443191.    	   0.5019210    
    2443192.    	   0.2938120    
    2443193.    	   0.2411620    
    2443194.    	   0.2143400    
    2443195.    	   0.4627610    
    2443196.    	   0.7361940    
    2443197.    	   0.8322990    
    2443198.    	   0.8943440    
    2443199.    	   0.9706880    
    2443200.    	   0.9452560    
    2443201.    	   0.8668630    
    2443202.    	   0.7525910    
    2443203.    	   0.8244740    
    2443204.    	    1.102840    
    2443205.    	    1.275610    
    2443206.    	    1.272220    
    2443207.    	    1.329580    
    2443208.    	    1.165840    
    2443209.    	    1.292230    
    2443210.    	    1.527750    
    2443211.    	    1.458850    
    2443212.    	    1.687220    
    2443213.    	    1.896040    
    2443214.    	    1.987180    
    2443215.    	    2.082640    
    2443216.    	    2.362150    
    2443217.    	    2.358800    
    2443218.    	    2.206520    
    2443219.    	    1.714020    
    2443220.    	    1.550880    
    2443221.    	    1.333760    
    2443222.    	    1.336170    
    2443223.    	    1.507660    
    2443224.    	    1.609760    
    2443225.    	    1.596150    
    2443226.    	    1.733050    
    2443227.    	    1.800980    
    2443228.    	    1.876850    
    2443229.    	    1.840790    
    2443230.    	    1.741630    
    2443231.    	    1.679150    
    2443232.    	    1.697140    
    2443233.    	    1.918590    
    2443234.    	    1.954360    
    2443235.    	    1.756190    
    2443236.    	    1.985230    
    2443237.    	    2.134290    
    2443238.    	    2.299740    
    2443239.    	    2.194090    
    2443240.    	    1.996330    
    2443241.    	    2.286480    
    2443242.    	    2.357890    
    2443243.    	    2.151330    
    2443244.    	    2.103870    
    2443245.    	    2.280030    
    2443246.    	    2.367650    
    2443247.    	    2.350210    
    2443248.    	    2.193290    
    2443249.    	    2.048590    
    2443250.    	    1.955650    
    2443251.    	    2.092680    
    2443252.    	    2.162250    
    2443253.    	    2.466810    
    2443254.    	    2.739710    
    2443255.    	    2.645100    
    2443256.    	    2.474790    
    2443257.    	    2.179910    
    2443258.    	    1.961700    
    2443259.    	    1.695900    
    2443260.    	    1.720520    
    2443261.    	    1.411250    
    2443262.    	   0.9305940    
    2443263.    	   0.7611960    
    2443264.    	   0.5817450    
    2443265.    	   0.8087730    
    2443266.    	    1.046870    
    2443267.    	    1.403330    
    2443268.    	    1.677400    
    2443269.    	    1.667750    
    2443270.    	    1.507930    
    2443271.    	    1.335760    
    2443272.    	    1.257270    
    2443273.    	    1.040900    
    2443274.    	   0.5967460    
    2443275.    	   0.7029010    
    2443276.    	   0.9547210    
    2443277.    	   0.9491340    
    2443278.    	   0.9487800    
    2443279.    	    1.236610    
    2443280.    	    1.646560    
    2443281.    	    1.849970    
    2443282.    	    1.820740    
    2443283.    	    1.703420    
    2443284.    	    1.531250    
    2443285.    	    1.518690    
    2443286.    	    1.890960    
    2443287.    	    1.926300    
    2443288.    	    1.584740    
    2443289.    	    1.170910    
    2443290.    	   0.9461620    
    2443291.    	    1.026400    
    2443292.    	    1.213070    
    2443293.    	    1.178550    
    2443294.    	    1.335220    
    2443295.    	    1.452580    
    2443296.    	    1.541910    
    2443297.    	    1.479060    
    2443298.    	    1.612620    
    2443299.    	    1.612530    
    2443300.    	    1.698820    
    2443301.    	    1.515330    
    2443302.    	    1.365200    
    2443303.    	    1.160760    
    2443304.    	    1.204440    
    2443305.    	    1.577710    
    2443306.    	    1.889770    
    2443307.    	    1.778570    
    2443308.    	    1.510590    
    2443309.    	    1.409790    
    2443310.    	    1.219170    
    2443311.    	    1.314870    
    2443312.    	    1.076590    
    2443313.    	    1.150400    
    2443314.    	    1.180040    
    2443315.    	    1.095010    
    2443316.    	    1.202900    
    2443317.    	    1.086300    
    2443318.    	   0.8957130    
    2443319.    	   0.7163740    
    2443320.    	   0.3968790    
    2443321.    	   0.3507800    
    2443322.    	   0.4857290    
    2443323.    	   0.5066950    
    2443324.    	   0.1827890    
    2443325.    	   0.1319590    
    2443326.    	   0.3599760    
    2443327.    	   0.6281910    
    2443328.    	    1.080160    
    2443329.    	    1.533610    
    2443330.    	    1.784910    
    2443331.    	    1.674050    
    2443332.    	    1.474470    
    2443333.    	    1.421650    
    2443334.    	    1.509370    
    2443335.    	    1.457450    
    2443336.    	    1.090300    
    2443337.    	   0.9724390    
    2443338.    	    1.178420    
    2443339.    	    1.149910    
    2443340.    	   0.8898550    
    2443341.    	   0.8900750    
    2443342.    	    1.046800    
    2443343.    	    1.057660    
    2443344.    	   0.8773620    
    2443345.    	   0.8308810    
    2443346.    	   0.8256570    
    2443347.    	   0.7138140    
    2443348.    	   0.7286280    
    2443349.    	   0.8165050    
    2443350.    	   0.6870130    
    2443351.    	   0.7751760    
    2443352.    	   0.8746800    
    2443353.    	    1.309120    
    2443354.    	    1.303850    
    2443355.    	    1.041170    
    2443356.    	    1.217810    
    2443357.    	    1.306880    
    2443358.    	    1.193080    
    2443359.    	    1.019230    
    2443360.    	   0.7642920    
    2443361.    	   0.4132550    
    2443362.    	   0.3209810    
    2443363.    	   0.9621330    
    2443364.    	    1.412550    
    2443365.    	    1.495410    
    2443366.    	    1.564980    
    2443367.    	    1.357170    
    2443368.    	    1.029700    
    2443369.    	    1.076420    
    2443370.    	   0.7895210    
    2443371.    	   0.5449330    
    2443372.    	   0.3476920    
    2443373.    	   0.1786200    
    2443374.    	   0.2578480    
    2443375.    	   0.3740320    
    2443376.    	   0.7181420    
    2443377.    	   0.9699520    
    2443378.    	    1.019040    
    2443379.    	    1.192920    
    2443380.    	    1.197720    
    2443381.    	    1.126200    
    2443382.    	   0.7084660    
    2443383.    	   0.5055660    
    2443384.    	   0.8095610    
    2443385.    	    1.111280    
    2443386.    	   0.9630240    
    2443387.    	    1.033750    
    2443388.    	    1.056780    
    2443389.    	    1.382300    
    2443390.    	    1.411270    
    2443391.    	    1.537740    
    2443392.    	    1.786470    
    2443393.    	    1.836130    
    2443394.    	    1.997280    
    2443395.    	    2.069190    
    2443396.    	    2.003330    
    2443397.    	    1.884700    
    2443398.    	    1.705160    
    2443399.    	    1.540190    
    2443400.    	    1.874250    
    2443401.    	    1.981600    
    2443402.    	    1.804090    
    2443403.    	    1.659820    
    2443404.    	    1.492060    
    2443405.    	    1.454270    
    2443406.    	    1.418660    
    2443407.    	    1.429120    
    2443408.    	    1.478070    
    2443409.    	    1.488230    
    2443410.    	    1.751490    
    2443411.    	    2.171330    
    2443412.    	    2.099490    
    2443413.    	    2.178260    
    2443414.    	    2.574910    
    2443415.    	    2.643020    
    2443416.    	    2.274880    
    2443417.    	    1.995430    
    2443418.    	    1.893300    
    2443419.    	    1.772710    
    2443420.    	    1.442940    
    2443421.    	   0.9696000    
    2443422.    	   0.7844770    
    2443423.    	   0.5231910    
    2443424.    	   0.4155750    
    2443425.    	   0.5703020    
    2443426.    	   0.5177100    
    2443427.    	   0.6176610    
    2443428.    	   0.5870560    
    2443429.    	   0.7413860    
    2443430.    	   0.6599010    
    2443431.    	   0.3520440    
    2443432.    	   0.2221480    
    2443433.    	   0.1853000    
    2443434.    	   0.2639290    
    2443435.    	   0.1291830    
    2443436.    	   0.2438250    
    2443437.    	   0.3102300    
    2443438.    	   0.1321540    
    2443439.    	   0.2651080    
    2443440.    	   0.6294930    
    2443441.    	   0.7014610    
    2443442.    	   0.5199480    
    2443443.    	   0.6941460    
    2443444.    	    1.149690    
    2443445.    	    1.173700    
    2443446.    	    1.098590    
    2443447.    	   0.8078310    
    2443448.    	   0.9928390    
    2443449.    	    1.135690    
    2443450.    	    1.061210    
    2443451.    	   0.9706620    
    2443452.    	   0.6765140    
    2443453.    	   0.4802590    
    2443454.    	   0.5990880    
    2443455.    	   0.9053680    
    2443456.    	    1.084980    
    2443457.    	    1.115300    
    2443458.    	    1.071160    
    2443459.    	   0.9539210    
    2443460.    	    1.180710    
    2443461.    	    1.451400    
    2443462.    	    1.811200    
    2443463.    	    1.942210    
    2443464.    	    2.138260    
    2443465.    	    2.575180    
    2443466.    	    2.716790    
    2443467.    	    2.459670    
    2443468.    	    1.949800    
    2443469.    	    1.976810    
    2443470.    	    1.690550    
    2443471.    	    1.574480    
    2443472.    	    1.248640    
    2443473.    	    1.022410    
    2443474.    	    1.002170    
    2443475.    	    1.117580    
    2443476.    	    1.255710    
    2443477.    	    1.170260    
    2443478.    	    1.180120    
    2443479.    	    1.154720    
    2443480.    	   0.8926260    
    2443481.    	   0.6383680    
    2443482.    	   0.3060980    
    2443483.    	   0.2890270    
    2443484.    	   0.2721050    
    2443485.    	   0.2851560    
    2443486.    	   0.5460200    
    2443487.    	   0.6105250    
    2443488.    	   0.6866240    
    2443489.    	   0.8048220    
    2443490.    	   0.9589050    
    2443491.    	   0.8782530    
    2443492.    	   0.6947460    
    2443493.    	   0.8938360    
    2443494.    	    1.111680    
    2443495.    	    1.218260    
    2443496.    	    1.403000    
    2443497.    	    1.437760    
    2443498.    	    1.463060    
    2443499.    	    1.156840    
    2443500.    	   0.9400290    
    2443501.    	   0.6596900    
    2443502.    	   0.4904290    
    2443503.    	   0.7125990    
    2443504.    	    1.148960    
    2443505.    	    1.382780    
    2443506.    	    1.223480    
    2443507.    	   0.8928160    
    2443508.    	   0.7581860    
    2443509.    	   0.4541740    
    2443510.    	   0.4496090    
    2443511.    	   0.3913620    
    2443512.    	   0.2824450    
    2443513.    	   0.2606650    
    2443514.    	   7.3796198E-02
    2443515.    	   0.2301630    
    2443516.    	   0.4200300    
    2443517.    	   0.5498930    
    2443518.    	   0.5729650    
    2443519.    	   0.7170750    
    2443520.    	    1.064690    
    2443521.    	    1.125990    
    2443522.    	    1.431440    
