T	BoM MJO RMM amplitude
julian_day	unitless
    2452334.    	    1.066190    
    2452335.    	   0.9005490    
    2452336.    	   0.6956380    
    2452337.    	   0.5995080    
    2452338.    	   0.2260390    
    2452339.    	   0.5128850    
    2452340.    	   0.8835620    
    2452341.    	   0.9231560    
    2452342.    	   0.5626200    
    2452343.    	   7.4133597E-02
    2452344.    	   0.1749190    
    2452345.    	   0.6988060    
    2452346.    	    1.121500    
    2452347.    	    1.291560    
    2452348.    	    1.337260    
    2452349.    	    1.478660    
    2452350.    	    1.645010    
    2452351.    	    1.810970    
    2452352.    	    1.853380    
    2452353.    	    2.013300    
    2452354.    	    1.843300    
    2452355.    	    1.759350    
    2452356.    	    1.931680    
    2452357.    	    2.143830    
    2452358.    	    1.921690    
    2452359.    	    1.750390    
    2452360.    	    1.592090    
    2452361.    	    1.699870    
    2452362.    	    1.970030    
    2452363.    	    1.929070    
    2452364.    	    1.771480    
    2452365.    	    1.261710    
    2452366.    	   0.6717240    
    2452367.    	   0.6280730    
    2452368.    	   0.4215870    
    2452369.    	   6.1675798E-02
    2452370.    	   0.3067330    
    2452371.    	   0.6155830    
    2452372.    	   0.8458190    
    2452373.    	   0.8091790    
    2452374.    	   0.7633960    
    2452375.    	   0.7984090    
    2452376.    	   0.9269800    
    2452377.    	    1.197230    
    2452378.    	    1.294950    
    2452379.    	    1.338710    
    2452380.    	    1.221280    
    2452381.    	    1.086540    
    2452382.    	   0.9986760    
    2452383.    	   0.9152420    
    2452384.    	   0.7351270    
    2452385.    	   0.5264860    
    2452386.    	   0.5872040    
    2452387.    	   0.3721460    
    2452388.    	   0.5599270    
    2452389.    	   0.7917240    
    2452390.    	   0.8507160    
    2452391.    	    1.011430    
    2452392.    	    1.399830    
    2452393.    	    1.562520    
    2452394.    	    1.600630    
    2452395.    	    1.815410    
    2452396.    	    1.877850    
    2452397.    	    2.195960    
    2452398.    	    2.094820    
    2452399.    	    1.934050    
    2452400.    	    2.025770    
    2452401.    	    2.165380    
    2452402.    	    2.299750    
    2452403.    	    2.009310    
    2452404.    	    2.222710    
    2452405.    	    2.675950    
    2452406.    	    2.510770    
    2452407.    	    2.274460    
    2452408.    	    2.313620    
    2452409.    	    2.509450    
    2452410.    	    2.616090    
    2452411.    	    2.600580    
    2452412.    	    2.695180    
    2452413.    	    2.991040    
    2452414.    	    2.789030    
    2452415.    	    2.595800    
    2452416.    	    2.785640    
    2452417.    	    2.923630    
    2452418.    	    2.796690    
    2452419.    	    2.664070    
    2452420.    	    2.518360    
    2452421.    	    2.554090    
    2452422.    	    2.491540    
    2452423.    	    2.337900    
    2452424.    	    2.310240    
    2452425.    	    2.104140    
    2452426.    	    1.799270    
    2452427.    	    1.690840    
    2452428.    	    1.733810    
    2452429.    	    1.575990    
    2452430.    	    1.610690    
    2452431.    	    1.773540    
    2452432.    	    1.821530    
    2452433.    	    1.830410    
    2452434.    	    1.768640    
    2452435.    	    2.303130    
    2452436.    	    2.320530    
    2452437.    	    2.405160    
    2452438.    	    2.122550    
    2452439.    	    2.011910    
    2452440.    	    1.824460    
    2452441.    	    2.041350    
    2452442.    	    1.939190    
    2452443.    	    1.909390    
    2452444.    	    2.044360    
    2452445.    	    1.831330    
    2452446.    	    1.724870    
    2452447.    	    1.610470    
    2452448.    	    1.617580    
    2452449.    	    1.507220    
    2452450.    	    1.731950    
    2452451.    	    1.750360    
    2452452.    	    1.885640    
    2452453.    	    1.752960    
    2452454.    	    1.826650    
    2452455.    	    2.125200    
    2452456.    	    2.319790    
    2452457.    	    2.441990    
    2452458.    	    2.696790    
    2452459.    	    2.735360    
    2452460.    	    2.789650    
    2452461.    	    2.893410    
    2452462.    	    2.926220    
    2452463.    	    2.707830    
    2452464.    	    2.516870    
    2452465.    	    2.185760    
    2452466.    	    2.003110    
    2452467.    	    1.649540    
    2452468.    	    1.864090    
    2452469.    	    2.136220    
    2452470.    	    2.093240    
    2452471.    	    2.103920    
    2452472.    	    2.161980    
    2452473.    	    2.120240    
    2452474.    	    1.937930    
    2452475.    	    1.729460    
    2452476.    	    1.510680    
    2452477.    	   0.9649140    
    2452478.    	   0.7706090    
    2452479.    	   0.8116050    
    2452480.    	   0.5652630    
    2452481.    	   0.4489310    
    2452482.    	   0.3807870    
    2452483.    	   0.6219450    
    2452484.    	   0.7539020    
    2452485.    	   0.9253780    
    2452486.    	   0.9885340    
    2452487.    	   0.9507250    
    2452488.    	    1.002270    
    2452489.    	    1.224530    
    2452490.    	    1.101090    
    2452491.    	    1.117550    
    2452492.    	    1.138970    
    2452493.    	    1.194280    
    2452494.    	    1.050700    
    2452495.    	    1.214890    
    2452496.    	    1.363680    
    2452497.    	    1.420140    
    2452498.    	    1.525120    
    2452499.    	    1.705810    
    2452500.    	    2.057450    
    2452501.    	    2.321730    
    2452502.    	    2.021090    
    2452503.    	    1.716230    
    2452504.    	    1.472640    
    2452505.    	    1.295320    
    2452506.    	    1.087390    
    2452507.    	    1.022340    
    2452508.    	    1.013080    
    2452509.    	    1.509240    
    2452510.    	    1.718450    
    2452511.    	    1.799150    
    2452512.    	    1.718760    
    2452513.    	    1.614220    
    2452514.    	    1.617650    
    2452515.    	    1.552770    
    2452516.    	    1.311310    
    2452517.    	    1.137180    
    2452518.    	   0.9822870    
    2452519.    	   0.7168010    
    2452520.    	   0.6353390    
    2452521.    	   0.5551830    
    2452522.    	   0.4802990    
    2452523.    	   0.4872040    
    2452524.    	   0.4274660    
    2452525.    	   0.6161460    
    2452526.    	   0.6245290    
    2452527.    	   0.6454210    
    2452528.    	   0.6073230    
    2452529.    	   0.5169270    
    2452530.    	   0.4183310    
    2452531.    	   0.3753480    
    2452532.    	   0.3931040    
    2452533.    	   0.4332270    
    2452534.    	   0.5853450    
    2452535.    	   0.7932720    
    2452536.    	   0.8906450    
    2452537.    	   0.7357810    
    2452538.    	   0.5732210    
    2452539.    	   0.5911700    
    2452540.    	   0.7540490    
    2452541.    	    1.103590    
    2452542.    	    1.114120    
    2452543.    	    1.224180    
    2452544.    	    1.421480    
    2452545.    	    1.161120    
    2452546.    	   0.9000440    
    2452547.    	   0.6762490    
    2452548.    	   0.5985010    
    2452549.    	   0.5967840    
    2452550.    	   0.7018780    
    2452551.    	   0.6481760    
    2452552.    	   0.8492490    
    2452553.    	    1.135890    
    2452554.    	    1.245210    
    2452555.    	    1.335300    
    2452556.    	    1.224100    
    2452557.    	    1.000930    
    2452558.    	   0.6729740    
    2452559.    	   0.5989860    
    2452560.    	   0.6108820    
    2452561.    	   0.3275930    
    2452562.    	   0.3891510    
    2452563.    	   0.3472480    
    2452564.    	   0.1743070    
    2452565.    	   0.2565930    
    2452566.    	   0.2346170    
    2452567.    	   0.5631200    
    2452568.    	   0.5931180    
    2452569.    	   0.5837810    
    2452570.    	   0.6892910    
    2452571.    	   0.7922640    
    2452572.    	   0.8076740    
    2452573.    	   0.9107230    
    2452574.    	    1.245060    
    2452575.    	    1.644070    
    2452576.    	    1.828050    
    2452577.    	    1.948980    
    2452578.    	    1.917230    
    2452579.    	    1.821740    
    2452580.    	    1.963060    
    2452581.    	    1.994020    
    2452582.    	    2.167800    
    2452583.    	    2.343410    
    2452584.    	    2.265910    
    2452585.    	    2.118270    
    2452586.    	    1.983530    
    2452587.    	    2.060880    
    2452588.    	    2.051610    
    2452589.    	    2.006480    
    2452590.    	    2.026680    
    2452591.    	    2.239120    
    2452592.    	    2.199450    
    2452593.    	    2.098440    
    2452594.    	    2.135760    
    2452595.    	    2.283240    
    2452596.    	    2.362860    
    2452597.    	    2.591840    
    2452598.    	    2.446110    
    2452599.    	    2.450740    
    2452600.    	    2.559000    
    2452601.    	    2.476330    
    2452602.    	    2.449440    
    2452603.    	    2.511570    
    2452604.    	    2.255540    
    2452605.    	    2.240960    
    2452606.    	    2.238170    
    2452607.    	    2.209610    
    2452608.    	    2.391790    
    2452609.    	    2.392440    
    2452610.    	    2.172380    
    2452611.    	    1.814030    
    2452612.    	    1.575560    
    2452613.    	    1.483970    
    2452614.    	    1.569110    
    2452615.    	    1.687020    
    2452616.    	    1.799620    
    2452617.    	    1.389450    
    2452618.    	    1.163510    
    2452619.    	    1.070920    
    2452620.    	   0.8568380    
    2452621.    	   0.9249290    
    2452622.    	    1.142730    
    2452623.    	    1.363560    
    2452624.    	    1.628690    
    2452625.    	    2.052860    
    2452626.    	    2.193500    
    2452627.    	    2.061450    
    2452628.    	    2.061240    
    2452629.    	    2.007020    
    2452630.    	    1.985770    
    2452631.    	    2.163930    
    2452632.    	    2.540810    
    2452633.    	    2.912190    
    2452634.    	    2.875770    
    2452635.    	    2.746010    
    2452636.    	    2.489330    
    2452637.    	    2.342820    
    2452638.    	    2.174410    
    2452639.    	    1.875560    
    2452640.    	    1.458320    
    2452641.    	    1.283410    
    2452642.    	   0.9819920    
    2452643.    	   0.8407520    
    2452644.    	   0.8012410    
    2452645.    	   0.5156630    
    2452646.    	   0.5709310    
    2452647.    	   0.9684240    
    2452648.    	    1.084900    
    2452649.    	    1.121620    
    2452650.    	    1.141590    
    2452651.    	    1.101900    
    2452652.    	    1.024420    
    2452653.    	   0.9753290    
    2452654.    	   0.8671540    
    2452655.    	   0.9813400    
    2452656.    	    1.106710    
    2452657.    	    1.098210    
    2452658.    	   0.9565960    
    2452659.    	   0.9954540    
    2452660.    	   0.4641820    
    2452661.    	   0.5079570    
    2452662.    	   0.5937420    
    2452663.    	   0.6886380    
    2452664.    	   0.7872900    
    2452665.    	   0.1672040    
    2452666.    	   7.6934099E-02
    2452667.    	   0.3350160    
    2452668.    	   0.6968180    
    2452669.    	   0.8004760    
    2452670.    	   0.9279840    
    2452671.    	   0.7545850    
    2452672.    	   0.8367660    
    2452673.    	   0.8387640    
    2452674.    	   0.7965510    
    2452675.    	   0.8826300    
    2452676.    	   0.8417440    
    2452677.    	   0.7434940    
    2452678.    	   0.2063160    
    2452679.    	   0.1254640    
    2452680.    	   0.3344500    
    2452681.    	   0.5977370    
    2452682.    	    1.046580    
    2452683.    	    1.169770    
    2452684.    	    1.034000    
    2452685.    	   0.8617660    
    2452686.    	   0.5394470    
    2452687.    	   0.3585030    
    2452688.    	   0.5593420    
    2452689.    	   0.4813610    
    2452690.    	   0.5094410    
    2452691.    	   0.4587150    
    2452692.    	   0.4425020    
    2452693.    	   0.6280590    
    2452694.    	   0.6985260    
    2452695.    	   0.9003540    
    2452696.    	   0.9231880    
    2452697.    	   0.9803940    
    2452698.    	    1.024390    
    2452699.    	    1.194860    
    2452700.    	    1.237004    
    2452701.    	    1.273567    
    2452702.    	    1.376008    
    2452703.    	    1.453775    
    2452704.    	    1.347710    
    2452705.    	    1.306925    
    2452706.    	    1.242686    
    2452707.    	    1.279904    
    2452708.    	    1.132357    
    2452709.    	    1.130089    
    2452710.    	   0.8203995    
    2452711.    	   0.8936497    
    2452712.    	    1.419391    
    2452713.    	    1.866246    
    2452714.    	    1.931483    
    2452715.    	    2.244868    
    2452716.    	    2.329907    
    2452717.    	    2.250428    
    2452718.    	    1.947245    
    2452719.    	    1.799362    
    2452720.    	    1.759274    
    2452721.    	    1.718231    
    2452722.    	    1.613991    
    2452723.    	    1.626711    
    2452724.    	    1.519809    
    2452725.    	    1.203088    
    2452726.    	    1.103588    
    2452727.    	   0.9927521    
    2452728.    	   0.9535457    
    2452729.    	    1.056254    
    2452730.    	    1.512685    
    2452731.    	    1.903690    
    2452732.    	    1.879127    
    2452733.    	    1.461761    
    2452734.    	    1.299062    
    2452735.    	    1.230330    
    2452736.    	    1.212502    
    2452737.    	    1.548023    
    2452738.    	    1.333066    
    2452739.    	    1.127061    
    2452740.    	    1.386566    
    2452741.    	    1.430216    
    2452742.    	    1.370992    
    2452743.    	    1.064087    
    2452744.    	   0.8276113    
    2452745.    	   0.9013318    
    2452746.    	   0.9906775    
    2452747.    	   0.7048007    
    2452748.    	   0.4859005    
    2452749.    	   0.5970130    
    2452750.    	   0.6450527    
    2452751.    	   0.8406020    
    2452752.    	   0.9667937    
    2452753.    	    1.088878    
    2452754.    	    1.002636    
    2452755.    	    1.099228    
    2452756.    	    1.040072    
    2452757.    	    1.149063    
    2452758.    	    1.255237    
    2452759.    	    1.728890    
    2452760.    	    2.052321    
    2452761.    	    1.777690    
    2452762.    	    1.485029    
    2452763.    	    1.139497    
    2452764.    	   0.9536672    
    2452765.    	    1.355806    
    2452766.    	    1.408332    
    2452767.    	    1.273594    
    2452768.    	    1.389321    
    2452769.    	    1.634362    
    2452770.    	    1.820935    
    2452771.    	    2.041030    
    2452772.    	    2.193282    
    2452773.    	    2.519481    
    2452774.    	    2.881951    
    2452775.    	    2.943409    
    2452776.    	    3.060165    
    2452777.    	    2.776133    
    2452778.    	    2.428885    
    2452779.    	    2.538969    
    2452780.    	    2.687195    
    2452781.    	    3.175836    
    2452782.    	    3.414620    
    2452783.    	    3.257855    
    2452784.    	    2.936419    
    2452785.    	    2.961502    
    2452786.    	    3.010888    
    2452787.    	    2.729275    
    2452788.    	    2.225116    
    2452789.    	    1.945656    
    2452790.    	    1.828311    
    2452791.    	    1.811223    
    2452792.    	    1.733747    
    2452793.    	    1.837593    
    2452794.    	    1.857602    
    2452795.    	    2.047658    
    2452796.    	    1.853975    
    2452797.    	    1.663581    
    2452798.    	    1.734646    
    2452799.    	    1.895567    
    2452800.    	    2.079920    
    2452801.    	    2.020083    
    2452802.    	    1.958897    
    2452803.    	    1.900682    
    2452804.    	    1.737406    
    2452805.    	    1.629974    
    2452806.    	    1.782202    
    2452807.    	    1.981833    
    2452808.    	    2.127858    
    2452809.    	    2.027704    
    2452810.    	    1.770534    
    2452811.    	    1.813097    
    2452812.    	    1.675595    
    2452813.    	    1.700706    
    2452814.    	    1.645200    
    2452815.    	    1.295327    
    2452816.    	    1.055960    
    2452817.    	    1.053429    
    2452818.    	   0.9291556    
    2452819.    	   0.6737412    
    2452820.    	   0.8525317    
    2452821.    	    1.195617    
    2452822.    	    1.732520    
    2452823.    	    1.838818    
    2452824.    	    1.703440    
    2452825.    	    1.428444    
    2452826.    	    1.212116    
    2452827.    	    1.178019    
    2452828.    	    1.244608    
    2452829.    	    1.251055    
    2452830.    	    1.026286    
    2452831.    	    1.004322    
    2452832.    	   0.8152301    
    2452833.    	   0.6179494    
    2452834.    	   0.3460092    
    2452835.    	   0.5283186    
    2452836.    	   0.6007878    
    2452837.    	   0.5081137    
    2452838.    	   0.2837729    
    2452839.    	   0.7179362    
    2452840.    	    1.072062    
    2452841.    	    1.217339    
    2452842.    	    1.252382    
    2452843.    	    1.323921    
    2452844.    	    1.180729    
    2452845.    	    1.019369    
    2452846.    	   0.8802299    
    2452847.    	   0.7091444    
    2452848.    	   0.6495761    
    2452849.    	   0.8261841    
    2452850.    	   0.9660646    
    2452851.    	   0.9382748    
    2452852.    	   0.7055079    
    2452853.    	   0.6070444    
    2452854.    	   0.8503521    
    2452855.    	   0.9942614    
    2452856.    	    1.075192    
    2452857.    	   0.9479176    
    2452858.    	   0.5882189    
    2452859.    	   0.3195755    
    2452860.    	   0.3213965    
    2452861.    	   0.3068524    
    2452862.    	   0.2554329    
    2452863.    	   0.2977568    
    2452864.    	   0.2181363    
    2452865.    	   0.3256071    
    2452866.    	   0.6523987    
    2452867.    	   0.7280821    
    2452868.    	   0.6159932    
    2452869.    	   0.3093176    
    2452870.    	   0.2123394    
    2452871.    	   0.6977928    
    2452872.    	   0.7493166    
    2452873.    	   0.7560039    
    2452874.    	   0.7674152    
    2452875.    	    1.144999    
    2452876.    	    1.027470    
    2452877.    	   0.8128093    
    2452878.    	   0.8798833    
    2452879.    	   0.7332619    
    2452880.    	   0.5083296    
    2452881.    	   0.4190026    
    2452882.    	   0.4199330    
    2452883.    	   0.1817121    
    2452884.    	   0.3720015    
    2452885.    	   0.3817758    
    2452886.    	   0.2331795    
    2452887.    	   0.1626326    
    2452888.    	   0.2023516    
    2452889.    	   0.5800424    
    2452890.    	   0.8563302    
    2452891.    	    1.093913    
    2452892.    	    1.204367    
    2452893.    	    1.288944    
    2452894.    	    1.206415    
    2452895.    	   0.9079688    
    2452896.    	    1.108483    
    2452897.    	   0.9939914    
    2452898.    	    1.125375    
    2452899.    	    1.187207    
    2452900.    	    1.169084    
    2452901.    	   0.9998079    
    2452902.    	   0.8316869    
    2452903.    	   0.6378672    
    2452904.    	   0.5793527    
    2452905.    	   0.7086391    
    2452906.    	   0.8224747    
    2452907.    	   0.5646224    
    2452908.    	   0.4534156    
    2452909.    	   0.4431626    
    2452910.    	   0.6196794    
    2452911.    	   0.8298278    
    2452912.    	    1.119542    
    2452913.    	    1.024191    
    2452914.    	   0.7414754    
    2452915.    	   0.5640738    
    2452916.    	   0.4294284    
    2452917.    	   0.2890849    
    2452918.    	   0.6991740    
    2452919.    	    1.017096    
    2452920.    	   0.9061046    
    2452921.    	   0.9825969    
    2452922.    	    1.127937    
    2452923.    	    1.118116    
    2452924.    	    1.067079    
    2452925.    	    1.034787    
    2452926.    	    1.080817    
    2452927.    	    1.012078    
    2452928.    	    1.250741    
    2452929.    	    1.516971    
    2452930.    	    1.595250    
    2452931.    	    1.674128    
    2452932.    	    1.637561    
    2452933.    	    1.724249    
    2452934.    	    1.644645    
    2452935.    	    1.842938    
    2452936.    	    1.799673    
    2452937.    	    1.509313    
    2452938.    	    1.434261    
    2452939.    	    1.427307    
    2452940.    	    1.579435    
    2452941.    	    1.516267    
    2452942.    	    1.441403    
    2452943.    	    1.241406    
    2452944.    	   0.9657001    
    2452945.    	   0.6264464    
    2452946.    	   0.2429260    
    2452947.    	   0.2369787    
    2452948.    	   0.4217420    
    2452949.    	   0.4177792    
    2452950.    	   0.3641541    
    2452951.    	   0.4827590    
    2452952.    	   0.7448314    
    2452953.    	   0.6854072    
    2452954.    	   0.6611244    
    2452955.    	   0.8035538    
    2452956.    	   0.8604054    
    2452957.    	   0.5849466    
    2452958.    	   0.6761293    
    2452959.    	   0.6358656    
    2452960.    	   0.5095136    
    2452961.    	   9.0105146E-02
    2452962.    	   8.8928990E-02
    2452963.    	   0.2533428    
    2452964.    	   0.4559937    
    2452965.    	   0.5670827    
    2452966.    	   0.6221407    
    2452967.    	   0.7360459    
    2452968.    	   0.5654552    
    2452969.    	   0.4861382    
    2452970.    	   0.3363030    
    2452971.    	   0.2478635    
    2452972.    	   0.3975750    
    2452973.    	   0.5894833    
    2452974.    	   0.5712290    
    2452975.    	   0.6323354    
    2452976.    	   0.7347273    
    2452977.    	    1.062484    
    2452978.    	    1.353327    
    2452979.    	    1.459031    
    2452980.    	    1.542113    
    2452981.    	    1.605308    
    2452982.    	    1.417495    
    2452983.    	    1.659912    
    2452984.    	    1.801605    
    2452985.    	    1.964152    
    2452986.    	    1.997740    
    2452987.    	    1.777504    
    2452988.    	    1.736462    
    2452989.    	    1.915830    
    2452990.    	    1.969845    
    2452991.    	    1.879762    
    2452992.    	    1.800438    
    2452993.    	    2.008740    
    2452994.    	    2.017065    
    2452995.    	    1.876145    
    2452996.    	    2.125518    
    2452997.    	    2.243707    
    2452998.    	    2.183319    
    2452999.    	    2.392294    
    2453000.    	    2.515304    
    2453001.    	    2.373883    
    2453002.    	    2.235709    
    2453003.    	    2.067649    
    2453004.    	    1.843528    
    2453005.    	    1.609758    
    2453006.    	    1.833971    
    2453007.    	    1.824693    
    2453008.    	    1.679835    
    2453009.    	    1.595607    
    2453010.    	    1.992105    
    2453011.    	    2.162403    
    2453012.    	    2.346729    
    2453013.    	    2.630330    
    2453014.    	    2.844584    
    2453015.    	    2.897887    
    2453016.    	    2.917553    
    2453017.    	    2.828578    
    2453018.    	    2.411464    
    2453019.    	    2.091984    
    2453020.    	    2.142141    
    2453021.    	    2.253003    
    2453022.    	    2.174059    
    2453023.    	    1.904058    
    2453024.    	    1.716181    
    2453025.    	    2.176737    
    2453026.    	    2.348789    
    2453027.    	    2.214200    
    2453028.    	    2.002044    
    2453029.    	    2.024165    
    2453030.    	    2.164140    
    2453031.    	    2.499440    
    2453032.    	    2.510750    
    2453033.    	    2.277741    
    2453034.    	    2.219542    
    2453035.    	    2.505719    
    2453036.    	    2.436767    
    2453037.    	    2.502642    
    2453038.    	    2.345287    
    2453039.    	    2.447460    
    2453040.    	    2.600171    
    2453041.    	    2.530733    
    2453042.    	    2.412896    
    2453043.    	    2.482142    
    2453044.    	    2.512297    
    2453045.    	    2.128418    
    2453046.    	    1.702037    
    2453047.    	    1.282029    
    2453048.    	    1.057994    
    2453049.    	    1.006791    
    2453050.    	   0.8650306    
    2453051.    	    1.057013    
    2453052.    	    1.192444    
    2453053.    	    1.296185    
    2453054.    	   0.9902468    
    2453055.    	   0.5762488    
    2453056.    	   0.9303282    
    2453057.    	   0.9085312    
    2453058.    	   0.8427578    
    2453059.    	   0.5796263    
    2453060.    	   0.6307550    
    2453061.    	   0.6117138    
    2453062.    	   0.9992771    
    2453063.    	    1.445075    
    2453064.    	    1.477379    
    2453065.    	    1.480940    
    2453066.    	    1.570977    
    2453067.    	    1.373437    
    2453068.    	    1.228312    
    2453069.    	   0.9404710    
    2453070.    	   0.8704214    
    2453071.    	    1.163385    
    2453072.    	    1.235867    
    2453073.    	    1.384821    
    2453074.    	    1.410175    
    2453075.    	    1.668838    
    2453076.    	    1.959314    
    2453077.    	    2.135760    
    2453078.    	    2.276637    
    2453079.    	    2.352271    
    2453080.    	    2.352846    
    2453081.    	    2.412445    
    2453082.    	    2.760303    
    2453083.    	    2.818845    
    2453084.    	    2.876744    
    2453085.    	    2.963328    
    2453086.    	    2.946971    
    2453087.    	    2.893608    
    2453088.    	    3.179716    
    2453089.    	    3.134380    
    2453090.    	    2.883348    
    2453091.    	    2.660112    
    2453092.    	    2.649153    
    2453093.    	    2.552291    
    2453094.    	    2.285784    
    2453095.    	    2.338883    
    2453096.    	    2.199358    
    2453097.    	    1.928611    
    2453098.    	    1.652180    
    2453099.    	    1.434072    
    2453100.    	    1.084993    
    2453101.    	   0.8405135    
    2453102.    	   0.7552068    
    2453103.    	   0.5906137    
    2453104.    	   0.2605364    
    2453105.    	   0.3975642    
    2453106.    	   0.8898948    
    2453107.    	    1.254928    
    2453108.    	    1.113216    
    2453109.    	    1.342701    
    2453110.    	    1.598315    
    2453111.    	    1.559264    
    2453112.    	    1.225893    
    2453113.    	   0.7061948    
    2453114.    	   0.2015163    
    2453115.    	   0.6068665    
    2453116.    	    1.121356    
    2453117.    	    1.319770    
    2453118.    	    1.607184    
    2453119.    	    1.834183    
    2453120.    	    1.783414    
    2453121.    	    1.856927    
    2453122.    	    1.801623    
    2453123.    	    1.701303    
    2453124.    	    1.835351    
    2453125.    	    2.066868    
    2453126.    	    2.251708    
    2453127.    	    2.274097    
    2453128.    	    2.287527    
    2453129.    	    2.421252    
    2453130.    	    2.405407    
    2453131.    	    2.501844    
    2453132.    	    2.183331    
    2453133.    	    2.138929    
    2453134.    	    2.007571    
    2453135.    	    1.812568    
    2453136.    	    1.694700    
    2453137.    	    1.765995    
    2453138.    	    1.806575    
    2453139.    	    1.459582    
    2453140.    	    1.075009    
    2453141.    	    1.141009    
    2453142.    	   0.9378455    
    2453143.    	   0.8668540    
    2453144.    	   0.9389405    
    2453145.    	   0.6895390    
    2453146.    	   0.6445629    
    2453147.    	   0.4913180    
    2453148.    	   0.5952215    
    2453149.    	   0.5530378    
    2453150.    	   0.7417022    
    2453151.    	    1.206133    
    2453152.    	    1.491231    
    2453153.    	    1.583268    
    2453154.    	    1.660414    
    2453155.    	    1.430273    
    2453156.    	    1.105791    
    2453157.    	   0.6754759    
    2453158.    	   0.3560588    
    2453159.    	   0.3113072    
    2453160.    	   0.2790692    
    2453161.    	   0.4514984    
    2453162.    	   0.6993246    
    2453163.    	   0.5902456    
    2453164.    	   0.5350733    
    2453165.    	   0.5024562    
    2453166.    	   0.4249052    
    2453167.    	   0.2476794    
    2453168.    	   0.3211904    
    2453169.    	   0.5703623    
    2453170.    	   0.5584492    
    2453171.    	   0.7216830    
    2453172.    	   0.5989481    
    2453173.    	   0.6480917    
    2453174.    	   0.9101267    
    2453175.    	    1.419963    
    2453176.    	    1.520381    
    2453177.    	    1.339279    
    2453178.    	    1.076140    
    2453179.    	    1.289049    
    2453180.    	    1.418365    
    2453181.    	    1.625885    
    2453182.    	    1.745828    
    2453183.    	    1.755406    
    2453184.    	    2.037726    
    2453185.    	    2.300669    
    2453186.    	    2.324259    
    2453187.    	    1.986706    
    2453188.    	    1.842093    
    2453189.    	    1.884221    
    2453190.    	    2.125468    
    2453191.    	    2.207186    
    2453192.    	    2.585474    
    2453193.    	    2.682808    
    2453194.    	    2.799670    
    2453195.    	    2.649501    
    2453196.    	    2.505592    
    2453197.    	    2.490832    
    2453198.    	    2.255997    
    2453199.    	    2.111884    
    2453200.    	    2.232674    
    2453201.    	    2.083543    
    2453202.    	    2.012263    
    2453203.    	    1.821364    
    2453204.    	    1.508118    
    2453205.    	    1.293830    
    2453206.    	    1.249385    
    2453207.    	    1.071268    
    2453208.    	    1.120024    
    2453209.    	    1.138882    
    2453210.    	    1.183874    
    2453211.    	    1.010321    
    2453212.    	   0.5547307    
    2453213.    	   0.6188076    
    2453214.    	   0.7169920    
    2453215.    	   0.8437842    
    2453216.    	   0.5416967    
    2453217.    	   0.3378089    
    2453218.    	   0.4678836    
    2453219.    	   0.6273065    
    2453220.    	   0.9340367    
    2453221.    	    1.293099    
    2453222.    	    1.379399    
    2453223.    	    1.727481    
    2453224.    	    1.645898    
    2453225.    	    1.529983    
    2453226.    	    1.321295    
    2453227.    	    1.119729    
    2453228.    	    1.298713    
    2453229.    	    1.269285    
    2453230.    	    1.321900    
    2453231.    	    1.668125    
    2453232.    	    1.766462    
    2453233.    	    1.594847    
    2453234.    	    1.190572    
    2453235.    	   0.9269751    
    2453236.    	    1.020523    
    2453237.    	    1.211819    
    2453238.    	    1.262841    
    2453239.    	    1.306734    
    2453240.    	    1.502465    
    2453241.    	    1.559707    
    2453242.    	    1.347306    
    2453243.    	    1.180002    
    2453244.    	    1.068382    
    2453245.    	   0.9929798    
    2453246.    	    1.036300    
    2453247.    	   0.9263057    
    2453248.    	   0.8379924    
    2453249.    	   0.8336818    
    2453250.    	   0.9399859    
    2453251.    	    1.037058    
    2453252.    	    1.286068    
    2453253.    	    1.281817    
    2453254.    	    1.279744    
    2453255.    	    1.326581    
    2453256.    	    1.003695    
    2453257.    	   0.8814054    
    2453258.    	   0.9362968    
    2453259.    	    1.146530    
    2453260.    	    1.443221    
    2453261.    	    1.543150    
    2453262.    	    1.707928    
    2453263.    	    1.698429    
    2453264.    	    1.679307    
    2453265.    	    1.594725    
    2453266.    	    1.477803    
    2453267.    	    1.555591    
    2453268.    	    1.881032    
    2453269.    	    2.027764    
    2453270.    	    2.052793    
    2453271.    	    1.872439    
    2453272.    	    1.815883    
    2453273.    	    1.754184    
    2453274.    	    1.626759    
    2453275.    	    1.531601    
    2453276.    	    1.207531    
    2453277.    	    1.247153    
    2453278.    	    1.154379    
    2453279.    	    1.162774    
    2453280.    	    1.350957    
    2453281.    	    1.573624    
    2453282.    	    1.712045    
    2453283.    	    1.576634    
    2453284.    	    1.550405    
    2453285.    	    1.627421    
    2453286.    	    1.675091    
    2453287.    	    1.590667    
    2453288.    	    1.298723    
    2453289.    	    1.054143    
    2453290.    	   0.7357935    
    2453291.    	   0.7176294    
    2453292.    	   0.8581322    
    2453293.    	    1.107197    
    2453294.    	    1.493299    
    2453295.    	    1.615998    
    2453296.    	    1.392921    
    2453297.    	    1.591721    
    2453298.    	    1.806699    
    2453299.    	    1.842105    
    2453300.    	    2.012278    
    2453301.    	    1.971143    
    2453302.    	    1.893513    
    2453303.    	    1.866856    
    2453304.    	    1.939226    
    2453305.    	    1.896361    
    2453306.    	    1.785425    
    2453307.    	    1.861330    
