T	BoM MJO RMM phase
julian_day	unitless
    2455921.    	    4.000000    
    2455922.    	    5.000000    
    2455923.    	    5.000000    
    2455924.    	    5.000000    
    2455925.    	    5.000000    
    2455926.    	    6.000000    
    2455927.    	    6.000000    
    2455928.    	    6.000000    
    2455929.    	    6.000000    
    2455930.    	    6.000000    
    2455931.    	    6.000000    
    2455932.    	    6.000000    
    2455933.    	    6.000000    
    2455934.    	    6.000000    
    2455935.    	    7.000000    
    2455936.    	    7.000000    
    2455937.    	    7.000000    
    2455938.    	    6.000000    
    2455939.    	    6.000000    
    2455940.    	    6.000000    
    2455941.    	    6.000000    
    2455942.    	    6.000000    
    2455943.    	    6.000000    
    2455944.    	    6.000000    
    2455945.    	    5.000000    
    2455946.    	    5.000000    
    2455947.    	    5.000000    
    2455948.    	    4.000000    
    2455949.    	    5.000000    
    2455950.    	    5.000000    
    2455951.    	    5.000000    
    2455952.    	    5.000000    
    2455953.    	    5.000000    
    2455954.    	    6.000000    
    2455955.    	    6.000000    
    2455956.    	    6.000000    
    2455957.    	    6.000000    
    2455958.    	    6.000000    
    2455959.    	    6.000000    
    2455960.    	    6.000000    
    2455961.    	    6.000000    
    2455962.    	    7.000000    
    2455963.    	    7.000000    
    2455964.    	    7.000000    
    2455965.    	    7.000000    
    2455966.    	    7.000000    
    2455967.    	    8.000000    
    2455968.    	    8.000000    
    2455969.    	    8.000000    
    2455970.    	    8.000000    
    2455971.    	   1.0000000    
    2455972.    	   1.0000000    
    2455973.    	   1.0000000    
    2455974.    	    2.000000    
    2455975.    	    2.000000    
    2455976.    	    2.000000    
    2455977.    	    2.000000    
    2455978.    	    2.000000    
    2455979.    	    2.000000    
    2455980.    	    2.000000    
    2455981.    	    2.000000    
    2455982.    	    2.000000    
    2455983.    	    2.000000    
    2455984.    	    2.000000    
    2455985.    	    2.000000    
    2455986.    	    3.000000    
    2455987.    	    3.000000    
    2455988.    	    3.000000    
    2455989.    	    3.000000    
    2455990.    	    3.000000    
    2455991.    	    3.000000    
    2455992.    	    3.000000    
    2455993.    	    4.000000    
    2455994.    	    4.000000    
    2455995.    	    4.000000    
    2455996.    	    4.000000    
    2455997.    	    4.000000    
    2455998.    	    4.000000    
    2455999.    	    5.000000    
    2456000.    	    5.000000    
    2456001.    	    5.000000    
    2456002.    	    5.000000    
    2456003.    	    5.000000    
    2456004.    	    6.000000    
    2456005.    	    6.000000    
    2456006.    	    6.000000    
    2456007.    	    6.000000    
    2456008.    	    6.000000    
    2456009.    	    7.000000    
    2456010.    	    7.000000    
    2456011.    	    7.000000    
    2456012.    	    7.000000    
    2456013.    	    7.000000    
    2456014.    	    6.000000    
    2456015.    	    6.000000    
    2456016.    	    6.000000    
    2456017.    	    6.000000    
    2456018.    	    7.000000    
    2456019.    	    7.000000    
    2456020.    	    7.000000    
    2456021.    	    7.000000    
    2456022.    	    7.000000    
    2456023.    	    7.000000    
    2456024.    	    8.000000    
    2456025.    	    8.000000    
    2456026.    	    8.000000    
    2456027.    	    8.000000    
    2456028.    	    8.000000    
    2456029.    	   1.0000000    
    2456030.    	   1.0000000    
    2456031.    	   1.0000000    
    2456032.    	   1.0000000    
    2456033.    	    2.000000    
    2456034.    	    2.000000    
    2456035.    	    3.000000    
    2456036.    	    3.000000    
    2456037.    	    3.000000    
    2456038.    	    3.000000    
    2456039.    	    3.000000    
    2456040.    	    4.000000    
    2456041.    	    4.000000    
    2456042.    	    4.000000    
    2456043.    	    4.000000    
    2456044.    	    4.000000    
    2456045.    	    4.000000    
    2456046.    	    4.000000    
    2456047.    	    8.000000    
    2456048.    	    8.000000    
    2456049.    	    8.000000    
    2456050.    	    8.000000    
    2456051.    	    8.000000    
    2456052.    	    8.000000    
    2456053.    	   1.0000000    
    2456054.    	    5.000000    
    2456055.    	    5.000000    
    2456056.    	    6.000000    
    2456057.    	    7.000000    
    2456058.    	    6.000000    
    2456059.    	    6.000000    
    2456060.    	    6.000000    
    2456061.    	    6.000000    
    2456062.    	    7.000000    
    2456063.    	    7.000000    
    2456064.    	    7.000000    
    2456065.    	    7.000000    
    2456066.    	    8.000000    
    2456067.    	    8.000000    
    2456068.    	    8.000000    
    2456069.    	    8.000000    
    2456070.    	   1.0000000    
    2456071.    	    8.000000    
    2456072.    	    8.000000    
    2456073.    	   1.0000000    
    2456074.    	    2.000000    
    2456075.    	    5.000000    
    2456076.    	    4.000000    
    2456077.    	    4.000000    
    2456078.    	    4.000000    
    2456079.    	    4.000000    
    2456080.    	    4.000000    
    2456081.    	    5.000000    
    2456082.    	    5.000000    
    2456083.    	    5.000000    
    2456084.    	    5.000000    
    2456085.    	    5.000000    
    2456086.    	    5.000000    
    2456087.    	    5.000000    
    2456088.    	    6.000000    
    2456089.    	    7.000000    
    2456090.    	    7.000000    
    2456091.    	    7.000000    
    2456092.    	    7.000000    
    2456093.    	    7.000000    
    2456094.    	    8.000000    
    2456095.    	    8.000000    
    2456096.    	   1.0000000    
    2456097.    	   1.0000000    
    2456098.    	   1.0000000    
    2456099.    	   1.0000000    
    2456100.    	   1.0000000    
    2456101.    	    8.000000    
    2456102.    	   1.0000000    
    2456103.    	   1.0000000    
    2456104.    	   1.0000000    
    2456105.    	   1.0000000    
    2456106.    	   1.0000000    
    2456107.    	   1.0000000    
    2456108.    	   1.0000000    
    2456109.    	    2.000000    
    2456110.    	    2.000000    
    2456111.    	    2.000000    
    2456112.    	    2.000000    
    2456113.    	    2.000000    
    2456114.    	    2.000000    
    2456115.    	    3.000000    
    2456116.    	    3.000000    
    2456117.    	    2.000000    
    2456118.    	    2.000000    
    2456119.    	    2.000000    
    2456120.    	    2.000000    
    2456121.    	   1.0000000    
    2456122.    	   1.0000000    
    2456123.    	    2.000000    
    2456124.    	    2.000000    
    2456125.    	    2.000000    
    2456126.    	    3.000000    
    2456127.    	    4.000000    
    2456128.    	    4.000000    
    2456129.    	    3.000000    
    2456130.    	    4.000000    
    2456131.    	    4.000000    
    2456132.    	    4.000000    
    2456133.    	    4.000000    
    2456134.    	    5.000000    
    2456135.    	    5.000000    
    2456136.    	    5.000000    
    2456137.    	    6.000000    
    2456138.    	    6.000000    
    2456139.    	    6.000000    
    2456140.    	    6.000000    
    2456141.    	    6.000000    
    2456142.    	    6.000000    
    2456143.    	    6.000000    
    2456144.    	    7.000000    
    2456145.    	    7.000000    
    2456146.    	    8.000000    
    2456147.    	    8.000000    
    2456148.    	    8.000000    
    2456149.    	   1.0000000    
    2456150.    	   1.0000000    
    2456151.    	   1.0000000    
    2456152.    	   1.0000000    
    2456153.    	   1.0000000    
    2456154.    	   1.0000000    
    2456155.    	   1.0000000    
    2456156.    	   1.0000000    
    2456157.    	    2.000000    
    2456158.    	    2.000000    
    2456159.    	    2.000000    
    2456160.    	    2.000000    
    2456161.    	    2.000000    
    2456162.    	    3.000000    
    2456163.    	    3.000000    
    2456164.    	    3.000000    
    2456165.    	    3.000000    
    2456166.    	    3.000000    
    2456167.    	    3.000000    
    2456168.    	    3.000000    
    2456169.    	    3.000000    
    2456170.    	    3.000000    
    2456171.    	    3.000000    
    2456172.    	    3.000000    
    2456173.    	    3.000000    
    2456174.    	    3.000000    
    2456175.    	    3.000000    
    2456176.    	    4.000000    
    2456177.    	    4.000000    
    2456178.    	    4.000000    
    2456179.    	    4.000000    
    2456180.    	    4.000000    
    2456181.    	    4.000000    
    2456182.    	    4.000000    
    2456183.    	    5.000000    
    2456184.    	    5.000000    
    2456185.    	    5.000000    
    2456186.    	    5.000000    
    2456187.    	    4.000000    
    2456188.    	    5.000000    
    2456189.    	    5.000000    
    2456190.    	    4.000000    
    2456191.    	    4.000000    
    2456192.    	    4.000000    
    2456193.    	    5.000000    
    2456194.    	    5.000000    
    2456195.    	    5.000000    
    2456196.    	    5.000000    
    2456197.    	    5.000000    
    2456198.    	    5.000000    
    2456199.    	    5.000000    
    2456200.    	    5.000000    
    2456201.    	    5.000000    
    2456202.    	    6.000000    
    2456203.    	    6.000000    
    2456204.    	    6.000000    
    2456205.    	    6.000000    
    2456206.    	    5.000000    
    2456207.    	    5.000000    
    2456208.    	    6.000000    
    2456209.    	    6.000000    
    2456210.    	    6.000000    
    2456211.    	    6.000000    
    2456212.    	    5.000000    
    2456213.    	    2.000000    
    2456214.    	    2.000000    
    2456215.    	   1.0000000    
    2456216.    	   1.0000000    
    2456217.    	   1.0000000    
    2456218.    	   1.0000000    
    2456219.    	   1.0000000    
    2456220.    	   1.0000000    
    2456221.    	   1.0000000    
    2456222.    	   1.0000000    
    2456223.    	    2.000000    
    2456224.    	    2.000000    
    2456225.    	    2.000000    
    2456226.    	    2.000000    
    2456227.    	    2.000000    
    2456228.    	    2.000000    
    2456229.    	    2.000000    
    2456230.    	    2.000000    
    2456231.    	    2.000000    
    2456232.    	    2.000000    
    2456233.    	    2.000000    
    2456234.    	    3.000000    
    2456235.    	    3.000000    
    2456236.    	    3.000000    
    2456237.    	    3.000000    
    2456238.    	    4.000000    
    2456239.    	    4.000000    
    2456240.    	    5.000000    
    2456241.    	    5.000000    
    2456242.    	    4.000000    
    2456243.    	    4.000000    
    2456244.    	    4.000000    
    2456245.    	    4.000000    
    2456246.    	    5.000000    
    2456247.    	    5.000000    
    2456248.    	    6.000000    
    2456249.    	    6.000000    
    2456250.    	    5.000000    
    2456251.    	    6.000000    
    2456252.    	    6.000000    
    2456253.    	    6.000000    
    2456254.    	    6.000000    
    2456255.    	    6.000000    
    2456256.    	    6.000000    
    2456257.    	    7.000000    
    2456258.    	    8.000000    
    2456259.    	    8.000000    
    2456260.    	   1.0000000    
    2456261.    	   1.0000000    
    2456262.    	    2.000000    
    2456263.    	   1.0000000    
    2456264.    	    2.000000    
    2456265.    	    2.000000    
    2456266.    	    2.000000    
    2456267.    	    3.000000    
    2456268.    	    4.000000    
    2456269.    	    3.000000    
    2456270.    	    4.000000    
    2456271.    	    6.000000    
    2456272.    	    8.000000    
    2456273.    	   1.0000000    
    2456274.    	   1.0000000    
    2456275.    	   1.0000000    
    2456276.    	   1.0000000    
    2456277.    	   1.0000000    
    2456278.    	   1.0000000    
    2456279.    	   1.0000000    
    2456280.    	   1.0000000    
    2456281.    	   1.0000000    
    2456282.    	    2.000000    
    2456283.    	    2.000000    
    2456284.    	    3.000000    
    2456285.    	    2.000000    
    2456286.    	    2.000000    
    2456287.    	    3.000000    
    2456288.    	    3.000000    
    2456289.    	    3.000000    
    2456290.    	    3.000000    
    2456291.    	    3.000000    
    2456292.    	    3.000000    
    2456293.    	    3.000000    
    2456294.    	    3.000000    
    2456295.    	    4.000000    
    2456296.    	    4.000000    
    2456297.    	    4.000000    
    2456298.    	    4.000000    
    2456299.    	    4.000000    
    2456300.    	    5.000000    
    2456301.    	    5.000000    
    2456302.    	    5.000000    
    2456303.    	    5.000000    
    2456304.    	    6.000000    
    2456305.    	    6.000000    
    2456306.    	    6.000000    
    2456307.    	    7.000000    
    2456308.    	    7.000000    
    2456309.    	    7.000000    
    2456310.    	    7.000000    
    2456311.    	    7.000000    
    2456312.    	    7.000000    
    2456313.    	    7.000000    
    2456314.    	    7.000000    
    2456315.    	    7.000000    
    2456316.    	    7.000000    
    2456317.    	    7.000000    
    2456318.    	    7.000000    
    2456319.    	    7.000000    
    2456320.    	    7.000000    
    2456321.    	    7.000000    
    2456322.    	    7.000000    
    2456323.    	    7.000000    
    2456324.    	    8.000000    
    2456325.    	    8.000000    
    2456326.    	    8.000000    
    2456327.    	   1.0000000    
    2456328.    	   1.0000000    
    2456329.    	   1.0000000    
    2456330.    	   1.0000000    
    2456331.    	   1.0000000    
    2456332.    	   1.0000000    
    2456333.    	   1.0000000    
    2456334.    	   1.0000000    
    2456335.    	   1.0000000    
    2456336.    	    2.000000    
    2456337.    	    2.000000    
    2456338.    	    2.000000    
    2456339.    	    3.000000    
    2456340.    	    3.000000    
    2456341.    	    4.000000    
    2456342.    	    4.000000    
    2456343.    	    4.000000    
    2456344.    	    4.000000    
    2456345.    	    4.000000    
    2456346.    	    4.000000    
    2456347.    	    5.000000    
    2456348.    	    5.000000    
    2456349.    	    6.000000    
    2456350.    	    6.000000    
    2456351.    	    6.000000    
    2456352.    	    6.000000    
    2456353.    	    6.000000    
    2456354.    	    6.000000    
    2456355.    	    6.000000    
    2456356.    	    6.000000    
    2456357.    	    7.000000    
    2456358.    	    7.000000    
    2456359.    	    7.000000    
    2456360.    	    7.000000    
    2456361.    	    6.000000    
    2456362.    	    6.000000    
    2456363.    	    6.000000    
    2456364.    	    6.000000    
    2456365.    	    6.000000    
    2456366.    	    6.000000    
    2456367.    	    7.000000    
    2456368.    	    7.000000    
    2456369.    	    8.000000    
    2456370.    	    8.000000    
    2456371.    	    8.000000    
    2456372.    	    8.000000    
    2456373.    	   1.0000000    
    2456374.    	   1.0000000    
    2456375.    	   1.0000000    
    2456376.    	   1.0000000    
    2456377.    	    3.000000    
    2456378.    	    3.000000    
    2456379.    	    3.000000    
    2456380.    	    4.000000    
    2456381.    	    4.000000    
    2456382.    	    4.000000    
    2456383.    	    3.000000    
    2456384.    	    3.000000    
    2456385.    	    3.000000    
    2456386.    	    3.000000    
    2456387.    	    3.000000    
    2456388.    	    3.000000    
    2456389.    	    4.000000    
    2456390.    	    4.000000    
    2456391.    	    3.000000    
    2456392.    	    4.000000    
    2456393.    	    4.000000    
    2456394.    	    4.000000    
    2456395.    	    4.000000    
    2456396.    	    5.000000    
    2456397.    	    6.000000    
    2456398.    	    6.000000    
    2456399.    	    6.000000    
    2456400.    	    7.000000    
    2456401.    	    8.000000    
    2456402.    	    8.000000    
    2456403.    	    7.000000    
    2456404.    	    8.000000    
    2456405.    	    8.000000    
    2456406.    	    8.000000    
    2456407.    	    8.000000    
    2456408.    	   1.0000000    
    2456409.    	   1.0000000    
    2456410.    	    8.000000    
    2456411.    	    8.000000    
    2456412.    	   1.0000000    
    2456413.    	    8.000000    
    2456414.    	   1.0000000    
    2456415.    	   1.0000000    
    2456416.    	   1.0000000    
    2456417.    	   1.0000000    
    2456418.    	   1.0000000    
    2456419.    	    2.000000    
    2456420.    	    2.000000    
    2456421.    	    2.000000    
    2456422.    	    3.000000    
    2456423.    	    3.000000    
    2456424.    	    4.000000    
    2456425.    	    4.000000    
    2456426.    	    5.000000    
    2456427.    	    5.000000    
    2456428.    	    5.000000    
    2456429.    	    5.000000    
    2456430.    	    5.000000    
    2456431.    	    5.000000    
    2456432.    	    6.000000    
    2456433.    	    8.000000    
    2456434.    	    8.000000    
    2456435.    	    8.000000    
    2456436.    	    8.000000    
    2456437.    	    8.000000    
    2456438.    	    8.000000    
    2456439.    	    8.000000    
    2456440.    	   1.0000000    
    2456441.    	   1.0000000    
    2456442.    	   1.0000000    
    2456443.    	   1.0000000    
    2456444.    	   1.0000000    
    2456445.    	   1.0000000    
    2456446.    	    2.000000    
    2456447.    	    2.000000    
    2456448.    	    2.000000    
    2456449.    	    2.000000    
    2456450.    	    2.000000    
    2456451.    	    2.000000    
    2456452.    	   1.0000000    
    2456453.    	    3.000000    
    2456454.    	    3.000000    
    2456455.    	    4.000000    
    2456456.    	    4.000000    
    2456457.    	    4.000000    
    2456458.    	    4.000000    
    2456459.    	    5.000000    
    2456460.    	    5.000000    
    2456461.    	    5.000000    
    2456462.    	    5.000000    
    2456463.    	    6.000000    
    2456464.    	    6.000000    
    2456465.    	    7.000000    
    2456466.    	    7.000000    
    2456467.    	    7.000000    
    2456468.    	    8.000000    
    2456469.    	    8.000000    
    2456470.    	    8.000000    
    2456471.    	    8.000000    
    2456472.    	    8.000000    
    2456473.    	   1.0000000    
    2456474.    	   1.0000000    
    2456475.    	   1.0000000    
    2456476.    	   1.0000000    
    2456477.    	   1.0000000    
    2456478.    	   1.0000000    
    2456479.    	   1.0000000    
    2456480.    	   1.0000000    
    2456481.    	   1.0000000    
    2456482.    	   1.0000000    
    2456483.    	   1.0000000    
    2456484.    	    2.000000    
    2456485.    	    2.000000    
    2456486.    	    3.000000    
    2456487.    	    3.000000    
    2456488.    	    4.000000    
    2456489.    	    3.000000    
    2456490.    	    3.000000    
    2456491.    	    8.000000    
    2456492.    	    6.000000    
    2456493.    	    6.000000    
    2456494.    	    6.000000    
    2456495.    	    7.000000    
    2456496.    	    7.000000    
    2456497.    	    7.000000    
    2456498.    	    7.000000    
    2456499.    	    7.000000    
    2456500.    	    8.000000    
    2456501.    	   1.0000000    
    2456502.    	   1.0000000    
    2456503.    	    3.000000    
    2456504.    	    4.000000    
    2456505.    	    4.000000    
    2456506.    	    4.000000    
    2456507.    	    3.000000    
    2456508.    	    3.000000    
    2456509.    	    3.000000    
    2456510.    	    8.000000    
    2456511.    	    8.000000    
    2456512.    	    8.000000    
    2456513.    	    8.000000    
    2456514.    	    8.000000    
    2456515.    	    8.000000    
    2456516.    	    7.000000    
    2456517.    	    6.000000    
    2456518.    	    7.000000    
    2456519.    	    8.000000    
    2456520.    	    8.000000    
    2456521.    	    7.000000    
    2456522.    	    7.000000    
    2456523.    	    8.000000    
    2456524.    	    8.000000    
    2456525.    	    7.000000    
    2456526.    	    8.000000    
    2456527.    	    8.000000    
    2456528.    	    8.000000    
    2456529.    	    8.000000    
    2456530.    	    8.000000    
    2456531.    	   1.0000000    
    2456532.    	   1.0000000    
    2456533.    	   1.0000000    
    2456534.    	   1.0000000    
    2456535.    	   1.0000000    
    2456536.    	   1.0000000    
    2456537.    	   1.0000000    
    2456538.    	   1.0000000    
    2456539.    	   1.0000000    
    2456540.    	   1.0000000    
    2456541.    	   1.0000000    
    2456542.    	    2.000000    
    2456543.    	    2.000000    
    2456544.    	    2.000000    
    2456545.    	    2.000000    
    2456546.    	    3.000000    
    2456547.    	    3.000000    
    2456548.    	    3.000000    
    2456549.    	    4.000000    
    2456550.    	    4.000000    
    2456551.    	    5.000000    
    2456552.    	    4.000000    
    2456553.    	    5.000000    
    2456554.    	    5.000000    
    2456555.    	    5.000000    
    2456556.    	    5.000000    
    2456557.    	    5.000000    
    2456558.    	    5.000000    
    2456559.    	    5.000000    
    2456560.    	    5.000000    
    2456561.    	    6.000000    
    2456562.    	    6.000000    
    2456563.    	    6.000000    
    2456564.    	    6.000000    
    2456565.    	    5.000000    
    2456566.    	    5.000000    
    2456567.    	    5.000000    
    2456568.    	    5.000000    
    2456569.    	    5.000000    
    2456570.    	    5.000000    
    2456571.    	    5.000000    
    2456572.    	    6.000000    
    2456573.    	    6.000000    
    2456574.    	    6.000000    
    2456575.    	    6.000000    
    2456576.    	    6.000000    
    2456577.    	    6.000000    
    2456578.    	    6.000000    
    2456579.    	    6.000000    
    2456580.    	    6.000000    
    2456581.    	    6.000000    
    2456582.    	    8.000000    
    2456583.    	   1.0000000    
    2456584.    	   1.0000000    
    2456585.    	   1.0000000    
    2456586.    	    8.000000    
    2456587.    	    4.000000    
    2456588.    	    5.000000    
    2456589.    	    5.000000    
    2456590.    	    5.000000    
    2456591.    	    6.000000    
    2456592.    	    5.000000    
    2456593.    	   1.0000000    
    2456594.    	   1.0000000    
    2456595.    	    8.000000    
    2456596.    	    8.000000    
    2456597.    	    8.000000    
    2456598.    	   1.0000000    
    2456599.    	   1.0000000    
    2456600.    	   1.0000000    
    2456601.    	   1.0000000    
    2456602.    	    2.000000    
    2456603.    	    2.000000    
    2456604.    	    2.000000    
    2456605.    	    3.000000    
    2456606.    	    4.000000    
    2456607.    	    3.000000    
    2456608.    	    4.000000    
    2456609.    	    3.000000    
    2456610.    	    3.000000    
    2456611.    	    3.000000    
    2456612.    	    3.000000    
    2456613.    	    2.000000    
    2456614.    	    2.000000    
    2456615.    	    2.000000    
    2456616.    	    4.000000    
    2456617.    	    5.000000    
    2456618.    	    4.000000    
    2456619.    	    4.000000    
    2456620.    	    4.000000    
    2456621.    	    5.000000    
    2456622.    	    5.000000    
    2456623.    	    5.000000    
    2456624.    	    5.000000    
    2456625.    	    5.000000    
    2456626.    	    5.000000    
    2456627.    	    3.000000    
    2456628.    	    2.000000    
    2456629.    	    2.000000    
    2456630.    	    2.000000    
    2456631.    	    3.000000    
    2456632.    	    3.000000    
    2456633.    	    3.000000    
    2456634.    	    3.000000    
    2456635.    	    3.000000    
    2456636.    	    3.000000    
    2456637.    	    3.000000    
    2456638.    	    3.000000    
    2456639.    	    3.000000    
    2456640.    	    3.000000    
    2456641.    	    3.000000    
    2456642.    	    4.000000    
    2456643.    	    4.000000    
    2456644.    	    4.000000    
    2456645.    	    4.000000    
    2456646.    	    4.000000    
    2456647.    	    5.000000    
    2456648.    	    5.000000    
    2456649.    	    5.000000    
    2456650.    	    5.000000    
    2456651.    	    5.000000    
    2456652.    	    5.000000    
    2456653.    	    5.000000    
    2456654.    	    5.000000    
    2456655.    	    5.000000    
    2456656.    	    5.000000    
    2456657.    	    6.000000    
    2456658.    	    5.000000    
    2456659.    	    5.000000    
    2456660.    	    5.000000    
    2456661.    	    6.000000    
    2456662.    	    6.000000    
    2456663.    	    7.000000    
    2456664.    	    8.000000    
    2456665.    	    8.000000    
    2456666.    	    7.000000    
    2456667.    	    4.000000    
    2456668.    	    3.000000    
    2456669.    	    4.000000    
    2456670.    	    4.000000    
    2456671.    	    4.000000    
    2456672.    	    5.000000    
    2456673.    	    5.000000    
    2456674.    	    5.000000    
    2456675.    	    6.000000    
    2456676.    	    6.000000    
    2456677.    	    6.000000    
    2456678.    	    6.000000    
    2456679.    	    6.000000    
    2456680.    	    6.000000    
    2456681.    	    6.000000    
    2456682.    	    6.000000    
    2456683.    	    6.000000    
    2456684.    	    7.000000    
    2456685.    	    7.000000    
    2456686.    	    6.000000    
    2456687.    	    6.000000    
    2456688.    	    6.000000    
    2456689.    	    6.000000    
    2456690.    	    7.000000    
    2456691.    	    7.000000    
    2456692.    	    7.000000    
    2456693.    	    7.000000    
    2456694.    	    4.000000    
    2456695.    	    4.000000    
    2456696.    	    4.000000    
    2456697.    	    5.000000    
    2456698.    	    5.000000    
    2456699.    	    5.000000    
    2456700.    	    5.000000    
    2456701.    	    4.000000    
    2456702.    	    5.000000    
    2456703.    	    5.000000    
    2456704.    	    5.000000    
    2456705.    	    6.000000    
    2456706.    	    6.000000    
    2456707.    	    6.000000    
    2456708.    	    6.000000    
    2456709.    	    6.000000    
    2456710.    	    6.000000    
    2456711.    	    7.000000    
    2456712.    	    7.000000    
    2456713.    	    7.000000    
    2456714.    	    7.000000    
    2456715.    	    7.000000    
    2456716.    	    7.000000    
    2456717.    	    7.000000    
    2456718.    	    7.000000    
    2456719.    	    7.000000    
    2456720.    	    7.000000    
    2456721.    	    7.000000    
    2456722.    	    7.000000    
    2456723.    	    8.000000    
    2456724.    	    8.000000    
    2456725.    	    8.000000    
    2456726.    	    8.000000    
    2456727.    	    8.000000    
    2456728.    	    8.000000    
    2456729.    	   1.0000000    
    2456730.    	   1.0000000    
    2456731.    	   1.0000000    
    2456732.    	   1.0000000    
    2456733.    	   1.0000000    
    2456734.    	    2.000000    
    2456735.    	    2.000000    
    2456736.    	    2.000000    
    2456737.    	    2.000000    
    2456738.    	    2.000000    
    2456739.    	   1.0000000    
    2456740.    	   1.0000000    
    2456741.    	   1.0000000    
    2456742.    	   1.0000000    
    2456743.    	   1.0000000    
    2456744.    	   1.0000000    
    2456745.    	    2.000000    
    2456746.    	    2.000000    
    2456747.    	    2.000000    
    2456748.    	    2.000000    
    2456749.    	    3.000000    
    2456750.    	    3.000000    
    2456751.    	    3.000000    
    2456752.    	    3.000000    
    2456753.    	    4.000000    
    2456754.    	    4.000000    
    2456755.    	    4.000000    
    2456756.    	    5.000000    
    2456757.    	    5.000000    
    2456758.    	    5.000000    
    2456759.    	    5.000000    
    2456760.    	    5.000000    
    2456761.    	    5.000000    
    2456762.    	    6.000000    
    2456763.    	    6.000000    
    2456764.    	    6.000000    
    2456765.    	    6.000000    
    2456766.    	    6.000000    
    2456767.    	    6.000000    
    2456768.    	    6.000000    
    2456769.    	    6.000000    
    2456770.    	    6.000000    
    2456771.    	    6.000000    
    2456772.    	    6.000000    
    2456773.    	    7.000000    
    2456774.    	    7.000000    
    2456775.    	    8.000000    
    2456776.    	    8.000000    
    2456777.    	    8.000000    
    2456778.    	    8.000000    
    2456779.    	    8.000000    
    2456780.    	    8.000000    
    2456781.    	    8.000000    
    2456782.    	   1.0000000    
    2456783.    	   1.0000000    
    2456784.    	   1.0000000    
    2456785.    	   1.0000000    
    2456786.    	   1.0000000    
    2456787.    	   1.0000000    
    2456788.    	    2.000000    
    2456789.    	    3.000000    
    2456790.    	    3.000000    
    2456791.    	    3.000000    
    2456792.    	    3.000000    
    2456793.    	    3.000000    
    2456794.    	    3.000000    
    2456795.    	    2.000000    
    2456796.    	    2.000000    
    2456797.    	   1.0000000    
    2456798.    	   1.0000000    
    2456799.    	   1.0000000    
    2456800.    	   1.0000000    
    2456801.    	    2.000000    
    2456802.    	   1.0000000    
    2456803.    	   1.0000000    
    2456804.    	   1.0000000    
    2456805.    	   1.0000000    
    2456806.    	    2.000000    
    2456807.    	    2.000000    
    2456808.    	    2.000000    
    2456809.    	    2.000000    
    2456810.    	    2.000000    
    2456811.    	    2.000000    
    2456812.    	    2.000000    
    2456813.    	    2.000000    
    2456814.    	    2.000000    
    2456815.    	    2.000000    
    2456816.    	    2.000000    
    2456817.    	    3.000000    
    2456818.    	    3.000000    
    2456819.    	    4.000000    
    2456820.    	    4.000000    
    2456821.    	    4.000000    
    2456822.    	    4.000000    
    2456823.    	    4.000000    
    2456824.    	    4.000000    
    2456825.    	    4.000000    
    2456826.    	    4.000000    
    2456827.    	    5.000000    
    2456828.    	    5.000000    
    2456829.    	    5.000000    
    2456830.    	    6.000000    
    2456831.    	    6.000000    
    2456832.    	    6.000000    
    2456833.    	    6.000000    
    2456834.    	    7.000000    
    2456835.    	    7.000000    
    2456836.    	    7.000000    
    2456837.    	    7.000000    
    2456838.    	    7.000000    
    2456839.    	    7.000000    
    2456840.    	    8.000000    
    2456841.    	    7.000000    
    2456842.    	    6.000000    
    2456843.    	    5.000000    
    2456844.    	    4.000000    
    2456845.    	    4.000000    
    2456846.    	    4.000000    
    2456847.    	    4.000000    
    2456848.    	    5.000000    
    2456849.    	    5.000000    
    2456850.    	    5.000000    
    2456851.    	    5.000000    
    2456852.    	    5.000000    
    2456853.    	    6.000000    
    2456854.    	    6.000000    
    2456855.    	    6.000000    
    2456856.    	    6.000000    
    2456857.    	    5.000000    
    2456858.    	    5.000000    
    2456859.    	    6.000000    
    2456860.    	    6.000000    
    2456861.    	    6.000000    
    2456862.    	    6.000000    
    2456863.    	    6.000000    
    2456864.    	    6.000000    
    2456865.    	    7.000000    
    2456866.    	    7.000000    
    2456867.    	    7.000000    
    2456868.    	    7.000000    
    2456869.    	    7.000000    
    2456870.    	    8.000000    
    2456871.    	   1.0000000    
    2456872.    	   1.0000000    
    2456873.    	    2.000000    
    2456874.    	   1.0000000    
    2456875.    	   1.0000000    
    2456876.    	    2.000000    
    2456877.    	    2.000000    
    2456878.    	    2.000000    
    2456879.    	    2.000000    
    2456880.    	    2.000000    
    2456881.    	    2.000000    
    2456882.    	    2.000000    
    2456883.    	    2.000000    
    2456884.    	   1.0000000    
    2456885.    	   1.0000000    
    2456886.    	   1.0000000    
    2456887.    	   1.0000000    
    2456888.    	   1.0000000    
    2456889.    	   1.0000000    
    2456890.    	   1.0000000    
    2456891.    	   1.0000000    
    2456892.    	   1.0000000    
    2456893.    	    2.000000    
    2456894.    	    2.000000    
    2456895.    	    2.000000    
    2456896.    	    2.000000    
    2456897.    	    2.000000    
    2456898.    	    3.000000    
    2456899.    	    3.000000    
    2456900.    	    3.000000    
    2456901.    	    3.000000    
    2456902.    	    4.000000    
    2456903.    	    4.000000    
    2456904.    	    4.000000    
    2456905.    	    4.000000    
    2456906.    	    4.000000    
    2456907.    	    4.000000    
