T	BoM MJO RMM phase
julian_day	unitless
    2452651.    	    6.000000    
    2452652.    	    6.000000    
    2452653.    	    7.000000    
    2452654.    	    7.000000    
    2452655.    	    7.000000    
    2452656.    	    7.000000    
    2452657.    	    8.000000    
    2452658.    	    8.000000    
    2452659.    	    8.000000    
    2452660.    	    8.000000    
    2452661.    	    7.000000    
    2452662.    	    7.000000    
    2452663.    	    6.000000    
    2452664.    	    6.000000    
    2452665.    	    6.000000    
    2452666.    	   1.0000000    
    2452667.    	    2.000000    
    2452668.    	    2.000000    
    2452669.    	    2.000000    
    2452670.    	    2.000000    
    2452671.    	    2.000000    
    2452672.    	    3.000000    
    2452673.    	    4.000000    
    2452674.    	    4.000000    
    2452675.    	    4.000000    
    2452676.    	    4.000000    
    2452677.    	    4.000000    
    2452678.    	    4.000000    
    2452679.    	    8.000000    
    2452680.    	   1.0000000    
    2452681.    	   1.0000000    
    2452682.    	    2.000000    
    2452683.    	    2.000000    
    2452684.    	    2.000000    
    2452685.    	   1.0000000    
    2452686.    	   1.0000000    
    2452687.    	    8.000000    
    2452688.    	    7.000000    
    2452689.    	    5.000000    
    2452690.    	    5.000000    
    2452691.    	    5.000000    
    2452692.    	    6.000000    
    2452693.    	    6.000000    
    2452694.    	    6.000000    
    2452695.    	    6.000000    
    2452696.    	    5.000000    
    2452697.    	    4.000000    
    2452698.    	    4.000000    
    2452699.    	    5.000000    
    2452700.    	    5.000000    
    2452701.    	    5.000000    
    2452702.    	    5.000000    
    2452703.    	    5.000000    
    2452704.    	    5.000000    
    2452705.    	    6.000000    
    2452706.    	    6.000000    
    2452707.    	    6.000000    
    2452708.    	    6.000000    
    2452709.    	    6.000000    
    2452710.    	    6.000000    
    2452711.    	    7.000000    
    2452712.    	    8.000000    
    2452713.    	    8.000000    
    2452714.    	   1.0000000    
    2452715.    	   1.0000000    
    2452716.    	   1.0000000    
    2452717.    	   1.0000000    
    2452718.    	   1.0000000    
    2452719.    	   1.0000000    
    2452720.    	    2.000000    
    2452721.    	    2.000000    
    2452722.    	    2.000000    
    2452723.    	    2.000000    
    2452724.    	    2.000000    
    2452725.    	    2.000000    
    2452726.    	    3.000000    
    2452727.    	    3.000000    
    2452728.    	    4.000000    
    2452729.    	    4.000000    
    2452730.    	    5.000000    
    2452731.    	    5.000000    
    2452732.    	    5.000000    
    2452733.    	    5.000000    
    2452734.    	    5.000000    
    2452735.    	    6.000000    
    2452736.    	    6.000000    
    2452737.    	    6.000000    
    2452738.    	    7.000000    
    2452739.    	    7.000000    
    2452740.    	    8.000000    
    2452741.    	    8.000000    
    2452742.    	    8.000000    
    2452743.    	    8.000000    
    2452744.    	   1.0000000    
    2452745.    	   1.0000000    
    2452746.    	   1.0000000    
    2452747.    	   1.0000000    
    2452748.    	    2.000000    
    2452749.    	    3.000000    
    2452750.    	    3.000000    
    2452751.    	    2.000000    
    2452752.    	    2.000000    
    2452753.    	    2.000000    
    2452754.    	    2.000000    
    2452755.    	    2.000000    
    2452756.    	    2.000000    
    2452757.    	    2.000000    
    2452758.    	    2.000000    
    2452759.    	    2.000000    
    2452760.    	    2.000000    
    2452761.    	    3.000000    
    2452762.    	    3.000000    
    2452763.    	    3.000000    
    2452764.    	    3.000000    
    2452765.    	    3.000000    
    2452766.    	    3.000000    
    2452767.    	    3.000000    
    2452768.    	    3.000000    
    2452769.    	    4.000000    
    2452770.    	    4.000000    
    2452771.    	    4.000000    
    2452772.    	    4.000000    
    2452773.    	    5.000000    
    2452774.    	    5.000000    
    2452775.    	    5.000000    
    2452776.    	    6.000000    
    2452777.    	    6.000000    
    2452778.    	    6.000000    
    2452779.    	    6.000000    
    2452780.    	    7.000000    
    2452781.    	    7.000000    
    2452782.    	    7.000000    
    2452783.    	    7.000000    
    2452784.    	    7.000000    
    2452785.    	    7.000000    
    2452786.    	    7.000000    
    2452787.    	    7.000000    
    2452788.    	    7.000000    
    2452789.    	    7.000000    
    2452790.    	    7.000000    
    2452791.    	    7.000000    
    2452792.    	    8.000000    
    2452793.    	    8.000000    
    2452794.    	    8.000000    
    2452795.    	    8.000000    
    2452796.    	    8.000000    
    2452797.    	    8.000000    
    2452798.    	    8.000000    
    2452799.    	    8.000000    
    2452800.    	    8.000000    
    2452801.    	   1.0000000    
    2452802.    	   1.0000000    
    2452803.    	   1.0000000    
    2452804.    	   1.0000000    
    2452805.    	   1.0000000    
    2452806.    	   1.0000000    
    2452807.    	   1.0000000    
    2452808.    	   1.0000000    
    2452809.    	   1.0000000    
    2452810.    	   1.0000000    
    2452811.    	   1.0000000    
    2452812.    	   1.0000000    
    2452813.    	   1.0000000    
    2452814.    	    2.000000    
    2452815.    	    2.000000    
    2452816.    	    2.000000    
    2452817.    	   1.0000000    
    2452818.    	   1.0000000    
    2452819.    	   1.0000000    
    2452820.    	    2.000000    
    2452821.    	    2.000000    
    2452822.    	    2.000000    
    2452823.    	    2.000000    
    2452824.    	    2.000000    
    2452825.    	    2.000000    
    2452826.    	    2.000000    
    2452827.    	    2.000000    
    2452828.    	    2.000000    
    2452829.    	    2.000000    
    2452830.    	    2.000000    
    2452831.    	    2.000000    
    2452832.    	    2.000000    
    2452833.    	    2.000000    
    2452834.    	    2.000000    
    2452835.    	    2.000000    
    2452836.    	    2.000000    
    2452837.    	    2.000000    
    2452838.    	    3.000000    
    2452839.    	    4.000000    
    2452840.    	    4.000000    
    2452841.    	    4.000000    
    2452842.    	    4.000000    
    2452843.    	    5.000000    
    2452844.    	    5.000000    
    2452845.    	    5.000000    
    2452846.    	    5.000000    
    2452847.    	    6.000000    
    2452848.    	    7.000000    
    2452849.    	    7.000000    
    2452850.    	    7.000000    
    2452851.    	    7.000000    
    2452852.    	    7.000000    
    2452853.    	    6.000000    
    2452854.    	    6.000000    
    2452855.    	    6.000000    
    2452856.    	    6.000000    
    2452857.    	    6.000000    
    2452858.    	    6.000000    
    2452859.    	    7.000000    
    2452860.    	    6.000000    
    2452861.    	    6.000000    
    2452862.    	    6.000000    
    2452863.    	    5.000000    
    2452864.    	    3.000000    
    2452865.    	   1.0000000    
    2452866.    	    2.000000    
    2452867.    	   1.0000000    
    2452868.    	    2.000000    
    2452869.    	    2.000000    
    2452870.    	    4.000000    
    2452871.    	    4.000000    
    2452872.    	    4.000000    
    2452873.    	    4.000000    
    2452874.    	    4.000000    
    2452875.    	    5.000000    
    2452876.    	    4.000000    
    2452877.    	    4.000000    
    2452878.    	    3.000000    
    2452879.    	    2.000000    
    2452880.    	    2.000000    
    2452881.    	   1.0000000    
    2452882.    	   1.0000000    
    2452883.    	   1.0000000    
    2452884.    	   1.0000000    
    2452885.    	   1.0000000    
    2452886.    	   1.0000000    
    2452887.    	   1.0000000    
    2452888.    	    3.000000    
    2452889.    	    4.000000    
    2452890.    	    4.000000    
    2452891.    	    4.000000    
    2452892.    	    4.000000    
    2452893.    	    4.000000    
    2452894.    	    4.000000    
    2452895.    	    4.000000    
    2452896.    	    4.000000    
    2452897.    	    4.000000    
    2452898.    	    4.000000    
    2452899.    	    5.000000    
    2452900.    	    5.000000    
    2452901.    	    5.000000    
    2452902.    	    5.000000    
    2452903.    	    5.000000    
    2452904.    	    6.000000    
    2452905.    	    7.000000    
    2452906.    	    7.000000    
    2452907.    	    7.000000    
    2452908.    	    7.000000    
    2452909.    	    5.000000    
    2452910.    	    5.000000    
    2452911.    	    4.000000    
    2452912.    	    4.000000    
    2452913.    	    4.000000    
    2452914.    	    5.000000    
    2452915.    	    5.000000    
    2452916.    	    5.000000    
    2452917.    	    4.000000    
    2452918.    	    3.000000    
    2452919.    	    3.000000    
    2452920.    	    3.000000    
    2452921.    	    4.000000    
    2452922.    	    4.000000    
    2452923.    	    4.000000    
    2452924.    	    4.000000    
    2452925.    	    5.000000    
    2452926.    	    5.000000    
    2452927.    	    5.000000    
    2452928.    	    5.000000    
    2452929.    	    5.000000    
    2452930.    	    5.000000    
    2452931.    	    5.000000    
    2452932.    	    5.000000    
    2452933.    	    6.000000    
    2452934.    	    6.000000    
    2452935.    	    6.000000    
    2452936.    	    6.000000    
    2452937.    	    6.000000    
    2452938.    	    7.000000    
    2452939.    	    7.000000    
    2452940.    	    8.000000    
    2452941.    	    8.000000    
    2452942.    	    8.000000    
    2452943.    	    8.000000    
    2452944.    	    8.000000    
    2452945.    	    8.000000    
    2452946.    	    8.000000    
    2452947.    	   1.0000000    
    2452948.    	   1.0000000    
    2452949.    	   1.0000000    
    2452950.    	    2.000000    
    2452951.    	    2.000000    
    2452952.    	    3.000000    
    2452953.    	    3.000000    
    2452954.    	    4.000000    
    2452955.    	    4.000000    
    2452956.    	    4.000000    
    2452957.    	    4.000000    
    2452958.    	    4.000000    
    2452959.    	    4.000000    
    2452960.    	    4.000000    
    2452961.    	    3.000000    
    2452962.    	    8.000000    
    2452963.    	   1.0000000    
    2452964.    	   1.0000000    
    2452965.    	    8.000000    
    2452966.    	    8.000000    
    2452967.    	    8.000000    
    2452968.    	    8.000000    
    2452969.    	    7.000000    
    2452970.    	    7.000000    
    2452971.    	    8.000000    
    2452972.    	   1.0000000    
    2452973.    	    2.000000    
    2452974.    	    2.000000    
    2452975.    	    2.000000    
    2452976.    	    2.000000    
    2452977.    	    2.000000    
    2452978.    	    2.000000    
    2452979.    	    2.000000    
    2452980.    	    2.000000    
    2452981.    	    3.000000    
    2452982.    	    3.000000    
    2452983.    	    3.000000    
    2452984.    	    3.000000    
    2452985.    	    3.000000    
    2452986.    	    3.000000    
    2452987.    	    3.000000    
    2452988.    	    4.000000    
    2452989.    	    4.000000    
    2452990.    	    4.000000    
    2452991.    	    4.000000    
    2452992.    	    5.000000    
    2452993.    	    5.000000    
    2452994.    	    5.000000    
    2452995.    	    5.000000    
    2452996.    	    5.000000    
    2452997.    	    6.000000    
    2452998.    	    6.000000    
    2452999.    	    6.000000    
    2453000.    	    6.000000    
    2453001.    	    7.000000    
    2453002.    	    7.000000    
    2453003.    	    7.000000    
    2453004.    	    7.000000    
    2453005.    	    6.000000    
    2453006.    	    6.000000    
    2453007.    	    6.000000    
    2453008.    	    6.000000    
    2453009.    	    7.000000    
    2453010.    	    7.000000    
    2453011.    	    7.000000    
    2453012.    	    7.000000    
    2453013.    	    7.000000    
    2453014.    	    7.000000    
    2453015.    	    8.000000    
    2453016.    	    8.000000    
    2453017.    	    8.000000    
    2453018.    	    8.000000    
    2453019.    	    8.000000    
    2453020.    	    8.000000    
    2453021.    	    8.000000    
    2453022.    	   1.0000000    
    2453023.    	   1.0000000    
    2453024.    	   1.0000000    
    2453025.    	   1.0000000    
    2453026.    	   1.0000000    
    2453027.    	    2.000000    
    2453028.    	    2.000000    
    2453029.    	    2.000000    
    2453030.    	    2.000000    
    2453031.    	    2.000000    
    2453032.    	    3.000000    
    2453033.    	    3.000000    
    2453034.    	    3.000000    
    2453035.    	    3.000000    
    2453036.    	    3.000000    
    2453037.    	    4.000000    
    2453038.    	    4.000000    
    2453039.    	    4.000000    
    2453040.    	    4.000000    
    2453041.    	    4.000000    
    2453042.    	    4.000000    
    2453043.    	    4.000000    
    2453044.    	    5.000000    
    2453045.    	    5.000000    
    2453046.    	    5.000000    
    2453047.    	    5.000000    
    2453048.    	    6.000000    
    2453049.    	    6.000000    
    2453050.    	    6.000000    
    2453051.    	    6.000000    
    2453052.    	    6.000000    
    2453053.    	    6.000000    
    2453054.    	    6.000000    
    2453055.    	    7.000000    
    2453056.    	    8.000000    
    2453057.    	    8.000000    
    2453058.    	    8.000000    
    2453059.    	    7.000000    
    2453060.    	    6.000000    
    2453061.    	    6.000000    
    2453062.    	    5.000000    
    2453063.    	    5.000000    
    2453064.    	    5.000000    
    2453065.    	    5.000000    
    2453066.    	    5.000000    
    2453067.    	    5.000000    
    2453068.    	    4.000000    
    2453069.    	    4.000000    
    2453070.    	    3.000000    
    2453071.    	    3.000000    
    2453072.    	    3.000000    
    2453073.    	    3.000000    
    2453074.    	    3.000000    
    2453075.    	    4.000000    
    2453076.    	    4.000000    
    2453077.    	    4.000000    
    2453078.    	    4.000000    
    2453079.    	    4.000000    
    2453080.    	    4.000000    
    2453081.    	    5.000000    
    2453082.    	    5.000000    
    2453083.    	    5.000000    
    2453084.    	    5.000000    
    2453085.    	    5.000000    
    2453086.    	    6.000000    
    2453087.    	    6.000000    
    2453088.    	    6.000000    
    2453089.    	    6.000000    
    2453090.    	    6.000000    
    2453091.    	    7.000000    
    2453092.    	    7.000000    
    2453093.    	    7.000000    
    2453094.    	    8.000000    
    2453095.    	    8.000000    
    2453096.    	    8.000000    
    2453097.    	    8.000000    
    2453098.    	   1.0000000    
    2453099.    	   1.0000000    
    2453100.    	   1.0000000    
    2453101.    	   1.0000000    
    2453102.    	    2.000000    
    2453103.    	    2.000000    
    2453104.    	    2.000000    
    2453105.    	    8.000000    
    2453106.    	    7.000000    
    2453107.    	    7.000000    
    2453108.    	    7.000000    
    2453109.    	    7.000000    
    2453110.    	    7.000000    
    2453111.    	    7.000000    
    2453112.    	    7.000000    
    2453113.    	    7.000000    
    2453114.    	   1.0000000    
    2453115.    	   1.0000000    
    2453116.    	   1.0000000    
    2453117.    	    2.000000    
    2453118.    	    2.000000    
    2453119.    	    2.000000    
    2453120.    	    2.000000    
    2453121.    	    2.000000    
    2453122.    	    2.000000    
    2453123.    	    2.000000    
    2453124.    	    3.000000    
    2453125.    	    3.000000    
    2453126.    	    3.000000    
    2453127.    	    3.000000    
    2453128.    	    3.000000    
    2453129.    	    3.000000    
    2453130.    	    3.000000    
    2453131.    	    3.000000    
    2453132.    	    3.000000    
    2453133.    	    4.000000    
    2453134.    	    4.000000    
    2453135.    	    4.000000    
    2453136.    	    4.000000    
    2453137.    	    5.000000    
    2453138.    	    5.000000    
    2453139.    	    5.000000    
    2453140.    	    6.000000    
    2453141.    	    6.000000    
    2453142.    	    6.000000    
    2453143.    	    7.000000    
    2453144.    	    8.000000    
    2453145.    	    8.000000    
    2453146.    	    8.000000    
    2453147.    	    8.000000    
    2453148.    	   1.0000000    
    2453149.    	   1.0000000    
    2453150.    	   1.0000000    
    2453151.    	   1.0000000    
    2453152.    	   1.0000000    
    2453153.    	   1.0000000    
    2453154.    	   1.0000000    
    2453155.    	    2.000000    
    2453156.    	    2.000000    
    2453157.    	    2.000000    
    2453158.    	    2.000000    
    2453159.    	    2.000000    
    2453160.    	    2.000000    
    2453161.    	   1.0000000    
    2453162.    	   1.0000000    
    2453163.    	   1.0000000    
    2453164.    	   1.0000000    
    2453165.    	   1.0000000    
    2453166.    	    2.000000    
    2453167.    	    3.000000    
    2453168.    	    3.000000    
    2453169.    	    3.000000    
    2453170.    	    4.000000    
    2453171.    	    4.000000    
    2453172.    	    6.000000    
    2453173.    	    6.000000    
    2453174.    	    7.000000    
    2453175.    	    6.000000    
    2453176.    	    6.000000    
    2453177.    	    6.000000    
    2453178.    	    6.000000    
    2453179.    	    7.000000    
    2453180.    	    7.000000    
    2453181.    	    7.000000    
    2453182.    	    7.000000    
    2453183.    	    7.000000    
    2453184.    	    7.000000    
    2453185.    	    7.000000    
    2453186.    	    7.000000    
    2453187.    	    7.000000    
    2453188.    	    8.000000    
    2453189.    	    8.000000    
    2453190.    	    8.000000    
    2453191.    	    8.000000    
    2453192.    	    8.000000    
    2453193.    	   1.0000000    
    2453194.    	   1.0000000    
    2453195.    	   1.0000000    
    2453196.    	   1.0000000    
    2453197.    	   1.0000000    
    2453198.    	   1.0000000    
    2453199.    	   1.0000000    
    2453200.    	   1.0000000    
    2453201.    	   1.0000000    
    2453202.    	   1.0000000    
    2453203.    	   1.0000000    
    2453204.    	   1.0000000    
    2453205.    	   1.0000000    
    2453206.    	   1.0000000    
    2453207.    	   1.0000000    
    2453208.    	   1.0000000    
    2453209.    	   1.0000000    
    2453210.    	   1.0000000    
    2453211.    	   1.0000000    
    2453212.    	    2.000000    
    2453213.    	    2.000000    
    2453214.    	    2.000000    
    2453215.    	    3.000000    
    2453216.    	    3.000000    
    2453217.    	    4.000000    
    2453218.    	    6.000000    
    2453219.    	    6.000000    
    2453220.    	    6.000000    
    2453221.    	    6.000000    
    2453222.    	    6.000000    
    2453223.    	    6.000000    
    2453224.    	    6.000000    
    2453225.    	    5.000000    
    2453226.    	    6.000000    
    2453227.    	    6.000000    
    2453228.    	    6.000000    
    2453229.    	    6.000000    
    2453230.    	    6.000000    
    2453231.    	    6.000000    
    2453232.    	    6.000000    
    2453233.    	    6.000000    
    2453234.    	    7.000000    
    2453235.    	    7.000000    
    2453236.    	    7.000000    
    2453237.    	    7.000000    
    2453238.    	    7.000000    
    2453239.    	    8.000000    
    2453240.    	    8.000000    
    2453241.    	    8.000000    
    2453242.    	    8.000000    
    2453243.    	    8.000000    
    2453244.    	    8.000000    
    2453245.    	    8.000000    
    2453246.    	    8.000000    
    2453247.    	    8.000000    
    2453248.    	    8.000000    
    2453249.    	   1.0000000    
    2453250.    	   1.0000000    
    2453251.    	   1.0000000    
    2453252.    	   1.0000000    
    2453253.    	   1.0000000    
    2453254.    	    2.000000    
    2453255.    	    2.000000    
    2453256.    	    2.000000    
    2453257.    	   1.0000000    
    2453258.    	    2.000000    
    2453259.    	    2.000000    
    2453260.    	    2.000000    
    2453261.    	    2.000000    
    2453262.    	    2.000000    
    2453263.    	    2.000000    
    2453264.    	    2.000000    
    2453265.    	    2.000000    
    2453266.    	    2.000000    
    2453267.    	    2.000000    
    2453268.    	    2.000000    
    2453269.    	    2.000000    
    2453270.    	    2.000000    
    2453271.    	    2.000000    
    2453272.    	    2.000000    
    2453273.    	    3.000000    
    2453274.    	    3.000000    
    2453275.    	    3.000000    
    2453276.    	    3.000000    
    2453277.    	    3.000000    
    2453278.    	    3.000000    
    2453279.    	    4.000000    
    2453280.    	    4.000000    
    2453281.    	    4.000000    
    2453282.    	    4.000000    
    2453283.    	    5.000000    
    2453284.    	    5.000000    
    2453285.    	    5.000000    
    2453286.    	    5.000000    
    2453287.    	    5.000000    
    2453288.    	    5.000000    
    2453289.    	    5.000000    
    2453290.    	    6.000000    
    2453291.    	    6.000000    
    2453292.    	    6.000000    
    2453293.    	    6.000000    
    2453294.    	    6.000000    
    2453295.    	    7.000000    
    2453296.    	    7.000000    
    2453297.    	    8.000000    
    2453298.    	    8.000000    
    2453299.    	    8.000000    
    2453300.    	   1.0000000    
    2453301.    	   1.0000000    
    2453302.    	   1.0000000    
    2453303.    	   1.0000000    
    2453304.    	   1.0000000    
    2453305.    	    2.000000    
    2453306.    	    2.000000    
    2453307.    	    2.000000    
    2453308.    	    2.000000    
    2453309.    	    3.000000    
    2453310.    	    3.000000    
    2453311.    	    3.000000    
    2453312.    	    3.000000    
    2453313.    	    3.000000    
    2453314.    	    3.000000    
    2453315.    	    3.000000    
    2453316.    	    3.000000    
    2453317.    	    2.000000    
    2453318.    	    2.000000    
    2453319.    	    8.000000    
    2453320.    	    7.000000    
    2453321.    	    7.000000    
    2453322.    	    7.000000    
    2453323.    	    7.000000    
    2453324.    	    6.000000    
    2453325.    	    5.000000    
    2453326.    	    5.000000    
    2453327.    	    4.000000    
    2453328.    	    4.000000    
    2453329.    	    2.000000    
    2453330.    	    3.000000    
    2453331.    	    3.000000    
    2453332.    	    2.000000    
    2453333.    	    2.000000    
    2453334.    	    2.000000    
    2453335.    	    3.000000    
    2453336.    	    3.000000    
    2453337.    	    3.000000    
    2453338.    	    3.000000    
    2453339.    	    4.000000    
    2453340.    	    4.000000    
    2453341.    	    5.000000    
    2453342.    	    5.000000    
    2453343.    	    6.000000    
    2453344.    	    6.000000    
    2453345.    	    6.000000    
    2453346.    	    6.000000    
    2453347.    	    6.000000    
    2453348.    	    6.000000    
    2453349.    	    6.000000    
    2453350.    	    6.000000    
    2453351.    	    7.000000    
    2453352.    	    7.000000    
    2453353.    	    6.000000    
    2453354.    	    5.000000    
    2453355.    	    5.000000    
    2453356.    	    4.000000    
    2453357.    	    3.000000    
    2453358.    	    4.000000    
    2453359.    	    4.000000    
    2453360.    	    4.000000    
    2453361.    	    4.000000    
    2453362.    	    3.000000    
    2453363.    	    2.000000    
    2453364.    	   1.0000000    
    2453365.    	    2.000000    
    2453366.    	    2.000000    
    2453367.    	    2.000000    
    2453368.    	    3.000000    
    2453369.    	    3.000000    
    2453370.    	    3.000000    
    2453371.    	    3.000000    
    2453372.    	    4.000000    
    2453373.    	    4.000000    
    2453374.    	    4.000000    
    2453375.    	    4.000000    
    2453376.    	    4.000000    
    2453377.    	    4.000000    
    2453378.    	    5.000000    
    2453379.    	    5.000000    
    2453380.    	    6.000000    
    2453381.    	    6.000000    
    2453382.    	    6.000000    
    2453383.    	    6.000000    
    2453384.    	    6.000000    
    2453385.    	    6.000000    
    2453386.    	    6.000000    
    2453387.    	    6.000000    
    2453388.    	    6.000000    
    2453389.    	    6.000000    
    2453390.    	    6.000000    
    2453391.    	    7.000000    
    2453392.    	    8.000000    
    2453393.    	    8.000000    
    2453394.    	    8.000000    
    2453395.    	    8.000000    
    2453396.    	    8.000000    
    2453397.    	    4.000000    
    2453398.    	    4.000000    
    2453399.    	    5.000000    
    2453400.    	    5.000000    
    2453401.    	    5.000000    
    2453402.    	    6.000000    
    2453403.    	    6.000000    
    2453404.    	    6.000000    
    2453405.    	    6.000000    
    2453406.    	    6.000000    
    2453407.    	    6.000000    
    2453408.    	    6.000000    
    2453409.    	    7.000000    
    2453410.    	    7.000000    
    2453411.    	    7.000000    
    2453412.    	    7.000000    
    2453413.    	    7.000000    
    2453414.    	    7.000000    
    2453415.    	    7.000000    
    2453416.    	    7.000000    
    2453417.    	    8.000000    
    2453418.    	    8.000000    
    2453419.    	    7.000000    
    2453420.    	    7.000000    
    2453421.    	    7.000000    
    2453422.    	    7.000000    
    2453423.    	    7.000000    
    2453424.    	    7.000000    
    2453425.    	    8.000000    
    2453426.    	    8.000000    
    2453427.    	    8.000000    
    2453428.    	    8.000000    
    2453429.    	    8.000000    
    2453430.    	   1.0000000    
    2453431.    	   1.0000000    
    2453432.    	   1.0000000    
    2453433.    	    8.000000    
    2453434.    	    8.000000    
    2453435.    	    8.000000    
    2453436.    	    8.000000    
    2453437.    	    8.000000    
    2453438.    	    8.000000    
    2453439.    	    8.000000    
    2453440.    	    8.000000    
    2453441.    	    8.000000    
    2453442.    	    8.000000    
    2453443.    	    8.000000    
    2453444.    	   1.0000000    
    2453445.    	   1.0000000    
    2453446.    	   1.0000000    
    2453447.    	   1.0000000    
    2453448.    	    2.000000    
    2453449.    	    2.000000    
    2453450.    	    2.000000    
    2453451.    	    3.000000    
    2453452.    	    3.000000    
    2453453.    	    3.000000    
    2453454.    	    3.000000    
    2453455.    	    3.000000    
    2453456.    	    3.000000    
    2453457.    	    3.000000    
    2453458.    	    3.000000    
    2453459.    	    3.000000    
    2453460.    	    3.000000    
    2453461.    	    3.000000    
    2453462.    	    3.000000    
    2453463.    	    3.000000    
    2453464.    	    4.000000    
    2453465.    	    4.000000    
    2453466.    	    4.000000    
    2453467.    	    4.000000    
    2453468.    	    4.000000    
    2453469.    	    4.000000    
    2453470.    	    5.000000    
    2453471.    	    5.000000    
    2453472.    	    5.000000    
    2453473.    	    5.000000    
    2453474.    	    5.000000    
    2453475.    	    6.000000    
    2453476.    	    6.000000    
    2453477.    	    6.000000    
    2453478.    	    7.000000    
    2453479.    	    7.000000    
    2453480.    	    8.000000    
    2453481.    	    8.000000    
    2453482.    	    8.000000    
    2453483.    	    8.000000    
    2453484.    	    8.000000    
    2453485.    	    8.000000    
    2453486.    	    8.000000    
    2453487.    	   1.0000000    
    2453488.    	   1.0000000    
    2453489.    	   1.0000000    
    2453490.    	   1.0000000    
    2453491.    	    2.000000    
    2453492.    	    2.000000    
    2453493.    	    2.000000    
    2453494.    	    2.000000    
    2453495.    	    3.000000    
    2453496.    	    3.000000    
    2453497.    	    4.000000    
    2453498.    	    4.000000    
    2453499.    	    4.000000    
    2453500.    	    4.000000    
    2453501.    	    5.000000    
    2453502.    	    5.000000    
    2453503.    	    6.000000    
    2453504.    	    6.000000    
    2453505.    	    7.000000    
    2453506.    	    7.000000    
    2453507.    	    7.000000    
    2453508.    	    7.000000    
    2453509.    	    7.000000    
    2453510.    	    8.000000    
    2453511.    	    8.000000    
    2453512.    	    8.000000    
    2453513.    	    8.000000    
    2453514.    	   1.0000000    
    2453515.    	   1.0000000    
    2453516.    	   1.0000000    
    2453517.    	    3.000000    
    2453518.    	    3.000000    
    2453519.    	    3.000000    
    2453520.    	    4.000000    
    2453521.    	    4.000000    
    2453522.    	    4.000000    
    2453523.    	    5.000000    
    2453524.    	    5.000000    
    2453525.    	    5.000000    
    2453526.    	    6.000000    
    2453527.    	    8.000000    
    2453528.    	    2.000000    
    2453529.    	    2.000000    
    2453530.    	    2.000000    
    2453531.    	    2.000000    
    2453532.    	    2.000000    
    2453533.    	    2.000000    
    2453534.    	    2.000000    
    2453535.    	    3.000000    
    2453536.    	    3.000000    
    2453537.    	    4.000000    
    2453538.    	    4.000000    
    2453539.    	    3.000000    
    2453540.    	    4.000000    
    2453541.    	    3.000000    
    2453542.    	    3.000000    
    2453543.    	    3.000000    
    2453544.    	    3.000000    
    2453545.    	    2.000000    
    2453546.    	    2.000000    
    2453547.    	   1.0000000    
    2453548.    	   1.0000000    
    2453549.    	   1.0000000    
    2453550.    	    2.000000    
    2453551.    	    2.000000    
    2453552.    	    2.000000    
    2453553.    	    2.000000    
    2453554.    	    2.000000    
    2453555.    	    2.000000    
    2453556.    	    2.000000    
    2453557.    	    2.000000    
    2453558.    	    2.000000    
    2453559.    	    2.000000    
    2453560.    	   1.0000000    
    2453561.    	   1.0000000    
    2453562.    	   1.0000000    
    2453563.    	   1.0000000    
    2453564.    	   1.0000000    
    2453565.    	   1.0000000    
    2453566.    	   1.0000000    
    2453567.    	   1.0000000    
    2453568.    	    2.000000    
    2453569.    	    2.000000    
    2453570.    	    2.000000    
    2453571.    	    2.000000    
    2453572.    	    5.000000    
    2453573.    	    4.000000    
    2453574.    	    3.000000    
    2453575.    	    4.000000    
    2453576.    	    4.000000    
    2453577.    	    5.000000    
    2453578.    	    5.000000    
    2453579.    	    5.000000    
    2453580.    	    5.000000    
    2453581.    	    4.000000    
    2453582.    	    4.000000    
    2453583.    	    4.000000    
    2453584.    	    5.000000    
    2453585.    	    5.000000    
    2453586.    	    6.000000    
    2453587.    	    6.000000    
    2453588.    	    6.000000    
    2453589.    	    6.000000    
    2453590.    	    6.000000    
    2453591.    	    7.000000    
    2453592.    	    7.000000    
    2453593.    	    7.000000    
    2453594.    	    8.000000    
    2453595.    	   1.0000000    
    2453596.    	   1.0000000    
    2453597.    	   1.0000000    
    2453598.    	   1.0000000    
    2453599.    	   1.0000000    
    2453600.    	    2.000000    
    2453601.    	   1.0000000    
    2453602.    	   1.0000000    
    2453603.    	   1.0000000    
    2453604.    	    2.000000    
    2453605.    	    2.000000    
    2453606.    	    2.000000    
    2453607.    	    2.000000    
    2453608.    	    2.000000    
    2453609.    	    2.000000    
    2453610.    	   1.0000000    
    2453611.    	   1.0000000    
    2453612.    	    8.000000    
    2453613.    	    8.000000    
    2453614.    	    3.000000    
    2453615.    	    3.000000    
    2453616.    	    3.000000    
    2453617.    	    4.000000    
    2453618.    	    4.000000    
    2453619.    	    4.000000    
    2453620.    	    4.000000    
    2453621.    	    4.000000    
    2453622.    	    4.000000    
    2453623.    	    5.000000    
    2453624.    	    5.000000    
    2453625.    	    5.000000    
    2453626.    	    5.000000    
    2453627.    	    5.000000    
    2453628.    	    5.000000    
    2453629.    	    5.000000    
    2453630.    	    5.000000    
    2453631.    	    5.000000    
    2453632.    	    6.000000    
    2453633.    	    6.000000    
    2453634.    	    7.000000    
    2453635.    	    8.000000    
    2453636.    	    8.000000    
    2453637.    	    8.000000    
    2453638.    	    8.000000    
