date,global,nhem,shem,tropics,arctic,antarctic,land,ocean,americas,eurafrica,asiapacific
2024-05-21,0.588,0.977,0.189,0.808,0.143,-2.722,,0.588,0.559,1.008,0.785
2024-05-22,0.595,0.935,0.246,0.798,0.484,-2.532,,0.595,0.605,0.963,0.737
2024-05-23,0.571,0.843,0.291,0.83,0.388,-2.386,,0.571,0.554,0.911,0.756
2024-05-24,0.55,0.787,0.306,0.873,-0.026,-0.97,,0.55,0.376,0.977,0.757
2024-05-25,0.597,0.74,0.45,0.811,0.09,1.475,,0.597,0.242,0.956,0.747
2024-05-26,0.65,0.827,0.469,0.745,0.794,2.353,,0.65,0.265,0.939,0.761
2024-05-27,0.711,0.877,0.541,0.757,0.941,2.793,,0.711,0.331,1.014,0.738
2024-05-28,0.733,0.879,0.583,0.766,1.18,2.946,,0.733,0.374,1.08,0.622
2024-05-29,0.718,0.799,0.634,0.709,0.993,3.148,,0.718,0.441,1.027,0.519
2024-05-30,0.745,0.795,0.693,0.697,0.938,4.548,,0.745,0.378,0.986,0.526
2024-05-31,0.833,0.854,0.81,0.727,0.702,6.169,,0.833,0.297,1.129,0.601
2024-06-01,0.871,0.926,0.814,0.721,0.466,5.401,,0.871,0.42,1.256,0.622
2024-06-02,0.818,0.921,0.712,0.699,0.534,3.867,,0.818,0.592,1.145,0.492
2024-06-03,0.742,0.949,0.529,0.719,0.815,2.761,,0.742,0.564,1.072,0.403
2024-06-04,0.71,0.906,0.509,0.71,1.058,2.157,,0.71,0.527,1.073,0.367
2024-06-05,0.723,0.924,0.517,0.707,1.086,1.219,,0.723,0.635,1.219,0.346
2024-06-06,0.688,0.896,0.475,0.662,1.131,0.486,,0.688,0.731,1.271,0.198
2024-06-07,0.682,0.949,0.408,0.679,1.121,0.175,,0.682,0.773,1.215,0.274
2024-06-08,0.702,0.935,0.464,0.647,1.169,0.559,,0.702,0.789,0.928,0.467
2024-06-09,0.744,0.929,0.556,0.633,1.035,1.212,,0.744,0.767,0.744,0.691
2024-06-10,0.752,0.903,0.596,0.569,0.766,2.096,,0.752,0.61,0.727,0.816
2024-06-11,0.781,0.947,0.61,0.535,0.801,2.352,,0.781,0.536,0.81,0.923
2024-06-12,0.827,1.022,0.627,0.558,0.74,2.077,,0.827,0.656,0.87,0.87
2024-06-13,0.872,1.055,0.684,0.624,0.659,1.282,,0.872,0.826,0.946,0.769
2024-06-14,0.866,1.023,0.706,0.656,0.402,0.665,,0.866,0.884,0.982,0.715
2024-06-15,0.795,0.934,0.652,0.603,0.297,0.09,,0.795,0.742,0.911,0.747
2024-06-16,0.741,0.881,0.597,0.559,0.559,0.257,,0.741,0.615,0.916,0.766
2024-06-17,0.739,0.879,0.596,0.564,0.627,0.499,,0.739,0.525,1.108,0.752
2024-06-18,0.706,0.858,0.549,0.616,0.467,0.229,,0.706,0.493,1.238,0.645
2024-06-19,0.64,0.78,0.496,0.643,0.289,0.281,,0.64,0.494,1.245,0.449
2024-06-20,0.583,0.695,0.467,0.676,0.285,0.119,,0.583,0.447,1.18,0.376
2024-06-21,0.574,0.702,0.443,0.679,0.122,-0.148,,0.574,0.453,1.159,0.359
2024-06-22,0.566,0.779,0.347,0.649,0.327,-1.039,,0.566,0.556,0.962,0.475
2024-06-23,0.586,0.83,0.336,0.641,0.375,-1.215,,0.586,0.593,0.813,0.608
2024-06-24,0.586,0.853,0.312,0.627,0.374,-1.442,,0.586,0.46,0.791,0.703
2024-06-25,0.587,0.888,0.278,0.654,0.345,-1.603,,0.587,0.38,0.878,0.764
2024-06-26,0.634,0.926,0.335,0.714,0.701,-1.483,,0.634,0.447,0.909,0.869
2024-06-27,0.644,0.852,0.43,0.732,0.917,-1.363,,0.644,0.351,0.93,0.946
2024-06-28,0.624,0.699,0.548,0.678,1.055,-0.611,,0.624,0.286,0.934,0.876
2024-06-29,0.617,0.651,0.582,0.682,0.702,0.296,,0.617,0.253,0.941,0.802
2024-06-30,0.593,0.651,0.533,0.668,0.08,1.352,,0.593,0.206,0.963,0.64
2024-07-01,0.577,0.688,0.463,0.616,0.03,1.761,,0.577,0.259,0.889,0.546
2024-07-02,0.529,0.625,0.431,0.643,-0.273,1.438,,0.529,0.26,0.768,0.5
2024-07-03,0.558,0.634,0.48,0.618,-0.101,1.004,,0.558,0.349,0.68,0.591
2024-07-04,0.55,0.657,0.439,0.558,0.336,0.674,,0.55,0.305,0.815,0.577
2024-07-05,0.53,0.678,0.379,0.593,0.337,1.267,,0.53,0.349,0.838,0.462
2024-07-06,0.486,0.653,0.315,0.59,0.061,1.473,,0.486,0.369,0.679,0.386
2024-07-07,0.49,0.638,0.338,0.565,0.106,2.029,,0.49,0.361,0.543,0.445
2024-07-08,0.548,0.764,0.326,0.589,0.319,1.417,,0.548,0.316,0.626,0.623
2024-07-09,0.595,0.929,0.252,0.571,0.645,0.175,,0.595,0.224,0.808,0.852
2024-07-10,0.641,1.007,0.266,0.528,0.716,-0.32,,0.641,0.254,0.975,0.954
2024-07-11,0.632,0.967,0.288,0.563,0.688,-0.714,,0.632,0.31,0.997,0.842
2024-07-12,0.557,0.874,0.23,0.571,0.54,-1.4,,0.557,0.297,0.871,0.749
2024-07-13,0.518,0.833,0.195,0.536,0.411,-1.61,,0.518,0.32,0.808,0.676
2024-07-14,0.487,0.852,0.112,0.549,0.68,-2.355,,0.487,0.353,0.835,0.582
2024-07-15,0.485,0.872,0.088,0.548,0.888,-2.378,,0.485,0.408,0.889,0.58
2024-07-16,0.534,0.903,0.154,0.511,0.766,-1.498,,0.534,0.491,0.898,0.62
2024-07-17,0.615,0.956,0.266,0.515,0.752,0.631,,0.615,0.525,0.969,0.614
2024-07-18,0.726,0.95,0.495,0.494,0.595,2.543,,0.726,0.636,1.036,0.545
2024-07-19,0.773,0.937,0.604,0.53,0.413,2.508,,0.773,0.647,0.974,0.601
2024-07-20,0.759,0.892,0.623,0.579,0.516,2.478,,0.759,0.51,0.852,0.677
2024-07-21,0.817,0.895,0.738,0.537,0.766,3.427,,0.817,0.47,0.817,0.774
2024-07-22,0.885,0.894,0.876,0.549,0.792,4.106,,0.885,0.466,0.84,0.863
2024-07-23,0.883,0.887,0.878,0.557,0.551,3.38,,0.883,0.501,0.958,0.823
2024-07-24,0.836,0.81,0.862,0.566,0.246,2.745,,0.836,0.642,0.89,0.696
2024-07-25,0.807,0.806,0.808,0.633,0.34,2.444,,0.807,0.673,0.675,0.768
2024-07-26,0.788,0.748,0.828,0.662,0.434,3.215,,0.788,0.544,0.592,0.879
2024-07-27,0.818,0.772,0.866,0.673,0.555,3.831,,0.818,0.515,0.609,0.868
2024-07-28,0.803,0.775,0.832,0.611,0.262,3.893,,0.803,0.546,0.596,0.732
2024-07-29,0.76,0.778,0.742,0.588,0.136,4.103,,0.76,0.499,0.491,0.731
2024-07-30,0.742,0.757,0.727,0.57,0.008,4.512,,0.742,0.385,0.522,0.75
2024-07-31,0.733,0.706,0.76,0.52,0.123,4.845,,0.733,0.366,0.528,0.729
2024-08-01,0.744,0.642,0.848,0.457,0.394,5.037,,0.744,0.55,0.459,0.597
2024-08-02,0.803,0.668,0.942,0.405,0.589,5.648,,0.803,0.737,0.392,0.604
2024-08-03,0.841,0.716,0.97,0.423,0.78,5.997,,0.841,0.713,0.393,0.694
2024-08-04,0.836,0.716,0.958,0.432,0.667,6.419,,0.836,0.56,0.531,0.696
2024-08-05,0.821,0.741,0.903,0.443,0.717,7.142,,0.821,0.494,0.588,0.651
2024-08-06,0.846,0.752,0.942,0.52,1.015,6.89,,0.846,0.567,0.647,0.682
2024-08-07,0.841,0.767,0.917,0.519,1.385,6.503,,0.841,0.517,0.665,0.781
2024-08-08,0.807,0.788,0.826,0.509,1.624,5.975,,0.807,0.368,0.769,0.852
2024-08-09,0.771,0.796,0.745,0.473,1.503,5.37,,0.771,0.258,0.907,0.837
2024-08-10,0.708,0.798,0.616,0.373,1.429,4.129,,0.708,0.173,0.974,0.805
2024-08-11,0.672,0.811,0.528,0.385,1.19,2.964,,0.672,0.207,0.965,0.831
2024-08-12,0.655,0.832,0.474,0.44,0.76,2.323,,0.655,0.257,0.851,0.921
2024-08-13,0.604,0.779,0.424,0.404,0.729,1.769,,0.604,0.186,0.786,0.929
2024-08-14,0.598,0.786,0.405,0.415,1.023,1.545,,0.598,0.231,0.698,0.954
2024-08-15,0.654,0.837,0.467,0.499,1.554,1.589,,0.654,0.4,0.646,0.968
2024-08-16,0.725,0.888,0.559,0.574,1.8,1.94,,0.725,0.56,0.699,0.93
2024-08-17,0.761,0.864,0.654,0.585,1.894,2.815,,0.761,0.603,0.621,0.92
2024-08-18,0.8,0.87,0.729,0.575,1.778,4.295,,0.8,0.595,0.659,0.831
2024-08-19,0.84,0.862,0.818,0.59,1.596,4.528,,0.84,0.652,0.659,0.767
2024-08-20,0.764,0.835,0.691,0.539,1.263,3.422,,0.764,0.556,0.616,0.809
2024-08-21,0.719,0.812,0.623,0.536,1.004,1.786,,0.719,0.481,0.691,0.916
2024-08-22,0.681,0.813,0.546,0.577,1.051,0.718,,0.681,0.393,0.579,1.07
2024-08-23,0.66,0.877,0.437,0.541,1.278,-0.662,,0.66,0.375,0.595,1.149
2024-08-24,0.617,0.871,0.356,0.474,1.458,-1.218,,0.617,0.366,0.68,1.092
2024-08-25,0.576,0.889,0.255,0.421,1.464,-0.646,,0.576,0.314,0.786,0.973
2024-08-26,0.641,0.996,0.276,0.453,1.391,-0.425,,0.641,0.347,0.926,1.027
2024-08-27,0.712,0.977,0.44,0.453,1.21,0.138,,0.712,0.369,0.955,1.03
2024-08-28,0.778,0.912,0.64,0.471,1.076,1.794,,0.778,0.372,0.821,1.023
2024-08-29,0.777,0.873,0.68,0.516,1.042,1.238,,0.777,0.458,0.68,1.034
2024-08-30,0.786,0.826,0.745,0.542,1.008,1.552,,0.786,0.459,0.62,1.047
2024-08-31,0.773,0.756,0.791,0.457,1.104,2.541,,0.773,0.426,0.537,0.962
2024-09-01,0.769,0.752,0.786,0.381,1.307,3.275,,0.769,0.419,0.444,0.983
2024-09-02,0.782,0.74,0.824,0.363,1.285,3.446,,0.782,0.444,0.467,0.894
2024-09-03,0.754,0.675,0.834,0.422,0.964,2.748,,0.754,0.527,0.556,0.709
2024-09-04,0.689,0.623,0.758,0.454,0.965,1.555,,0.689,0.577,0.527,0.626
2024-09-05,0.637,0.655,0.619,0.443,1.113,0.355,,0.637,0.593,0.456,0.694
2024-09-06,0.621,0.673,0.569,0.449,1.21,0.051,,0.621,0.571,0.47,0.764
2024-09-07,0.692,0.745,0.638,0.507,1.225,0.355,,0.692,0.565,0.657,0.873
2024-09-08,0.722,0.796,0.647,0.536,1.187,0.014,,0.722,0.64,0.728,0.872
2024-09-09,0.727,0.847,0.604,0.594,1.539,-0.556,,0.727,0.678,0.81,0.831
2024-09-10,0.74,0.889,0.587,0.667,1.74,-0.594,,0.74,0.685,0.841,0.878
2024-09-11,0.768,0.933,0.6,0.723,1.72,-0.649,,0.768,0.73,0.89,0.924
2024-09-12,0.741,0.913,0.564,0.735,1.827,-0.578,,0.741,0.697,0.807,0.835
2024-09-13,0.732,0.883,0.577,0.71,1.677,-0.387,,0.732,0.738,0.827,0.69
2024-09-14,0.702,0.888,0.511,0.732,1.547,-1.56,,0.702,0.743,0.864,0.618
2024-09-15,0.639,0.92,0.351,0.717,1.602,-2.211,,0.639,0.726,0.795,0.583
2024-09-16,0.603,0.961,0.236,0.644,1.764,-2.339,,0.603,0.804,0.78,0.514
2024-09-17,0.609,0.984,0.224,0.58,1.587,-1.796,,0.609,0.875,0.728,0.544
2024-09-18,0.672,0.984,0.351,0.55,1.474,-0.992,,0.672,0.824,0.64,0.745
2024-09-19,0.692,0.972,0.404,0.547,1.661,-1.167,,0.692,0.866,0.5,0.86
2024-09-20,0.645,0.925,0.357,0.571,1.359,-1.123,,0.645,0.849,0.363,0.907
2024-09-21,0.618,0.946,0.281,0.558,1.297,-0.916,,0.618,0.789,0.34,0.892
2024-09-22,0.66,0.991,0.32,0.555,1.807,-0.92,,0.66,0.859,0.281,0.954
2024-09-23,0.669,1.016,0.313,0.536,2.3,-1.144,,0.669,0.882,0.26,0.972
2024-09-24,0.748,1.071,0.417,0.515,2.552,-0.134,,0.748,0.969,0.438,0.818
2024-09-25,0.814,1.143,0.477,0.564,2.565,0.616,,0.814,1.026,0.753,0.659
2024-09-26,0.84,1.21,0.46,0.634,2.487,0.859,,0.84,0.987,0.997,0.636
2024-09-27,0.831,1.217,0.434,0.596,2.528,0.995,,0.831,0.881,1.009,0.718
2024-09-28,0.82,1.153,0.477,0.636,2.501,1.073,,0.82,0.84,0.843,0.798
2024-09-29,0.798,1.065,0.524,0.645,2.368,1.469,,0.798,0.861,0.626,0.773
2024-09-30,0.777,1.002,0.547,0.645,2.331,1.482,,0.777,0.864,0.474,0.749
2024-10-01,0.737,0.958,0.51,0.619,2.147,1.572,,0.737,0.718,0.381,0.811
2024-10-02,0.72,0.973,0.46,0.577,2.306,1.209,,0.72,0.637,0.416,0.817
2024-10-03,0.662,0.995,0.321,0.501,2.645,0.035,,0.662,0.594,0.484,0.779
2024-10-04,0.685,1.053,0.307,0.436,3.081,-0.199,,0.685,0.646,0.512,0.792
2024-10-05,0.793,1.118,0.459,0.482,3.1,-0.091,,0.793,0.856,0.518,0.876
2024-10-06,0.817,1.075,0.552,0.522,2.817,0.058,,0.817,0.868,0.522,0.976
2024-10-07,0.83,1.114,0.538,0.529,2.627,-0.227,,0.83,0.844,0.649,1.016
2024-10-08,0.834,1.164,0.495,0.569,2.649,-0.532,,0.834,0.769,0.858,0.983
2024-10-09,0.816,1.174,0.448,0.59,3.094,-0.756,,0.816,0.808,0.856,0.894
2024-10-10,0.784,1.176,0.381,0.55,3.194,-0.68,,0.784,0.813,0.802,0.818
2024-10-11,0.732,1.103,0.352,0.569,3.279,-0.776,,0.732,0.816,0.77,0.703
2024-10-12,0.739,1.058,0.412,0.589,3.465,-0.683,,0.739,0.881,0.761,0.633
2024-10-13,0.787,1.056,0.51,0.591,3.328,-0.036,,0.787,0.903,0.806,0.665
2024-10-14,0.773,0.992,0.548,0.561,2.934,0.31,,0.773,0.83,0.649,0.763
2024-10-15,0.742,0.941,0.538,0.556,2.286,0.242,,0.742,0.707,0.586,0.771
2024-10-16,0.736,0.913,0.555,0.549,2.29,0.488,,0.736,0.636,0.638,0.692
2024-10-17,0.74,0.934,0.541,0.531,2.719,0.536,,0.74,0.58,0.714,0.707
2024-10-18,0.688,0.9,0.471,0.57,3.291,0.485,,0.688,0.505,0.715,0.682
2024-10-19,0.667,0.817,0.512,0.593,3.37,0.419,,0.667,0.435,0.787,0.643
2024-10-20,0.766,0.953,0.573,0.618,3.351,0.65,,0.766,0.602,0.815,0.75
2024-10-21,0.819,1.092,0.54,0.614,3.354,0.705,,0.819,0.861,0.744,0.754
2024-10-22,0.849,1.096,0.595,0.655,2.981,0.833,,0.849,0.953,0.721,0.746
2024-10-23,0.885,1.134,0.629,0.69,2.528,0.805,,0.885,0.913,0.819,0.828
2024-10-24,0.929,1.206,0.644,0.724,2.366,1.188,,0.929,0.857,0.864,0.978
2024-10-25,0.913,1.173,0.646,0.732,2.549,1.61,,0.913,0.717,0.767,1.132
2024-10-26,0.875,1.107,0.636,0.693,2.675,2.252,,0.875,0.582,0.586,1.149
2024-10-27,0.91,1.165,0.648,0.59,2.634,3.278,,0.91,0.52,0.534,1.164
2024-10-28,0.982,1.23,0.728,0.581,2.69,3.678,,0.982,0.584,0.551,1.241
2024-10-29,0.978,1.18,0.771,0.563,2.464,3.004,,0.978,0.602,0.601,1.245
2024-10-30,0.993,1.215,0.766,0.532,2.784,2.499,,0.993,0.617,0.648,1.292
2024-10-31,0.958,1.198,0.711,0.487,2.925,1.952,,0.958,0.582,0.691,1.283
2024-11-01,0.921,1.185,0.651,0.438,3.107,1.228,,0.921,0.598,0.661,1.271
2024-11-02,0.918,1.226,0.601,0.414,3.239,0.976,,0.918,0.603,0.749,1.221
2024-11-03,0.885,1.204,0.557,0.433,3.114,0.865,,0.885,0.645,0.629,1.123
2024-11-04,0.844,1.132,0.548,0.43,3.441,0.685,,0.844,0.725,0.586,0.971
2024-11-05,0.835,1.111,0.552,0.456,3.772,0.465,,0.835,0.694,0.492,1.065
2024-11-06,0.835,1.093,0.569,0.429,3.786,0.544,,0.835,0.689,0.515,1.059
2024-11-07,0.804,1.136,0.463,0.425,3.032,0.509,,0.804,0.666,0.683,0.908
2024-11-08,0.804,1.217,0.379,0.429,2.692,0.083,,0.804,0.661,0.823,0.941
2024-11-09,0.851,1.317,0.371,0.429,2.495,-0.025,,0.851,0.688,0.883,1.095
2024-11-10,0.854,1.285,0.412,0.443,2.214,0.215,,0.854,0.633,0.805,1.234
2024-11-11,0.76,1.191,0.316,0.438,1.853,-0.099,,0.76,0.596,0.757,1.095
2024-11-12,0.696,1.078,0.305,0.458,1.667,-0.47,,0.696,0.465,0.758,1.065
2024-11-13,0.636,0.962,0.301,0.497,1.174,-0.584,,0.636,0.317,0.807,0.994
2024-11-14,0.606,0.92,0.283,0.48,0.641,-0.872,,0.606,0.353,0.77,0.918
2024-11-15,0.615,0.908,0.315,0.413,0.253,-1.168,,0.615,0.487,0.766,0.835
2024-11-16,0.679,1.019,0.329,0.4,0.063,-1.351,,0.679,0.726,0.805,0.817
2024-11-17,0.644,1.056,0.22,0.421,0.461,-2.092,,0.644,0.75,0.755,0.761
2024-11-18,0.66,1.132,0.175,0.422,0.86,-2.388,,0.66,0.694,0.808,0.857
2024-11-19,0.671,1.174,0.154,0.403,1.436,-2.51,,0.671,0.559,0.855,1.017
2024-11-20,0.693,1.214,0.159,0.41,1.769,-2.362,,0.693,0.578,0.85,1.055
2024-11-21,0.72,1.22,0.208,0.458,1.994,-2.299,,0.72,0.641,0.763,1.111
2024-11-22,0.752,1.21,0.282,0.461,2.715,-1.447,,0.752,0.593,0.853,1.131
2024-11-23,0.738,1.163,0.302,0.423,2.896,-0.729,,0.738,0.494,1.026,1.085
2024-11-24,0.713,1.115,0.299,0.436,2.825,-0.798,,0.713,0.547,0.97,1.017
2024-11-25,0.685,1.02,0.34,0.451,2.636,-0.713,,0.685,0.623,0.757,1.007
2024-11-26,0.695,1.037,0.345,0.445,2.181,-0.704,,0.695,0.602,0.629,1.153
2024-11-27,0.716,1.118,0.302,0.394,1.896,-0.867,,0.716,0.505,0.533,1.358
2024-11-28,0.641,1.002,0.271,0.401,1.602,-1.225,,0.641,0.321,0.419,1.464
2024-11-29,0.559,0.852,0.259,0.405,1.358,-1.283,,0.559,0.164,0.459,1.358
2024-11-30,0.571,0.831,0.304,0.411,1.127,-0.825,,0.571,0.117,0.456,1.36
2024-12-01,0.617,0.846,0.382,0.445,1.567,-0.293,,0.617,0.163,0.382,1.418
2024-12-02,0.627,0.852,0.395,0.493,1.827,0.269,,0.627,0.162,0.461,1.348
2024-12-03,0.66,0.888,0.426,0.488,1.714,1.009,,0.66,0.132,0.555,1.346
2024-12-04,0.728,0.93,0.521,0.462,1.738,1.386,,0.728,0.12,0.666,1.435
2024-12-05,0.793,0.987,0.593,0.447,1.882,1.702,,0.793,0.159,0.719,1.51
2024-12-06,0.836,1.033,0.633,0.456,2.002,1.852,,0.836,0.254,0.861,1.391
2024-12-07,0.835,1.052,0.613,0.45,2.169,2.17,,0.835,0.42,0.897,1.156
2024-12-08,0.782,0.992,0.567,0.472,2.204,2.199,,0.782,0.494,0.954,0.903
2024-12-09,0.755,0.968,0.537,0.526,1.779,1.889,,0.755,0.6,1.027,0.73
2024-12-10,0.772,0.945,0.594,0.58,1.696,1.735,,0.772,0.686,1.079,0.698
2024-12-11,0.758,0.876,0.638,0.579,1.622,1.595,,0.758,0.666,1.097,0.7
2024-12-12,0.742,0.811,0.671,0.548,1.541,1.527,,0.742,0.578,0.964,0.833
2024-12-13,0.737,0.854,0.617,0.607,1.232,1.113,,0.737,0.599,0.797,0.962
2024-12-14,0.761,0.949,0.568,0.629,1.476,0.794,,0.761,0.624,0.587,1.192
2024-12-15,0.722,0.92,0.519,0.549,1.516,0.272,,0.722,0.585,0.448,1.224
2024-12-16,0.731,0.992,0.463,0.469,1.835,0.203,,0.731,0.62,0.627,1.073
2024-12-17,0.75,1.076,0.414,0.475,1.827,0.185,,0.75,0.677,0.735,0.997
2024-12-18,0.674,0.975,0.365,0.479,1.304,0.153,,0.674,0.565,0.623,1.0
2024-12-19,0.605,0.832,0.372,0.474,1.141,0.05,,0.605,0.406,0.449,1.103
2024-12-20,0.57,0.707,0.43,0.462,1.007,0.266,,0.57,0.261,0.48,1.072
2024-12-21,0.554,0.649,0.456,0.443,0.662,0.553,,0.554,0.284,0.595,0.857
2024-12-22,0.621,0.78,0.459,0.431,0.744,0.65,,0.621,0.4,0.678,0.876
2024-12-23,0.726,1.009,0.436,0.421,1.365,0.842,,0.726,0.571,0.806,0.926
2024-12-24,0.766,1.116,0.408,0.41,1.496,1.048,,0.766,0.668,0.852,0.878
2024-12-25,0.851,1.248,0.443,0.414,1.65,1.111,,0.851,0.772,0.953,0.901
2024-12-26,0.9,1.35,0.439,0.418,1.613,1.204,,0.9,0.946,1.024,0.8
2024-12-27,0.936,1.465,0.392,0.449,2.172,1.078,,0.936,1.138,1.1,0.692
2024-12-28,0.976,1.523,0.414,0.479,1.834,0.74,,0.976,1.275,0.982,0.786
2024-12-29,1.014,1.601,0.412,0.467,1.351,0.444,,1.014,1.278,0.983,0.9
2024-12-30,1.024,1.61,0.421,0.454,1.435,0.2,,1.024,1.242,0.934,0.995
2024-12-31,0.946,1.472,0.406,0.446,1.294,0.31,,0.946,1.074,0.908,1.015
2025-01-01,0.852,1.266,0.428,0.405,1.524,0.739,,0.852,0.827,0.716,1.079
2025-01-02,0.791,1.14,0.433,0.373,2.076,0.877,,0.791,0.649,0.658,1.029
2025-01-03,0.793,1.082,0.496,0.374,2.1,0.784,,0.793,0.528,0.667,1.097
2025-01-04,0.748,0.985,0.504,0.374,1.581,0.774,,0.748,0.451,0.537,1.145
2025-01-05,0.708,0.957,0.452,0.34,0.861,0.78,,0.708,0.439,0.516,1.14
2025-01-06,0.701,0.969,0.425,0.336,0.485,0.571,,0.701,0.462,0.639,1.098
2025-01-07,0.742,1.003,0.474,0.366,0.731,0.643,,0.742,0.558,0.851,1.003
2025-01-08,0.78,1.038,0.514,0.413,0.464,0.519,,0.78,0.677,1.077,0.886
2025-01-09,0.787,1.068,0.5,0.407,0.002,0.418,,0.787,0.638,1.192,0.915
2025-01-10,0.803,1.098,0.499,0.37,-0.26,0.423,,0.803,0.689,1.171,0.891
2025-01-11,0.786,1.068,0.496,0.316,-0.157,0.477,,0.786,0.787,1.175,0.739
2025-01-12,0.712,0.966,0.452,0.28,0.238,0.349,,0.712,0.785,1.101,0.594
2025-01-13,0.694,0.953,0.429,0.335,1.002,0.461,,0.694,0.704,0.986,0.756
2025-01-14,0.754,1.059,0.442,0.376,0.843,0.689,,0.754,0.63,1.063,0.929
2025-01-15,0.811,1.134,0.48,0.437,-0.333,1.26,,0.811,0.66,1.154,0.912
2025-01-16,0.846,1.167,0.518,0.453,-1.236,1.767,,0.846,0.671,1.209,0.912
2025-01-17,0.842,1.121,0.557,0.436,-1.839,2.457,,0.842,0.623,1.178,0.904
2025-01-18,0.861,1.081,0.636,0.463,-1.61,2.902,,0.861,0.519,1.152,1.084
2025-01-19,0.88,1.067,0.687,0.46,-0.862,2.997,,0.88,0.322,1.109,1.327
2025-01-20,0.853,0.994,0.709,0.457,-0.058,2.843,,0.853,0.097,1.012,1.51
2025-01-21,0.798,0.898,0.696,0.442,0.228,2.683,,0.798,0.073,0.778,1.502
2025-01-22,0.775,0.887,0.66,0.406,1.115,2.464,,0.775,0.292,0.648,1.235
2025-01-23,0.784,0.949,0.615,0.34,1.588,2.078,,0.784,0.49,0.811,0.963
2025-01-24,0.833,1.062,0.599,0.371,2.011,1.834,,0.833,0.714,1.074,0.745
2025-01-25,0.838,1.039,0.632,0.375,2.516,1.816,,0.838,0.767,1.244,0.547
2025-01-26,0.828,0.954,0.698,0.372,2.423,2.052,,0.828,0.74,1.417,0.375
2025-01-27,0.794,0.958,0.625,0.372,2.04,1.742,,0.794,0.668,1.503,0.34
2025-01-28,0.784,1.009,0.553,0.383,1.934,1.227,,0.784,0.63,1.46,0.485
2025-01-29,0.743,0.961,0.52,0.379,1.626,0.847,,0.743,0.571,1.281,0.58
2025-01-30,0.719,0.927,0.506,0.396,1.695,0.51,,0.719,0.513,1.225,0.64
2025-01-31,0.695,0.823,0.562,0.397,1.869,0.332,,0.695,0.446,1.222,0.605
2025-02-01,0.713,0.824,0.599,0.422,2.575,0.338,,0.713,0.43,1.161,0.612
2025-02-02,0.704,0.819,0.585,0.439,3.986,0.274,,0.704,0.396,0.936,0.637
2025-02-03,0.743,0.896,0.586,0.448,5.376,0.689,,0.743,0.469,0.766,0.754
2025-02-04,0.786,0.991,0.576,0.445,6.23,1.204,,0.786,0.638,0.633,0.652
2025-02-05,0.826,1.069,0.577,0.444,5.715,1.312,,0.826,0.546,0.871,0.661
2025-02-06,0.788,1.03,0.541,0.402,5.599,1.069,,0.788,0.437,0.961,0.654
2025-02-07,0.708,0.911,0.5,0.357,5.942,0.807,,0.708,0.539,0.662,0.498
2025-02-08,0.63,0.782,0.475,0.339,5.038,0.489,,0.63,0.495,0.453,0.552
2025-02-09,0.658,0.789,0.524,0.413,4.29,0.748,,0.658,0.423,0.497,0.844
2025-02-10,0.685,0.811,0.557,0.477,4.372,0.839,,0.685,0.344,0.525,1.093
2025-02-11,0.694,0.841,0.542,0.492,4.191,0.791,,0.694,0.22,0.563,1.289
2025-02-12,0.644,0.847,0.436,0.438,4.696,0.199,,0.644,0.083,0.487,1.378
2025-02-13,0.571,0.806,0.33,0.427,5.061,-0.376,,0.571,0.037,0.406,1.221
2025-02-14,0.531,0.803,0.252,0.401,5.397,-0.703,,0.531,0.179,0.362,0.884
2025-02-15,0.503,0.802,0.196,0.416,5.147,-0.86,,0.503,0.258,0.393,0.693
2025-02-16,0.45,0.707,0.185,0.452,4.203,-0.488,,0.45,0.252,0.327,0.568
2025-02-17,0.465,0.641,0.284,0.452,3.759,0.29,,0.465,0.251,0.28,0.613
2025-02-18,0.486,0.682,0.285,0.42,3.901,0.159,,0.486,0.292,0.442,0.595
2025-02-19,0.479,0.602,0.352,0.443,3.676,0.094,,0.479,0.363,0.589,0.42
2025-02-20,0.495,0.588,0.4,0.434,3.624,0.116,,0.495,0.487,0.557,0.384
2025-02-21,0.541,0.626,0.454,0.42,3.633,0.163,,0.541,0.624,0.513,0.396
2025-02-22,0.562,0.646,0.475,0.423,3.356,-0.016,,0.562,0.742,0.522,0.347
2025-02-23,0.606,0.717,0.491,0.444,3.26,0.093,,0.606,0.866,0.51,0.338
2025-02-24,0.691,0.836,0.543,0.451,2.886,0.512,,0.691,0.998,0.45,0.471
2025-02-25,0.754,0.868,0.636,0.414,2.049,1.222,,0.754,1.062,0.243,0.63
2025-02-26,0.758,0.86,0.653,0.371,1.714,1.554,,0.758,1.011,0.144,0.708
2025-02-27,0.772,0.887,0.654,0.421,2.037,1.639,,0.772,0.884,0.316,0.712
2025-02-28,0.758,0.832,0.683,0.465,2.516,1.882,,0.758,0.769,0.389,0.684
2025-03-01,0.749,0.775,0.722,0.498,2.638,2.315,,0.749,0.752,0.428,0.551
2025-03-02,0.735,0.757,0.713,0.554,2.852,2.245,,0.735,0.832,0.576,0.314
2025-03-03,0.742,0.77,0.713,0.576,2.628,2.096,,0.742,0.861,0.718,0.29
2025-03-04,0.754,0.832,0.673,0.59,2.792,1.511,,0.754,0.839,0.919,0.329
